#gene	sample1	sample2	sample3	sample7	sample8	sample9
DUPD1	266	96	406	499	284	91
DUSP13	3879	2712	2488	2742	7526	2342
SAMD8	7630	17106	17600	20277	15400	13025
VDAC2	1273	2696	4013	2084	4124	4879
COMTD1	2670	2824	1415	2464	1801	4653
ZNF503	2039	3247	3379	3072	4406	3022
C10orf11	1114	1921	1802	4470	1653	1657
AC013286.1	1128	409	755	1229	824	907
KCNMA1	2992	1636	2028	2921	2272	2427
DLG5	1615	1978	1136	2398	2435	1139
POLR3A	29	28	43	47	84	48
RPS24	3186	4485	3682	4487	2387	5406
ZMIZ1	643	1399	1523	2106	1406	1281
PPIF	1044	2331	1653	2331	2413	1956
ZCCHC24	90	74	40	141	63	108
EIF5AL1	1436	592	954	1660	1244	937
SFTPA2	291	206	146	266	242	234
SFTPA1	527	748	287	1479	442	982
NUTM2B	3289	1669	2202	3033	3820	4115
NUTM2E	286	275	193	753	237	446
SFTPD	8602	3419	11507	11091	9173	6698
TMEM254	671	785	419	1291	1305	722
PLAC9	2973	18977	3669	10128	11935	12175
ANXA11	45	96	115	172	105	177
MAT1A	646	306	588	500	454	337
DYDC1	1109	2762	1705	2933	997	2142
DYDC2	5034	6001	5478	4626	3606	2188
FAM213A	6167	3368	5625	8427	11261	3014
TSPAN14	960	906	512	566	1982	1038
SH2D4B	622	662	1569	1755	641	506
NRG3	1372	839	1092	1071	1583	1465
GHITM	1777	1973	523	1522	1041	2150
C10orf99	269	574	241	639	658	202
CDHR1	39	29	63	76	50	56
LRIT2	846	552	312	739	1031	686
LRIT1	2844	1692	2671	1620	3904	3581
RGR	1363	364	1375	1282	724	1064
CCSER2	1169	5294	3183	7247	8902	4478
GRID1	8221	5520	2399	8798	2314	13480
WAPL	9895	13007	6774	13831	10722	7487
OPN4	442	344	342	455	662	544
LDB3	212	213	454	772	461	739
BMPR1A	2028	1816	3313	3850	1646	1865
MMRN2	233	170	307	252	178	161
SNCG	2019	3465	4725	3631	1041	2098
ADIRF	1051	3269	2363	3278	2817	3340
FAM25A	313	279	158	786	408	297
GLUD1	2987	3947	4951	4943	3350	5519
FAM35A	4022	4348	1024	2853	4168	3016
NUTM2A	8287	4314	2204	13302	5604	8622
NUTM2D	59	188	208	168	188	122
MINPP1	5463	6057	7237	8829	7903	14404
PAPSS2	2580	2051	2890	1706	1282	2527
ATAD1	2200	2156	2778	2591	2676	5443
KLLN	3243	2253	2996	4176	4535	4681
PTEN	4446	1469	1883	2090	4049	1840
RNLS	1142	506	550	514	1072	1730
LIPJ	2287	2588	1687	4050	1862	2376
LIPF	3068	4457	3595	5997	1935	4010
LIPK	2219	3729	7681	2833	4418	4994
LIPN	3742	1936	3432	3309	7532	1463
LIPM	1232	2553	4270	4241	4409	4015
ANKRD22	8801	8298	1631	5753	9135	2126
STAMBPL1	569	116	176	384	358	304
ACTA2	788	1215	1165	1801	717	1242
FAS	339	196	466	518	596	669
CH25H	4293	7316	5698	4311	7796	2532
LIPA	3457	4877	4336	4221	5739	2360
IFIT2	2316	1881	2184	2624	2183	2664
IFIT3	887	691	552	887	520	665
IFIT1B	651	665	698	395	794	1646
IFIT1	1287	831	1840	649	1316	934
IFIT5	225	174	261	178	168	193
SLC16A12	4453	5088	5408	7538	2405	2436
PANK1	738	2483	3623	1694	1657	1653
KIF20B	2490	1195	1556	1606	1548	1532
HTR7	4418	3273	8173	8349	4039	2871
RPP30	421	268	796	991	812	525
ANKRD1	1026	489	418	778	1676	729
PCGF5	10954	3697	5458	3113	4490	9177
HECTD2	463	954	1181	1517	1844	1641
PPP1R3C	9342	3691	3318	15209	3793	3937
TNKS2	1919	1721	1374	2432	2974	1641
FGFBP3	42	31	97	102	92	93
BTAF1	800	1223	1179	933	1254	512
CPEB3	6993	6531	2486	3698	5008	11759
MARCH5	1289	1148	1233	1550	1479	775
IDE	222	337	345	1513	535	856
KIF11	2923	1173	3762	3516	5100	3257
HHEX	448	410	751	891	1022	949
EXOC6	2229	1114	615	709	4230	2082
CYP26C1	653	414	155	278	224	348
CYP26A1	710	665	643	805	550	1580
MYOF	1302	2653	2779	1435	3267	6963
CEP55	131	229	95	103	80	84
FFAR4	482	295	543	902	1118	775
RBP4	483	394	346	490	207	300
PDE6C	1158	2820	3364	3530	4404	4302
FRA10AC1	593	2277	1212	950	1702	1849
LGI1	3854	12389	11331	9131	10094	13889
SLC35G1	798	976	851	734	785	999
PLCE1	852	1106	1157	476	1175	504
NOC3L	0	0	0	0	0	0
TBC1D12	405	348	427	286	662	305
HELLS	2566	1814	1302	2136	2545	3742
CYP2C18	6058	3694	4501	4542	5480	3306
RP11-400G3.5	1266	768	2986	3609	3044	1514
CYP2C19	135	120	41	198	110	90
CYP2C9	937	1898	1931	2186	2075	2648
CYP2C8	2531	1785	2124	1849	1825	1944
ACSM6	4561	4472	8863	11879	24267	11528
PDLIM1	815	578	896	856	707	607
SORBS1	9374	9514	14032	10053	6897	10742
ALDH18A1	764	576	674	539	628	863
TCTN3	3309	8674	4487	8444	8613	7444
ENTPD1	5416	5059	8215	5300	3752	8959
AL365273.1	10341	3171	12090	16245	14910	15101
RP11-248J23.7	42	37	74	29	55	72
CC2D2B	557	1227	1766	431	2691	1509
CCNJ	4717	2403	846	3107	2184	2643
ZNF518A	3002	1407	2515	1694	3055	4476
BLNK	466	2447	2525	2070	2459	2132
DNTT	1148	1102	943	1334	1169	2219
OPALIN	1380	2313	1793	2597	873	946
TLL2	2178	2009	3746	2479	2788	1956
TM9SF3	6979	8167	9978	10508	10724	8859
PIK3AP1	5253	1568	3679	3002	2442	5654
LCOR	4175	12890	10642	3584	6947	4723
SLIT1	42	65	58	107	51	60
ARHGAP19-SLIT1	837	649	1544	881	1595	2010
ARHGAP19	558	938	1821	1139	1060	1003
FRAT1	1855	1459	883	1591	2853	1972
FRAT2	1748	1185	1070	2323	2904	1987
RRP12	1030	1325	1653	1917	2328	1954
PGAM1	5098	4792	4338	3876	5636	5409
EXOSC1	243	165	187	718	281	258
ZDHHC16	3619	3334	2456	6935	1410	2746
MMS19	1789	1317	936	1375	1458	795
UBTD1	827	897	1018	760	1153	701
ANKRD2	24	22	17	39	32	24
HOGA1	464	587	312	1004	983	1008
RP11-548K23.11	5910	7473	11929	8675	4338	12132
C10orf62	1192	1546	1433	3455	2108	1937
MORN4	3041	2256	2209	3041	3409	5786
PI4K2A	669	586	471	373	207	644
AVPI1	3250	2050	1974	5461	2189	2726
MARVELD1	577	1479	2041	2231	1674	1721
ZFYVE27	880	1501	1219	1947	661	810
SFRP5	255	504	141	516	601	251
GOLGA7B	308	379	616	197	289	483
CRTAC1	4557	7263	4224	4392	4048	3842
R3HCC1L	1955	1205	2133	1881	2018	3040
LOXL4	1798	1483	1093	1882	1399	1693
PYROXD2	2657	3515	1775	6547	8292	2472
HPS1	2174	6650	3268	3442	2455	5004
HPSE2	1521	2798	1236	3235	3289	3895
CNNM1	2656	2691	3807	1173	3634	3744
GOT1	1448	1728	1798	1247	1413	4242
NKX2-3	878	1643	353	1814	953	1691
SLC25A28	2554	5347	3606	1492	1674	2207
ENTPD7	61	86	108	58	98	63
CUTC	1033	906	1648	1770	2995	1759
COX15	100	189	188	224	153	198
ABCC2	353	136	367	436	374	467
DNMBP	3602	981	1927	3208	1941	1883
CPN1	1405	2118	787	464	1657	3108
ERLIN1	404	1069	729	1130	1144	1264
CHUK	2641	2513	2401	1767	1218	2358
CWF19L1	1861	1651	1728	2697	2215	3268
BLOC1S2	75	177	814	571	605	773
PKD2L1	2808	4014	5744	3595	6915	14455
SCD	3500	1650	4085	1556	2612	7130
WNT8B	921	1215	1193	2151	1567	1521
SEC31B	4864	3238	7062	3292	4969	2455
RP11-411B6.6	5109	4122	5416	6382	3590	3446
NDUFB8	231	105	146	408	401	323
HIF1AN	1146	473	1532	1024	748	846
PAX2	3556	4410	4139	7180	5193	6092
SLF2	2203	2740	2260	5033	3483	4359
MRPL43	2948	2444	1895	2606	1313	1913
SEMA4G	443	423	383	635	431	411
C10orf2	4703	6203	4550	2742	3215	4130
LZTS2	6362	5999	15087	10145	8557	8729
PDZD7	2792	2072	2306	1792	3446	1844
SFXN3	1965	4214	2315	5946	7295	4606
KAZALD1	1572	1193	930	2340	4435	2358
TLX1	3134	3546	3268	3013	2877	4249
LBX1	4540	2119	3535	7074	3091	4508
BTRC	1445	766	1030	2002	2182	2238
DPCD	174	294	191	264	171	229
POLL	5333	5113	7102	4824	4380	6526
FBXW4	225	517	302	442	234	421
FGF8	3443	4890	4086	4636	4105	2616
NPM3	2090	2954	1730	5165	1638	4374
MGEA5	1872	2502	1982	1144	1587	1881
KCNIP2	6193	4752	7124	6122	2658	6469
C10orf76	2640	2469	1871	2999	1879	1936
HPS6	2645	3011	3122	2856	2883	1855
LDB1	770	1068	1071	544	870	1108
PPRC1	3873	2127	6603	3131	12495	3213
NOLC1	538	775	1161	1426	539	1104
ELOVL3	1040	2021	821	1075	1868	844
PITX3	301	339	227	195	156	146
GBF1	2683	5319	1171	3696	3779	4369
NFKB2	3331	1207	1225	1925	2694	4170
PSD	10569	2957	5973	5930	5441	8262
FBXL15	492	558	980	1795	2003	1520
CUEDC2	1156	1653	1145	775	924	1263
C10orf95	4656	1451	3160	8473	6649	3890
MFSD13A	5485	3818	8769	4874	8723	4952
ACTR1A	649	2312	1458	1040	2076	2254
SUFU	434	618	435	483	352	769
TRIM8	130	208	338	366	207	458
ARL3	860	844	884	1292	710	1508
SFXN2	101	166	116	122	77	226
WBP1L	352	448	271	263	427	408
CYP17A1	3424	3506	2356	5283	5890	3319
BORCS7	6058	5621	6773	17858	7359	10465
BORCS7-ASMT	31	40	32	58	65	72
AS3MT	884	2964	1784	1482	1345	2379
CNNM2	5096	3229	3496	5745	1714	6518
NT5C2	1328	1840	1122	1475	1095	1362
RPEL1	1794	5049	2805	6034	6908	3710
INA	15745	6174	12188	8914	11899	11320
PCGF6	1827	3394	2592	3250	1639	2772
TAF5	112	64	59	145	225	239
USMG5	1012	633	968	1583	675	1339
PDCD11	3913	3530	3364	2840	1574	2786
CALHM2	1220	1134	1669	2429	2124	927
CALHM1	1104	1642	688	1426	1468	919
CALHM3	2603	6035	4815	4287	5391	3362
NEURL1	21	19	20	12	19	27
SH3PXD2A	5310	4091	3325	4911	3855	4757
OBFC1	200	258	262	219	234	137
SLK	685	1468	1106	1566	1109	1679
COL17A1	2506	2386	1770	3312	2860	2379
SFR1	794	1184	368	1070	1045	810
CFAP43	2901	8273	7863	6173	7328	8305
GSTO1	4369	1534	4593	2846	1874	2824
GSTO2	8029	6710	3561	5826	8984	7907
ITPRIP	2693	8138	2345	2741	12189	5175
CFAP58	3468	4922	3492	6976	7724	11461
SORCS3	466	781	354	640	801	792
SORCS1	3392	4455	2742	2206	5017	5208
XPNPEP1	1994	1534	1892	2917	1054	1966
ADD3	472	649	351	373	874	553
MXI1	736	1028	987	608	2057	916
SMNDC1	1941	2943	1599	1973	4291	2002
DUSP5	102	120	133	172	120	131
SMC3	141	266	409	217	432	367
RBM20	47	98	62	97	105	37
PDCD4	1891	3040	956	3610	3065	3956
BBIP1	3799	1957	2002	3130	10710	2613
SHOC2	979	1809	1641	2420	3623	3678
ADRA2A	6194	3743	6187	2970	7150	4065
GPAM	2605	2271	2600	1496	2187	2458
TECTB	4589	6598	4598	4763	8907	10232
ACSL5	1319	2549	949	3943	2424	2362
ZDHHC6	4781	7896	10195	6225	3353	7372
VTI1A	5403	6999	2258	6547	8093	10046
TCF7L2	2397	3524	2947	3795	3293	1991
HABP2	1351	1462	1897	3129	2842	1703
NRAP	2136	890	2777	2173	1807	3967
CASP7	527	1101	752	2832	3123	1570
PLEKHS1	1278	1275	847	959	743	1201
DCLRE1A	1236	362	1355	996	1320	1096
NHLRC2	146	91	189	125	181	155
ADRB1	680	399	1053	868	565	1038
CCDC186	54	144	52	172	89	88
TDRD1	347	838	610	463	1681	1370
VWA2	2634	3239	2678	2474	4118	1791
AFAP1L2	97	59	51	40	99	81
ABLIM1	1139	1319	1475	1332	1160	1623
FAM160B1	635	748	484	1038	1000	874
TRUB1	2234	2426	2267	4390	2100	3883
ATRNL1	1569	1719	1268	1575	1096	1738
GFRA1	432	384	180	566	509	668
CCDC172	427	358	182	512	1211	602
PNLIPRP3	294	514	377	277	543	360
PNLIP	612	1523	1174	1543	2101	1946
PNLIPRP1	2962	2163	3706	5757	1563	5546
C10orf82	9652	18126	11762	19176	13521	13029
HSPA12A	188	267	492	278	470	581
ENO4	2205	876	1255	517	1431	977
SHTN1	111	187	92	117	265	200
AC023283.1	4158	3091	2382	6160	4575	3892
VAX1	1657	884	1920	1279	1348	842
KCNK18	1793	6623	2321	2008	8775	8665
SLC18A2	5764	4831	3856	2438	5267	5673
PDZD8	4986	6309	6094	5112	5507	4316
EMX2	7849	5540	4266	3831	3691	7099
RAB11FIP2	903	2140	1653	2073	2120	3357
FAM204A	743	2315	903	3516	2044	516
PRLHR	515	586	618	736	558	855
CACUL1	852	366	770	419	923	1012
NANOS1	3543	1192	2116	3495	2183	7127
EIF3A	1103	2011	1355	2169	1881	2813
FAM45A	1135	844	639	680	1568	301
SFXN4	1970	5600	5295	3749	2687	3232
PRDX3	1013	1208	1057	2840	3538	3057
GRK5	1398	1287	1698	2117	2493	1130
RGS10	642	516	491	887	711	862
TIAL1	552	1117	427	674	1033	469
BAG3	2367	1233	2003	4078	1508	5480
INPP5F	217	175	269	190	384	303
MCMBP	11101	5051	6417	10419	6719	13312
SEC23IP	5350	2316	7036	9038	5219	6444
PLPP4	977	622	792	1143	1549	1074
WDR11	432	449	466	464	697	825
FGFR2	981	355	703	1203	900	2547
ATE1	380	295	277	1034	397	1008
NSMCE4A	1307	1692	1217	1135	2140	2627
TACC2	288	886	442	1146	811	672
BTBD16	963	800	1436	1279	1100	1493
PLEKHA1	951	289	994	716	434	953
ARMS2	614	588	1108	1781	1068	1618
HTRA1	2590	3493	5806	3996	6674	3155
DMBT1	4057	2011	2696	2722	1048	2338
C10orf120	4328	3604	1675	8014	4509	4386
CUZD1	144	205	148	234	88	153
FAM24B	2912	6677	3133	6422	6647	3938
FAM24A	220	98	186	87	130	131
C10orf88	877	816	531	2087	2055	1444
PSTK	445	1003	579	830	752	329
IKZF5	1174	1955	1675	1337	1587	1811
ACADSB	5713	4151	4501	9141	7454	3624
HMX3	4639	21424	13061	13764	9330	19680
HMX2	2390	1160	3279	5323	2080	2894
BUB3	1911	4225	2571	2215	5546	4021
GPR26	1404	2184	1985	1943	1185	926
CPXM2	597	211	436	134	191	290
CHST15	1400	1576	1069	580	1104	1180
OAT	335	1076	679	1224	738	629
NKX1-2	528	264	1042	501	453	793
LHPP	310	228	777	470	443	622
RP11-12J10.3	653	1325	1069	1408	1043	1656
FAM53B	1231	993	628	1507	529	713
METTL10	65	55	26	53	57	38
FAM175B	1878	2459	2991	2938	2367	2760
ZRANB1	1128	1556	1313	1565	1851	1921
CTBP2	4713	6597	10072	6718	10195	6752
TEX36	751	1180	1286	1654	1875	2985
EDRF1	352	309	420	153	559	442
MMP21	2103	1814	3331	3139	3434	2307
UROS	3057	1609	3137	4123	5229	1624
BCCIP	3202	2034	3474	2384	3676	1164
DHX32	9751	3090	7570	4502	8785	8638
FANK1	1283	2058	3221	2039	1194	847
ADAM12	1981	1523	1250	1391	2259	1545
C10orf90	2156	2013	3298	1132	4592	793
DOCK1	3443	5951	14027	2611	8255	8937
FAM196A	3145	4170	6345	3150	6222	4704
NPS	880	1312	540	1104	998	1052
FOXI2	12	34	4	20	15	36
CLRN3	2517	2932	1431	1976	2029	3083
PTPRE	1973	1446	1435	1308	937	1393
MKI67	2054	1802	1813	1332	550	2988
MGMT	1523	1240	892	1536	1842	2168
EBF3	1526	2037	2829	5981	1797	1981
LINC00959	1725	1568	1410	2154	1536	2693
GLRX3	4513	3305	3143	4859	2643	2437
TCERG1L	6749	9071	3263	4130	5150	6084
PPP2R2D	4390	4551	3519	9180	4907	13609
BNIP3	489	1190	264	1070	1003	2822
JAKMIP3	5423	2692	3115	4600	4925	1935
DPYSL4	3063	1865	2862	2402	1853	3964
STK32C	55	65	72	50	50	48
LRRC27	3264	4131	3385	6536	3760	1941
PWWP2B	227	117	139	132	140	80
INPP5A	1179	1282	922	1251	1889	874
NKX6-2	570	1631	1290	1363	1062	1334
CFAP46	2279	2620	2848	2326	3733	3896
ADGRA1	5724	12903	7076	8827	36234	15960
KNDC1	905	670	741	1381	1057	920
UTF1	2324	2802	3145	3825	1811	2372
VENTX	4599	2339	1806	4106	2792	3500
ADAM8	265	208	523	333	461	1034
TUBGCP2	755	1171	1611	1856	1907	1622
ZNF511	758	1241	1754	832	852	1258
ZNF511-PRAP1	22	174	83	104	67	312
CALY	2877	2107	1493	2264	748	2140
PRAP1	326	922	1572	804	446	546
FUOM	333	318	349	409	241	258
ECHS1	1914	1662	880	1005	1214	1112
PAOX	5611	3676	2288	4303	1274	2737
RP11-108K14.8	1131	994	1471	3297	1706	1066
MTG1	240	641	773	572	549	715
SPRN	7437	10991	5120	14593	11233	8242
CYP2E1	1888	2066	1728	4104	1035	2904
SYCE1	27	72	65	88	64	76
FRG2B	19531	13771	8083	12703	13526	11763
IQSEC3	1175	527	2522	1169	2699	1714
SLC6A12	626	324	352	1614	738	655
SLC6A13	1802	1332	1702	2761	2700	2418
KDM5A	521	280	419	489	247	220
CCDC77	257	101	168	318	360	351
B4GALNT3	1100	1761	1309	1426	2388	1376
NINJ2	11	11	14	18	13	7
WNK1	4962	3173	2897	5252	2021	3029
RAD52	230	185	354	220	423	284
ERC1	462	429	677	219	1058	1145
WNT5B	862	556	593	1474	958	983
FBXL14	1752	1514	1723	2764	2352	579
ADIPOR2	513	746	469	971	1210	759
CACNA2D4	596	559	513	484	792	842
LRTM2	3982	7959	7879	6906	4166	7817
DCP1B	4326	5499	4517	7101	5012	1077
CACNA1C	8045	7056	3256	2892	2583	8633
FKBP4	7447	5355	4445	15349	4421	8293
ITFG2	108	128	164	231	69	233
NRIP2	1117	780	1393	1228	1087	964
RP4-816N1.8	28	17	57	33	38	46
FOXM1	1696	1669	1054	2608	2123	1727
RHNO1	125	159	115	249	355	211
TULP3	467	583	535	434	967	477
TEAD4	6837	7447	3258	4915	6256	4799
TSPAN9	5234	7552	2618	13448	6426	9264
PRMT8	4996	2767	7265	9163	3601	10401
CRACR2A	1909	4240	4940	4029	9094	2282
PARP11	765	2744	2515	1194	2476	2334
CCND2	3490	1979	4574	5336	2659	2360
TIGAR	627	982	1441	995	1778	1310
FGF23	1928	645	1887	2387	4327	2982
FGF6	79	88	97	146	235	193
C12orf4	3004	4173	2275	1699	2498	2759
RAD51AP1	12907	10344	4872	7035	6922	9921
DYRK4	9290	6674	7594	11353	11013	10512
RP11-500M8.7	3694	5557	3295	1838	4393	2349
AKAP3	314	532	365	348	569	186
NDUFA9	2434	1420	1346	3408	2507	2437
RP11-234B24.6	1566	2005	1779	1813	1604	2409
GALNT8	6189	5313	8191	12064	20188	9953
KCNA6	5985	1887	3173	6108	6077	5659
KCNA1	610	721	1380	853	1813	1323
KCNA5	1866	711	1542	2278	4680	2245
NTF3	2832	3702	3510	4764	2156	2274
ANO2	850	294	836	322	233	229
VWF	1084	710	1531	1231	944	1652
CD9	3376	1810	2298	2642	6214	3820
PLEKHG6	3930	2383	1394	4284	9287	5050
TNFRSF1A	615	1036	885	617	1839	1423
SCNN1A	3269	3406	6847	7597	9362	4726
LTBR	1502	1153	5182	2270	2444	2375
CD27	2789	5924	7061	3625	5287	3314
TAPBPL	246	672	414	982	714	530
VAMP1	275	315	477	1012	461	776
MRPL51	2733	1606	1787	1946	1499	2319
NCAPD2	0	3	2	11	5	7
GAPDH	852	563	672	527	757	1051
IFFO1	2836	4480	2345	5234	2967	2505
NOP2	2179	678	595	3264	1856	2811
CHD4	2374	449	950	1918	3112	2410
LPAR5	1196	2255	2643	2854	2892	4867
ACRBP	1286	975	3033	2215	1366	2765
ING4	2392	1418	4972	3231	2582	3341
ZNF384	3060	923	2222	2126	1729	1612
PIANP	267	153	189	177	318	243
COPS7A	443	336	385	590	452	700
MLF2	321	393	328	1059	234	178
PTMS	3859	3376	1343	6129	4232	2409
LAG3	1242	1640	1464	1983	2189	1488
CD4	1943	1823	2315	4195	3468	2791
GPR162	5861	3901	2203	6080	2635	4166
P3H3	96	24	46	70	109	81
GNB3	1254	532	2065	627	1764	1756
CDCA3	1368	1918	1555	1746	1099	2283
USP5	7589	8369	3687	7837	8676	10475
TPI1	1020	953	849	2153	1387	461
SPSB2	6116	5792	3114	5802	12199	4858
LRRC23	5250	10486	5003	7288	10021	4840
ENO2	1527	2913	2772	2325	1617	1845
ATN1	3535	1715	1601	3949	2649	1803
C12orf57	636	571	417	626	439	933
PTPN6	1157	554	381	637	932	625
PHB2	5334	713	2502	1831	2866	5223
EMG1	2668	4702	6069	10824	3616	4768
RP3-461F17.3	32	13	9	16	33	23
LPCAT3	2489	708	2479	1930	2069	2576
C1S	1459	2393	2639	2475	1339	2429
C1R	2421	5666	3798	3924	3674	1190
C1RL	1507	1837	4635	1988	1380	1423
RBP5	938	2132	1539	2222	1693	1469
CLSTN3	684	666	773	1329	819	1076
PEX5	1135	2184	1625	1902	2328	3220
ACSM4	1676	1085	863	1225	1517	1302
CD163L1	3607	4369	1801	3590	5637	2573
CD163	1115	2562	3087	2192	1568	2019
APOBEC1	789	876	851	1132	796	652
GDF3	796	270	1857	1195	1432	1493
DPPA3	326	237	169	133	371	230
CLEC4C	2538	4201	2041	6679	2135	3907
NANOGNB	2115	2278	1013	1403	2059	1644
NANOG	3295	3898	4566	4921	3434	4317
SLC2A14	943	560	461	468	845	188
SLC2A3	1538	1289	3168	1828	2665	1707
FOXJ2	3486	2747	2645	3277	3938	5042
C3AR1	455	1269	1047	898	600	1683
NECAP1	551	2030	1231	587	1186	1135
CLEC4A	4750	2618	1275	2815	3819	1288
ZNF705A	375	429	393	446	351	560
FAM90A1	371	292	481	1032	370	385
CLEC6A	2568	3092	2495	2782	2690	3656
CLEC4D	1962	811	2044	4229	2642	2040
CLEC4E	1651	1117	499	1114	470	1231
AICDA	1794	1534	706	1795	1497	1991
MFAP5	373	388	277	395	326	220
RIMKLB	2172	2406	934	1845	1753	1595
A2ML1	3342	4124	3797	7254	16365	4385
PHC1	1432	1620	1976	2062	2507	2285
M6PR	3515	1703	1805	6263	3144	3736
KLRG1	471	1197	996	639	584	1731
A2M	404	306	829	369	752	1175
PZP	3712	3851	5242	3142	4742	2885
KLRB1	3758	5222	3315	8282	7023	3828
CLEC2D	82	104	108	65	204	120
CLECL1	1107	1888	2136	2144	3579	1639
CD69	14464	14268	7759	6584	16299	10112
KLRF1	110	579	228	364	509	429
CLEC2B	1163	733	663	512	807	1198
KLRF2	428	451	319	524	562	245
CLEC2A	1185	795	1009	1696	1283	1285
CLEC12A	215	320	293	298	498	358
CLEC1B	2202	806	2068	1914	2964	1796
CLEC12B	5762	5510	8871	5764	8921	4179
CLEC9A	7104	13345	10466	18241	14971	19833
CLEC1A	4530	7855	3893	11104	7077	11087
CLEC7A	2654	3789	1898	5921	2463	4857
OLR1	899	1011	993	694	1396	1929
TMEM52B	713	1258	762	681	1085	1178
GABARAPL1	1182	1717	974	1088	700	693
KLRD1	92	72	124	80	177	130
KLRC4-KLRK1	1817	2585	1520	1758	2030	2611
KLRK1	18	22	16	34	18	15
KLRC4	5525	3063	4637	4748	3254	5040
KLRC3	1799	1713	2946	5078	3158	1460
RP11-277P12.6	5854	4655	5228	5023	4773	7599
KLRC2	343	269	211	488	329	51
KLRC1	235	325	103	160	304	135
EIF2S3L	9741	5708	7862	7472	6225	7059
MAGOHB	4913	3293	4536	8267	6025	5152
STYK1	709	528	548	976	307	660
YBX3	1321	671	1339	1383	1424	2727
TAS2R7	856	311	787	601	779	353
TAS2R8	1996	2258	1693	3349	1779	2337
TAS2R9	2479	1585	1557	1065	2941	3317
PRH1	4391	12522	7411	5679	8881	11835
TAS2R10	10794	19039	8529	11016	9985	15417
PRH1-PRR4	3591	4782	3795	3576	3102	3246
PRR4	778	940	1651	6432	1517	2197
TAS2R13	2493	1305	4361	1486	3913	2561
PRH2	2896	1273	1882	892	2442	1497
TAS2R14	197	135	133	236	138	229
TAS2R50	1067	914	1273	1708	3402	944
TAS2R20	952	1616	1925	1014	1005	1443
TAS2R19	5987	6585	10527	10981	9226	6758
TAS2R31	2332	6284	6354	5166	11290	6858
TAS2R46	449	645	320	505	1550	1099
TAS2R43	1347	992	3495	3040	2158	3323
TAS2R30	3370	6270	3770	5069	2487	3163
SMIM10L1	1754	1506	912	2345	2437	1513
TAS2R42	1761	6532	8544	5676	4593	3084
PRB3	13491	14646	16770	5685	14328	10625
PRB4	1803	1826	2686	1668	3086	4213
PRB1	3231	1929	1904	3970	4093	3228
PRB2	1152	1036	703	1212	970	1401
ETV6	4737	3492	8292	4580	7772	12480
BCL2L14	1854	2416	1622	2524	2024	1321
LRP6	2781	1405	1774	2377	2109	2126
MANSC1	2748	6191	8126	9344	3622	6952
BORCS5	522	313	627	1060	194	617
DUSP16	1640	3312	1356	5410	5288	7709
CREBL2	8186	5796	5153	3537	6282	4269
GPR19	1734	2782	992	2575	3826	4559
CDKN1B	2291	1312	1978	1785	1306	1681
APOLD1	423	2643	1701	1878	2123	2758
DDX47	565	453	405	518	473	555
GPRC5A	1204	1060	810	1888	1163	1413
GPRC5D	4011	3127	6652	9224	14460	12005
HEBP1	1062	1667	4130	3056	1813	2011
FAM234B	590	1031	818	967	1433	1573
GSG1	4785	2792	3199	4719	3851	3443
EMP1	3059	2358	3369	1246	3412	1702
GRIN2B	159	427	420	422	389	334
ATF7IP	3273	1926	4015	2373	3047	2461
PLBD1	558	2657	1051	1100	1584	1649
GUCY2C	4493	6011	4795	18178	6632	11944
HIST4H4	671	301	757	790	709	575
H2AFJ	6195	11464	3740	11722	7781	21663
WBP11	452	741	899	346	440	367
C12orf60	8276	9443	8673	8204	16936	6826
SMCO3	5601	3889	6447	5891	12867	11264
ART4	2953	2510	3236	5366	4607	6164
MGP	747	478	1228	1222	1019	1051
ERP27	9886	7550	8658	14593	10953	10399
ARHGDIB	3971	2441	3459	6212	5830	3074
PDE6H	407	485	97	285	292	475
RERG	4450	5074	3248	8210	4807	10889
PTPRO	128	305	206	397	278	301
EPS8	1627	1673	911	1602	1562	2543
STRAP	800	1353	1479	2040	1550	1103
DERA	791	712	1690	1268	1665	1327
SLC15A5	4169	6447	6657	11088	11677	13232
MGST1	1545	1404	2238	1877	2888	2002
LMO3	1452	4459	4082	4461	4761	2521
RERGL	585	826	1442	861	815	1898
PIK3C2G	5433	6927	11660	3943	15861	3433
PLCZ1	6786	4023	4720	9460	4056	20978
CAPZA3	1154	1801	1813	1982	2073	2290
PLEKHA5	135	165	146	28	115	298
AEBP2	8081	5164	7730	7982	7991	13350
PDE3A	882	1393	934	1076	925	624
SLCO1C1	969	953	1048	1018	1219	1629
SLCO1B3	4699	4643	3523	3405	5097	6525
RP11-545J16.1	857	810	699	1629	1518	1235
SLCO1B7	2994	2533	4230	1869	4046	3293
RP11-125O5.2	2332	3167	2377	3606	5063	4348
SLCO1B1	1022	3035	615	887	2105	587
SLCO1A2	1382	515	1169	913	1602	1437
IAPP	6259	4879	5217	7720	11698	10573
PYROXD1	5246	5504	2871	4763	6479	3117
RECQL	492	510	491	280	384	466
GOLT1B	1591	1323	1119	2277	1777	923
SPX	1255	1036	970	1123	598	1029
GYS2	964	1914	2073	2459	2738	1215
LDHB	863	604	1836	2517	1084	1505
KCNJ8	3618	4594	3470	3829	3854	7323
ABCC9	826	1421	1819	1272	1656	849
CMAS	1595	1425	1108	1750	1346	2476
ST8SIA1	841	475	491	1270	328	619
