#gene	sample7	sample8	sample9
NAT10	1880	2844	3477
ABTB2	16201	8931	12710
CAT	5756	5457	4752
ELF5	3396	5103	3063
EHF	8248	3955	3189
APIP	12073	15680	10196
PDHX	1110	888	1478
CD44	133	107	156
SLC1A2	7	37	55
PAMR1	868	1754	1924
FJX1	464	444	221
TRIM44	122	119	130
LDLRAD3	2291	1285	1869
COMMD9	443	267	100
PRR5L	8032	10319	4969
TRAF6	6420	4050	3611
RAG1	1703	1243	1911
RAG2	1289	2343	3501
C11orf74	3243	2565	3821
LRRC4C	617	2246	2692
API5	1991	3652	2302
TTC17	807	702	446
HSD17B12	1348	1995	2984
ALKBH3	3487	5341	4303
C11orf96	778	1918	1573
ACCSL	6112	2910	2492
ACCS	824	3116	1778
EXT2	1884	3749	1166
ALX4	4500	1302	5242
CD82	1558	1286	2108
TSPAN18	490	1311	878
TP53I11	1614	6628	4703
PRDM11	2285	7098	12728
SYT13	810	1049	1547
CHST1	266	113	116
SLC35C1	2584	2491	2193
CRY2	1105	2642	1780
MAPK8IP1	11244	12658	13782
C11orf94	13180	6225	8961
PEX16	2414	1091	367
LARGE2	1464	1823	3176
PHF21A	8221	4634	2629
CREB3L1	1039	983	592
DGKZ	791	748	1662
MDK	2059	1939	1398
CHRM4	413	867	1489
AMBRA1	2707	2850	3448
HARBI1	1044	603	916
ATG13	916	528	804
ARHGAP1	4	6	1
ZNF408	683	414	1351
F2	931	602	726
CKAP5	2016	1484	779
LRP4	771	2728	729
C11orf49	353	655	647
ARFGAP2	519	1001	478
PACSIN3	1499	984	880
DDB2	2820	7510	2828
ACP2	1696	2548	3253
NR1H3	10514	6545	15964
MADD	2431	6215	2949
MYBPC3	90	123	114
SPI1	370	296	257
SLC39A13	377	758	1176
PSMC3	1890	895	711
RAPSN	6880	3325	3868
CELF1	4264	5448	3588
NDUFS3	5589	2806	3806
PTPMT1	1028	948	2008
KBTBD4	2835	1741	3536
FAM180B	367	600	609
C1QTNF4	2826	2293	2071
MTCH2	2460	3087	8216
AGBL2	3768	6919	7591
FNBP4	2279	4542	2819
NUP160	1809	817	741
PTPRJ	1530	1501	1056
OR4B1	407	191	465
OR4X1	239	870	271
OR4S1	6523	3272	5096
OR4C3	6927	12202	9916
OR4C5	1343	1613	1512
OR4A47	455	1201	495
TRIM49B	1054	1169	3791
TRIM64C	936	2211	2637
FOLH1	54	26	25
OR4C13	1039	925	852
OR4C12	306	318	64
OR4C46	1828	3434	1471
OR4A5	1930	898	1075
TRIM48	369	200	229
OR4A16	846	886	1378
OR4A15	2766	6291	2319
OR4C15	1900	3854	2289
OR4C11	4849	6253	7365
OR4P4	294	285	428
OR4S2	622	673	376
OR4C6	241	228	522
OR5D14	1609	3398	1635
OR5D18	76	57	94
OR5L2	3524	2691	763
OR5D16	3319	6138	3322
TRIM51	5369	4178	3551
OR5W2	7493	5807	10756
OR5I1	2111	1159	1258
OR10AG1	3	4	7
OR5F1	2297	1335	1707
OR5AS1	3692	3954	3196
OR8I2	298	548	470
OR8H2	2472	4104	4128
OR8H3	401	409	1168
OR8J3	4134	5489	2913
OR8K5	2462	2102	2288
OR5J2	204	56	167
OR5T2	465	770	498
OR5T3	1191	1631	1814
OR5T1	510	233	661
OR8H1	439	392	326
OR8K1	1137	1138	1521
OR8J1	2173	2626	3785
OR8U1	5071	1930	4683
OR5M9	62	42	64
OR5M3	959	1289	443
OR5M8	571	232	491
OR5M11	86	85	427
OR5M10	289	188	315
OR5M1	686	752	989
OR5AP2	1275	5639	1120
OR9G1	374	321	175
OR9G4	128	180	115
OR5AK2	191	294	369
LRRC55	606	362	365
APLNR	2037	4751	1970
TNKS1BP1	2258	1890	2668
SSRP1	19285	9083	9130
P2RX3	3834	3982	2178
PRG3	1496	617	2334
PRG2	1226	1323	558
RP11-872D17.8	3419	3571	5825
SLC43A3	13180	7158	11503
RTN4RL2	3060	2095	5660
SLC43A1	1992	818	1767
TIMM10	1250	713	642
SMTNL1	2624	1509	3308
UBE2L6	3792	3881	1353
SERPING1	3267	4965	2822
YPEL4	168	131	192
CLP1	567	892	551
ZDHHC5	2	0	2
MED19	2435	1135	2274
TMX2	4035	4394	2684
TMX2-CTNND1	73	100	168
C11orf31	17	10	16
RP11-691N7.6	528	567	580
BTBD18	6807	3158	5932
CTNND1	1766	1089	3768
OR9Q1	1249	1489	698
OR6Q1	2460	1913	1667
OR9I1	3165	6873	5148
OR9Q2	1386	1127	1254
OR1S2	3536	9816	8000
OR10Q1	3177	3220	2212
OR10W1	438	229	147
OR5B17	2346	4873	4444
OR5B3	8521	6405	8491
OR5B2	1845	6276	3164
OR5B12	1281	2325	1492
OR5B21	728	564	539
LPXN	2	10	8
ZFP91	2195	2474	2284
ZFP91-CNTF	494	425	649
CNTF	2768	1449	2476
GLYAT	337	226	166
GLYATL2	5992	5782	3145
GLYATL1	1253	560	973
GLYATL1P3	5612	3111	4458
FAM111B	683	265	340
FAM111A	1440	854	1857
DTX4	118	31	105
MPEG1	2160	3411	4406
OR5AN1	569	1235	953
OR5A2	4922	2280	6919
OR5A1	1307	1874	1616
OR4D6	259	286	174
OR4D10	3097	2193	1797
OR4D11	2924	2089	4697
OR4D9	7398	5727	3403
OSBP	2191	1745	1119
PATL1	2467	2163	2494
OR10V1	2749	5168	4907
STX3	2098	2453	2258
MRPL16	861	1820	1043
GIF	2749	1648	4845
TCN1	2196	3984	1645
OOSP2	447	527	782
MS4A3	193	536	263
MS4A2	12415	17875	22125
MS4A6A	2078	1655	1195
MS4A4E	5077	5401	5693
MS4A4A	453	499	547
MS4A6E	2860	4361	2511
MS4A7	6966	10313	2773
MS4A14	3265	1669	3174
MS4A5	93	49	20
MS4A1	897	1179	2994
MS4A12	4366	2138	1925
MS4A13	4536	10287	5993
MS4A8	3543	5963	7594
MS4A18	7656	2273	5820
MS4A15	3011	2027	1497
MS4A10	1874	2287	2617
CCDC86	454	819	1346
PTGDR2	1084	188	421
ZP1	3313	2372	2267
PRPF19	968	969	552
TMEM109	1708	1747	3180
TMEM132A	934	1862	3711
SLC15A3	3034	3539	3269
CD6	2091	4998	5125
CD5	1366	563	866
VPS37C	3510	4066	3893
PGA3	8117	4480	5314
PGA4	7300	4910	9048
PGA5	849	759	773
VWCE	660	993	561
DDB1	169	189	53
TKFC	126	90	155
CYB561A3	106	396	273
TMEM138	5327	5940	4118
TMEM216	2910	1733	2234
CPSF7	193	251	266
RP11-286N22.8	925	770	744
SDHAF2	1095	1627	1034
PPP1R32	2620	1391	3414
LRRC10B	681	644	1055
SYT7	908	848	1383
DAGLA	1794	3655	2506
MYRF	1007	636	384
TMEM258	3462	3380	6144
FEN1	2107	1787	3024
FADS2	577	273	753
FADS1	7739	5120	2975
FADS3	7056	4314	7885
RAB3IL1	12257	9481	10594
BEST1	1235	1926	2606
FTH1	2958	2690	3958
INCENP	3165	1461	2256
SCGB1D1	4542	8225	3635
SCGB2A1	1457	837	1633
SCGB1D2	529	958	1419
SCGB2A2	1577	2751	2613
SCGB1D4	364	637	267
ASRGL1	7758	3804	5316
SCGB1A1	4526	4225	4389
AHNAK	547	598	277
EEF1G	2573	3345	2258
RP11-864I4.1	2387	4175	6065
TUT1	476	1410	750
MTA2	718	922	824
EML3	1521	1515	1294
ROM1	2851	2971	4499
B3GAT3	5979	6515	6877
GANAB	3592	4574	4676
INTS5	5847	5402	8086
RP11-831H9.11	298	828	1109
C11orf98	1585	1513	3142
LBHD1	1708	919	742
METTL12	808	787	1088
UQCC3	1224	891	2064
UBXN1	4475	4440	3622
LRRN4CL	2842	588	1004
HNRNPUL2-BSCL2	5090	2744	7864
BSCL2	3047	1967	2482
GNG3	351	686	764
HNRNPUL2	2288	421	1446
TTC9C	1110	1132	1006
ZBTB3	5820	3786	3714
POLR2G	812	1057	1467
TAF6L	432	506	467
TMEM223	827	626	563
TMEM179B	251	393	495
NXF1	2754	20789	10229
STX5	6507	1890	947
RP11-727F15.14	62	93	72
WDR74	1100	2708	4965
SLC3A2	7517	5698	2404
CHRM1	7592	5262	6581
SLC22A6	2122	3345	2102
SLC22A8	717	1502	448
SLC22A24	814	443	667
SLC22A10	10037	10056	6600
SLC22A25	441	460	1101
SLC22A9	4549	2915	4984
HRASLS5	1080	894	831
LGALS12	5833	3415	3995
RARRES3	1557	1498	2211
HRASLS2	3469	7634	2606
PLA2G16	1573	2266	1541
ATL3	712	765	773
RTN3	1665	1086	1529
C11orf95	6016	4347	4988
C11orf84	2368	1486	3755
MARK2	6749	5135	8368
RCOR2	5143	12638	9122
NAA40	185	230	67
COX8A	3444	3209	1528
AP000721.4	50	22	30
OTUB1	7634	8789	3235
MACROD1	2148	3061	1275
FLRT1	4004	6884	2095
STIP1	1741	3228	7322
FERMT3	843	808	1108
TRPT1	3889	2257	3410
NUDT22	190	203	129
DNAJC4	523	721	1398
VEGFB	4311	3275	7946
FKBP2	2668	3332	3988
PPP1R14B	5420	4805	10197
PLCB3	215	277	257
BAD	3785	2856	1725
GPR137	1580	1870	1456
KCNK4	440	322	389
TEX40	266	308	571
ESRRA	3395	2530	2080
TRMT112	2789	2070	2857
PRDX5	1228	2439	1870
CCDC88B	2047	3682	4712
RPS6KA4	3352	1883	3352
SLC22A11	1198	1146	2779
SLC22A12	2240	1635	1100
NRXN2	714	1036	1102
RASGRP2	4258	4145	5672
PYGM	428	837	661
SF1	3580	2603	3175
MAP4K2	5937	3864	3522
MEN1	3905	4037	7664
CDC42BPG	1160	1564	1197
EHD1	2155	2561	1790
ATG2A	1526	3005	2065
PPP2R5B	91	104	47
GPHA2	656	800	1227
MAJIN	430	1372	2593
BATF2	614	307	397
ARL2	8042	18385	8007
ARL2-SNX15	166	367	369
SNX15	3637	4174	3545
SAC3D1	55	53	36
NAALADL1	3959	2571	5478
CDCA5	2035	1645	1535
ZFPL1	2011	2721	719
TMEM262	736	403	395
VPS51	26356	11377	11107
TM7SF2	15804	13066	7110
ZNHIT2	885	773	777
FAU	5189	2885	761
SYVN1	613	219	336
MRPL49	9832	6147	8354
SPDYC	448	215	374
CAPN1	281	158	240
POLA2	773	780	1358
CDC42EP2	637	391	904
DPF2	796	310	897
TIGD3	1041	1161	1612
SLC25A45	2584	2964	4146
FRMD8	68	40	50
AP000769.1	3437	2657	6701
SCYL1	2149	1656	3176
LTBP3	2443	2272	4084
SSSCA1	1519	1347	3191
FAM89B	1103	666	951
EHBP1L1	2102	1490	1353
KCNK7	431	779	858
MAP3K11	1213	943	1079
PCNX3	3089	1597	2165
SIPA1	1694	1172	1696
RELA	1347	1771	2094
KAT5	3255	2128	2664
RNASEH2C	5469	4144	1334
AP5B1	2760	867	2923
OVOL1	1713	998	914
CFL1	910	810	1034
SNX32	1345	793	2415
MUS81	344	494	349
EFEMP2	1380	887	1407
CTSW	1718	2492	3637
FIBP	6899	2516	7509
CCDC85B	2017	2170	2318
FOSL1	515	1295	907
C11orf68	4344	3046	2346
DRAP1	2464	775	2000
TSGA10IP	2637	3235	3520
SART1	6889	8663	8601
EIF1AD	564	932	1312
BANF1	4071	3315	2877
CST6	221	421	312
CATSPER1	235	156	233
GAL3ST3	4167	2229	4461
SF3B2	4421	1158	4575
PACS1	4040	2037	3746
KLC2	1113	1613	658
RAB1B	1799	1062	1019
CNIH2	4064	2704	7470
YIF1A	36	177	120
TMEM151A	674	930	507
CD248	3487	2429	3049
RIN1	4665	3097	5697
BRMS1	2215	2906	6532
B4GAT1	2047	923	1120
SLC29A2	812	763	413
NPAS4	99	251	119
MRPL11	1806	2067	2161
PELI3	4008	2684	2877
DPP3	3018	2518	3066
CTD-3074O7.11	674	449	742
BBS1	305	1153	504
ZDHHC24	2165	1227	1841
ACTN3	7878	5147	5865
CTSF	1974	4564	3088
CCDC87	1845	3948	2243
CCS	5350	4720	4870
RBM14	207	315	536
RBM14-RBM4	248	218	238
RBM4	5392	6622	2791
RBM4B	435	477	400
SPTBN2	1433	1657	1342
C11orf80	1238	1563	2906
RCE1	0	0	0
PC	5771	8852	2875
LRFN4	1985	1510	2685
C11orf86	2397	4416	3960
SYT12	4927	7114	3917
RHOD	287	187	387
KDM2A	1006	1664	1694
GRK2	2034	3022	3501
ANKRD13D	633	1175	1207
SSH3	1432	1557	1380
RAD9A	5281	2472	3495
POLD4	2094	3444	2261
AP003419.11	2581	1510	480
CLCF1	2921	3312	2903
PPP1CA	633	694	439
TBC1D10C	1776	1343	1256
CARNS1	3914	2850	3515
RPS6KB2	8365	12194	12025
CORO1B	1925	1899	1972
PTPRCAP	4108	6660	2852
GPR152	6255	7898	6849
CABP4	3340	2913	3031
TMEM134	1619	1410	2402
AIP	10858	3114	6493
PITPNM1	2205	2574	1385
CDK2AP2	1245	1779	1530
CABP2	791	900	1564
GSTP1	761	453	1031
NDUFV1	1226	1007	1723
NUDT8	16778	12274	12181
TBX10	8370	3375	6217
ACY3	247	451	460
ALDH3B2	453	915	1118
UNC93B1	1520	863	1475
ALDH3B1	3966	6099	7026
NDUFS8	849	911	1960
TCIRG1	1889	1249	913
CHKA	279	490	646
KMT5B	14831	7696	4843
C11orf24	810	703	1017
LRP5	94	214	164
PPP6R3	1283	597	757
GAL	6051	2179	5833
TESMIN	4799	2352	3900
CPT1A	891	559	685
MRPL21	1876	2106	2480
IGHMBP2	1726	6866	1279
MRGPRD	681	949	201
MRGPRF	393	162	158
TPCN2	14017	10608	6351
MYEOV	1436	2841	1111
CCND1	2992	3108	1910
ORAOV1	5274	4277	5545
AP001888.1	1774	785	937
FGF19	465	543	428
FGF4	906	1186	1232
FGF3	9654	4180	7480
ANO1	7218	9911	11096
FADD	5328	5450	6179
PPFIA1	3552	4889	2565
CTTN	5697	2952	3566
SHANK2	1277	1024	1738
DHCR7	2360	1248	6925
NADSYN1	13472	5143	3669
KRTAP5-7	5459	8084	17969
KRTAP5-8	12843	5471	3871
KRTAP5-9	724	564	625
KRTAP5-10	2731	1005	2078
KRTAP5-11	5978	6884	10771
FAM86C1	2830	3125	1946
DEFB108B	1989	1822	546
RP11-849H4.2	8090	4832	3163
CTD-2313N18.7	140	80	157
RNF121	4791	9183	5273
IL18BP	531	851	1107
NUMA1	2618	2169	1397
LRTOMT	1226	1900	643
LAMTOR1	17609	15186	10240
ANAPC15	922	1936	1139
FOLR3	3269	2344	5851
FOLR1	5723	6270	3593
FOLR2	3541	1899	2684
INPPL1	1710	1128	1321
PHOX2A	536	1166	749
CLPB	3531	2197	4442
PDE2A	5248	6547	7389
ARAP1	1621	1079	1887
STARD10	746	700	1189
ATG16L2	85	56	125
FCHSD2	6841	4782	4650
P2RY2	598	720	588
P2RY6	5049	5419	3678
ARHGEF17	0	0	0
RELT	11133	5443	2060
FAM168A	492	316	217
PLEKHB1	1052	1447	1640
RAB6A	1752	2341	1693
MRPL48	465	430	1236
COA4	2071	2060	3962
PAAF1	5523	5421	3343
DNAJB13	3315	2284	2835
UCP2	386	521	302
UCP3	271	665	406
C2CD3	461	570	410
PPME1	1662	2634	1463
P4HA3	2384	3358	2239
PGM2L1	3112	2006	841
KCNE3	495	638	143
LIPT2	1013	1833	2138
POLD3	2827	1102	2042
CHRDL2	3035	4931	1634
RNF169	541	764	1331
XRRA1	1392	1300	417
SPCS2	257	704	208
NEU3	380	1586	788
OR2AT4	1288	1657	1771
SLCO2B1	2809	2092	2938
TPBGL	4507	3434	7998
ARRB1	5668	9622	4154
RPS3	5950	6161	4159
KLHL35	1746	1499	1685
GDPD5	849	1838	1110
SERPINH1	2177	1997	8917
MAP6	9374	7427	13385
MOGAT2	1625	1488	850
DGAT2	7561	10889	5037
UVRAG	338	304	369
WNT11	2407	2036	2171
THAP12	256	1071	728
RP11-111M22.2	229	120	189
EMSY	1025	2869	1503
LRRC32	2543	2034	1175
TSKU	813	434	534
ACER3	20	5	17
B3GNT6	3574	4151	4270
CAPN5	208	478	827
OMP	337	338	502
MYO7A	5845	10963	9176
GDPD4	2442	5279	3074
PAK1	15273	9027	13051
CLNS1A	4600	1058	3660
AQP11	2158	2163	2604
RSF1	2668	2016	2514
AAMDC	788	405	286
INTS4	93	37	117
KCTD14	1818	4494	4817
NDUFC2-KCTD14	3328	3143	1767
THRSP	1315	5472	6179
NDUFC2	8056	5525	6836
ALG8	364	508	446
KCTD21	1768	3899	4110
USP35	1217	587	1245
GAB2	2054	2879	2998
NARS2	2781	453	1770
TENM4	4251	1559	3760
FAM181B	2568	1479	1535
PRCP	4817	8308	10740
DDIAS	1443	1951	1880
RAB30	744	774	1118
PCF11	7079	9084	12690
ANKRD42	184	265	118
CCDC90B	4043	4712	1613
DLG2	1683	1651	4171
TMEM126B	410	1234	1295
TMEM126A	1587	1132	3155
CREBZF	2415	979	2588
CCDC89	6253	5845	4868
SYTL2	1252	3098	2303
CCDC83	950	1317	1130
PICALM	1205	5164	1342
EED	1495	1184	864
HIKESHI	1644	377	494
CCDC81	594	393	270
ME3	3647	9143	5680
PRSS23	2355	2353	11407
FZD4	2976	1164	2173
TMEM135	475	434	842
RAB38	3944	6145	11093
CTSC	3081	857	543
GRM5	365	779	375
TYR	5247	4883	3173
NOX4	1758	1734	1356
TRIM77	662	299	1027
TRIM49	1267	3276	2036
TRIM64B	1073	669	204
TRIM49D1	2393	6287	7359
TRIM49D2	4855	2263	1846
TRIM64	3391	1785	3262
TRIM49C	1314	1143	774
UBTFL1	3848	8866	4365
NAALAD2	3909	4263	4206
CHORDC1	5262	8651	3643
FAT3	2559	1668	921
MTNR1B	3114	3230	1262
SLC36A4	100	71	127
CCDC67	2405	2489	2354
SMCO4	825	1113	307
CEP295	997	1473	570
TAF1D	1590	930	1260
C11orf54	3236	6189	1723
MED17	14300	6510	18033
VSTM5	3010	2925	4557
HEPHL1	79	40	42
PANX1	8441	6443	8643
IZUMO1R	5444	3456	3323
GPR83	4355	7278	7067
MRE11A	2153	1706	1914
ANKRD49	3965	3389	4814
C11orf97	594	478	402
FUT4	225	137	184
PIWIL4	2021	2585	4148
AMOTL1	2437	1454	2925
CWC15	962	507	793
KDM4D	2121	6645	4696
KDM4E	17120	4006	16605
SRSF8	104	273	253
ENDOD1	149	191	79
SESN3	55	35	66
FAM76B	6898	8987	4497
CEP57	190	277	135
MTMR2	1410	837	1040
MAML2	3136	1189	1845
CCDC82	4613	2565	8040
JRKL	1140	947	779
CNTN5	5605	4323	1681
ARHGAP42	869	622	543
TMEM133	131	104	66
PGR	2904	2039	3061
TRPC6	425	384	143
ANGPTL5	1758	2828	1618
CEP126	7769	6380	3470
C11orf70	761	717	543
YAP1	4278	3792	1117
BIRC3	6587	4142	3611
BIRC2	399	647	756
TMEM123	728	970	1187
MMP7	2727	1041	1171
MMP20	4927	12488	10753
MMP27	5373	1976	4803
MMP8	1023	1955	2675
MMP10	751	563	928
MMP1	2013	2111	1378
MMP3	3471	2408	1907
MMP12	94	180	158
MMP13	771	625	424
DCUN1D5	5873	8141	8218
DYNC2H1	1497	1099	1562
PDGFD	903	1889	1404
DDI1	4821	7089	3932
CASP4	6777	2885	6912
CASP5	199	222	182
CASP1	2514	390	3004
CARD16	2113	2654	1987
CARD17	10639	4179	5689
CARD18	3938	8235	1961
GRIA4	3434	2347	1365
MSANTD4	4869	6927	11012
KBTBD3	83	82	78
AASDHPPT	625	896	418
GUCY1A2	1773	1653	2602
CWF19L2	4461	6743	7200
ALKBH8	149	108	225
ELMOD1	1629	2735	1967
SLN	3886	1024	1892
SLC35F2	96	214	201
RAB39A	143	288	291
CUL5	1902	3159	1810
ACAT1	1223	1582	811
NPAT	361	256	407
ATM	4164	5118	7822
C11orf65	81	22	33
KDELC2	7399	13292	8018
EXPH5	2279	1195	1254
DDX10	2121	318	3150
C11orf87	503	682	196
ZC3H12C	8701	9280	4831
RDX	1114	641	722
FDX1	6835	7188	5201
ARHGAP20	3286	1970	4976
C11orf53	349	313	606
COLCA2	58	301	227
POU2AF1	1004	1475	589
BTG4	2948	2263	1978
C11orf88	986	2817	2264
LAYN	2077	2102	904
SIK2	493	373	729
PPP2R1B	2627	4932	5433
ALG9	4717	4049	5112
RP11-108O10.8	565	457	317
FDXACB1	1454	1849	623
C11orf1	2356	6533	1797
CRYAB	28	20	32
HSPB2	7078	8020	3296
HSPB2-C11orf52	1713	2625	1089
C11orf52	2067	3186	4057
DIXDC1	1686	1863	1513
DLAT	1412	2557	1191
PIH1D2	4341	6486	6367
C11orf57	8773	10670	5794
TIMM8B	334	279	350
SDHD	1140	1091	816
AP002884.2	335	385	678
IL18	349	198	411
TEX12	695	1498	1093
BCO2	3552	1009	2451
PTS	856	752	1031
PLET1	6448	9795	10572
NCAM1	1219	3601	2585
TTC12	2246	1285	1512
ANKK1	2493	2526	5127
DRD2	4944	6446	4212
TMPRSS5	1399	3588	3049
ZW10	188	294	616
CLDN25	798	885	336
USP28	120	63	60
HTR3B	1684	3041	1671
HTR3A	2106	1417	1746
ZBTB16	1285	1297	815
NNMT	1261	1028	1322
C11orf71	2268	2527	993
RBM7	2161	2040	2043
RP11-212D19.4	540	312	168
REXO2	3006	2263	1591
NXPE1	786	1894	2238
NXPE4	3838	2392	1911
NXPE2	5955	5693	8345
CADM1	2058	1865	1458
BUD13	1113	1078	1520
ZPR1	1232	1020	963
APOA5	868	2833	3696
APOA4	835	1551	1411
APOC3	892	504	586
APOA1	2117	3272	2676
SIK3	1324	1779	615
PAFAH1B2	14123	19066	22863
SIDT2	10100	6145	6750
TAGLN	604	497	1418
PCSK7	4230	6332	925
RNF214	3367	3591	3763
BACE1	102	120	148
CEP164	2306	1811	1297
DSCAML1	3113	2792	5675
FXYD2	703	2573	1485
FXYD6-FXYD2	7218	10790	11382
FXYD6	196	576	228
TMPRSS13	6434	3032	4028
IL10RA	815	1264	958
TMPRSS4-AS1	739	328	823
AP002962.1	9791	7490	4248
TMPRSS4	1277	472	878
SCN4B	7894	18798	9288
SCN2B	598	487	862
JAML	5057	7782	15036
MPZL3	2017	2456	2147
MPZL2	345	174	266
CD3E	1528	2129	1911
CD3D	1300	6009	4032
CD3G	209	585	708
UBE4A	1570	2546	1261
ATP5L	2483	1300	1077
KMT2A	7646	6670	5972
TTC36	8701	6457	9668
TMEM25	46	56	56
IFT46	2452	1571	3613
ARCN1	1841	2312	839
PHLDB1	1189	2071	4397
TREH	7473	16537	2411
DDX6	1422	1108	1623
CXCR5	1911	1833	2400
BCL9L	1337	858	676
UPK2	7772	9781	4496
FOXR1	3272	8158	5652
CCDC84	2375	2541	1984
RPS25	201	186	227
TRAPPC4	1813	1714	1071
SLC37A4	9723	9072	7781
HYOU1	629	684	151
VPS11	3939	2835	2171
HMBS	9737	7800	7376
H2AFX	566	722	717
DPAGT1	2523	1508	1175
C2CD2L	2	2	2
HINFP	122	189	42
ABCG4	1934	1873	1592
NLRX1	2577	2202	1516
PDZD3	9905	8706	11505
CCDC153	2806	1014	1218
CBL	202	285	256
MCAM	1390	375	531
RNF26	48	39	75
C1QTNF5	4558	5410	5006
MFRP	718	1397	983
USP2	3435	2788	2219
THY1	7126	2292	5097
NECTIN1	3147	5355	9230
TRIM29	1282	590	1044
OAF	1192	918	1875
POU2F3	3756	4419	3789
TMEM136	5715	4740	3380
ARHGEF12	2703	1823	4394
GRIK4	161	131	184
TBCEL	3340	4268	3378
TECTA	1316	4477	2520
SC5D	8243	5191	4221
SORL1	18	8	31
BLID	1196	2656	1608
UBASH3B	50	22	54
CRTAM	721	538	376
C11orf63	4786	4343	9511
BSX	512	480	1121
HSPA8	994	4575	830
CLMP	394	1011	1365
GRAMD1B	2268	2148	2724
SCN3B	2153	3870	3488
ZNF202	976	1465	3016
OR6X1	10319	14327	11122
OR6M1	2563	2299	2594
TMEM225	725	1156	521
OR8D4	5968	9744	4045
OR4D5	268	309	88
OR6T1	1029	1582	948
OR10S1	2952	1623	1808
OR10G6	1766	1507	2094
OR10G4	2520	1512	1442
OR10G9	1218	2859	1569
OR10G8	13349	13857	10975
OR10G7	2436	3893	1584
VWA5A	1181	3150	2263
OR10D3	943	878	1375
OR8G1	793	636	560
OR8G5	2181	2178	3083
OR8D1	141	176	269
OR8B2	2438	2959	3358
OR8B3	3968	5803	6074
OR8B4	384	377	455
OR8B8	3024	5069	2650
OR8B12	1460	815	1248
OR8A1	2508	1534	2609
PANX3	1487	1536	2002
TBRG1	1973	5403	6569
SIAE	4625	3461	4133
SPA17	1269	906	987
NRGN	193	135	248
VSIG2	15481	17025	10134
ESAM	7879	15308	5255
MSANTD2	2741	1261	2645
AP000866.1	2198	5632	4027
ROBO3	775	785	798
ROBO4	3168	4654	5160
HEPACAM	2802	824	966
HEPN1	152	142	95
CCDC15	1633	1038	1360
SLC37A2	1266	1510	1235
TMEM218	2215	1636	4932
PKNOX2	4456	5275	12024
FEZ1	936	739	2060
EI24	2463	1528	4325
STT3A	596	662	2319
CHEK1	5676	4775	6024
ACRV1	3906	7617	8833
PATE1	5958	4377	4353
PATE2	269	434	383
PATE3	3499	5335	3385
PATE4	127	203	226
HYLS1	143	320	147
PUS3	19702	16380	8585
DDX25	153	1207	344
CDON	1815	826	1069
RPUSD4	658	960	659
FAM118B	251	385	130
SRPRA	1212	1464	2445
FOXRED1	928	713	556
TIRAP	2396	2023	2184
DCPS	104	142	216
ST3GAL4	4202	5523	3015
KIRREL3	213	255	103
ETS1	1176	1458	4621
FLI1	5266	2639	3188
KCNJ1	2176	3250	6821
KCNJ5	5432	6692	4232
C11orf45	121	235	57
TP53AIP1	1805	693	2935
ARHGAP32	10779	5677	1011
BARX2	691	1023	1057
TMEM45B	1868	1886	4475
NFRKB	931	5691	4859
PRDM10	984	2452	4148
APLP2	1060	654	515
ST14	347	598	1056
ZBTB44	11880	5114	6575
ADAMTS8	47	94	196
ADAMTS15	955	1820	779
SNX19	10093	4847	7792
NTM	992	459	587
OPCML	6279	1157	9842
SPATA19	1905	1138	1235
IGSF9B	1489	1944	1539
JAM3	919	574	934
NCAPD3	234	441	525
VPS26B	1119	854	1671
THYN1	179	78	286
ACAD8	1890	3088	1706
GLB1L3	2922	2237	5282
GLB1L2	1596	1445	1203
B3GAT1	13259	6102	8085
TUBB8	3701	2769	2322
ZMYND11	1331	2021	910
DIP2C	2179	1805	2521
PRR26	2318	2424	1985
LARP4B	6675	1911	12510
GTPBP4	9336	5544	4674
IDI2	269	812	2015
IDI1	1361	1498	1171
WDR37	800	1241	684
ADARB2	1641	2237	3430
PFKP	798	2260	1364
PITRM1	3308	5873	3974
KLF6	3173	1757	1961
AKR1E2	2404	2120	1081
AKR1C1	81	83	141
AKR1C2	1735	1318	931
AKR1C3	1434	2921	1652
AKR1C4	793	3725	1704
UCN3	2393	4500	2420
TUBAL3	1046	1050	1033
NET1	2260	2921	3081
CALML5	337	219	127
CALML3	5527	4076	3993
ASB13	7172	5856	6490
FAM208B	1592	2476	3750
GDI2	1101	1899	1303
ANKRD16	1968	1569	4412
FBXO18	11385	8738	13398
IL15RA	10799	7973	3626
IL2RA	4984	2799	2794
RBM17	2056	588	1332
PFKFB3	1704	1055	3370
PRKCQ	1623	1537	1582
SFMBT2	11699	12916	7656
ITIH5	352	684	564
ITIH2	2508	4512	1660
KIN	8513	7197	2778
ATP5C1	1250	1526	401
TAF3	5504	4910	6327
GATA3	606	544	291
CELF2	3568	4763	4176
USP6NL	938	814	2008
ECHDC3	1848	2382	1318
PROSER2	264	268	196
UPF2	207	288	241
DHTKD1	5164	8584	6248
SEC61A2	13092	7297	10822
NUDT5	272	487	590
CDC123	1125	1758	933
CAMK1D	6017	7156	11101
CCDC3	4041	11921	4054
OPTN	11871	7127	11344
MCM10	2946	3482	2715
UCMA	5990	10440	12946
PHYH	4	17	19
SEPHS1	7581	4416	3746
BEND7	1458	2424	4860
PRPF18	3809	10269	5871
RP11-295P9.13	3983	1962	2899
FRMD4A	9338	6387	2256
