#gene	sample1	sample2	sample3	sample4	sample5	sample6
SHANK2	1836	752	835	1980	2056	1392
DHCR7	1777	2586	2036	718	3215	1711
NADSYN1	2474	4256	3000	6285	7588	4177
KRTAP5-7	13942	23872	8926	14171	10818	35450
KRTAP5-8	3458	8617	3534	9287	6494	5835
KRTAP5-9	637	580	324	440	700	387
KRTAP5-10	995	1392	925	1498	2007	1964
KRTAP5-11	3349	5251	3502	6149	5099	3642
FAM86C1	3629	1660	2794	2441	3416	2594
DEFB108B	3962	1484	978	1822	2209	2800
RP11-849H4.2	3469	2766	2844	3755	2713	2388
CTD-2313N18.7	138	88	183	164	256	126
RNF121	2530	4478	3013	6215	7605	4816
IL18BP	666	1624	1030	765	346	989
NUMA1	925	1129	1560	2709	894	918
LRTOMT	812	1749	462	1133	2593	2509
LAMTOR1	6800	6179	9972	5108	11119	6768
ANAPC15	1661	788	772	2097	938	1067
FOLR3	2965	3952	2045	4203	5944	5148
FOLR1	3320	2124	2507	2562	4427	5673
FOLR2	1239	2211	1867	2325	2718	1849
INPPL1	1524	1375	1643	801	1845	1451
PHOX2A	446	820	893	1052	301	814
CLPB	2570	1863	1963	3843	3984	2337
PDE2A	5837	3325	4692	8270	2556	6974
ARAP1	1733	1293	1858	1266	1002	1854
STARD10	1555	1142	624	1377	1511	643
ATG16L2	51	44	75	137	132	214
FCHSD2	5357	3055	4030	7977	7718	4464
P2RY2	407	374	151	396	314	193
P2RY6	5944	2587	5397	5586	1650	5628
ARHGEF17	1	0	0	1	1	0
RELT	4073	7267	3974	4489	7507	9205
FAM168A	316	583	207	602	314	520
PLEKHB1	1484	921	1656	537	1201	1698
RAB6A	1325	951	972	971	2811	2900
MRPL48	863	1088	578	821	1153	371
COA4	1624	3419	2116	3753	4741	1338
PAAF1	5843	4412	2026	10657	2795	7266
DNAJB13	3426	3899	1642	6031	4329	4763
UCP2	529	351	819	368	232	642
UCP3	372	245	357	917	578	372
C2CD3	540	462	430	465	696	1420
PPME1	818	1191	2583	914	1305	1594
P4HA3	2756	1800	1749	3948	2488	5938
PGM2L1	1422	998	787	1252	1993	1477
KCNE3	129	178	101	114	198	261
LIPT2	1126	674	922	1233	1989	500
POLD3	2053	950	4153	2121	3898	2943
CHRDL2	2708	2600	2517	2580	3427	1903
RNF169	1108	1334	950	1204	610	816
XRRA1	687	342	769	1196	463	1105
SPCS2	215	413	340	403	403	566
NEU3	676	977	481	1024	569	513
OR2AT4	1539	573	1281	3857	2908	2990
SLCO2B1	1635	1038	1344	1239	1889	2217
TPBGL	4559	4829	5468	11614	4218	7421
ARRB1	4170	8105	5905	9273	7761	5274
RPS3	1112	3046	2610	5458	4451	5035
KLHL35	632	2143	952	1319	1596	1641
GDPD5	2491	2185	3216	1629	3236	1140
SERPINH1	2386	2013	3157	5813	3553	4899
MAP6	5958	3852	5645	8957	6150	19483
MOGAT2	1271	357	705	1799	710	632
DGAT2	8730	9517	6102	5596	14102	8627
UVRAG	145	254	331	483	536	624
WNT11	1522	1357	1712	5411	1627	1375
THAP12	822	905	942	864	950	683
RP11-111M22.2	189	261	359	347	625	245
EMSY	752	1058	1343	4611	1163	2593
LRRC32	1668	1127	689	1143	1554	1178
TSKU	273	281	474	574	935	640
ACER3	12	13	18	4	14	7
B3GNT6	2579	3590	2495	3688	2227	3010
CAPN5	364	281	507	783	622	306
OMP	352	413	302	433	240	310
MYO7A	3820	2320	4669	6544	9363	8940
GDPD4	2224	2822	2458	4618	1799	1533
PAK1	6787	11246	7708	9081	10387	5096
CLNS1A	1578	1278	1616	2576	1448	3460
AQP11	2931	2948	906	2574	1462	2125
RSF1	1373	1779	1213	3880	1061	8217
AAMDC	701	658	414	275	383	967
INTS4	155	109	134	159	114	216
KCTD14	1948	4444	1822	1416	5858	1871
NDUFC2-KCTD14	3631	2541	4300	2778	3213	2594
THRSP	5500	3119	6177	5795	5764	6729
NDUFC2	1587	3689	4858	3401	4312	5060
ALG8	371	403	552	494	823	408
KCTD21	1333	2681	4020	7093	2696	5199
USP35	317	431	1202	1029	1127	850
GAB2	1328	1838	2264	2290	1766	2603
NARS2	1398	1750	2051	986	3574	3858
TENM4	1366	3444	2291	2667	4683	3351
FAM181B	1400	1141	1093	1787	1541	971
PRCP	4944	5299	11292	3553	6659	4053
DDIAS	1374	1735	935	2412	1556	3027
RAB30	344	672	851	938	1120	752
PCF11	9123	8469	8212	9760	5825	7197
ANKRD42	250	159	127	175	132	234
CCDC90B	3232	3148	3182	3956	3719	2928
DLG2	3033	3041	1465	3701	3081	5701
TMEM126B	452	497	963	1813	950	1140
TMEM126A	810	1873	3470	1459	2524	2779
CREBZF	1212	2307	845	993	2321	430
CCDC89	8493	5977	5167	8250	5250	8365
SYTL2	2690	1897	1963	1477	3728	2604
CCDC83	2957	1244	585	1636	1053	2026
PICALM	1212	1093	943	2364	1877	2011
EED	1172	1047	1062	1773	1805	2318
HIKESHI	488	689	873	1092	1144	641
CCDC81	316	504	441	456	456	563
ME3	8680	3274	5884	2527	4794	6051
PRSS23	4742	7263	1429	7431	4109	6533
FZD4	1736	1812	587	2652	1999	2920
TMEM135	236	229	197	493	197	692
RAB38	6260	6158	2733	3007	10298	7901
CTSC	1217	2058	1374	2446	1216	1571
GRM5	411	330	865	198	486	589
TYR	2407	2921	3669	4512	4004	4813
NOX4	2283	1636	1440	2108	1902	2825
TRIM77	484	550	475	755	588	693
TRIM49	1044	1928	2352	2379	1047	2482
TRIM64B	460	273	325	490	508	716
TRIM49D1	5678	1759	1866	5560	6493	1595
TRIM49D2	1689	4811	2542	3687	2844	6576
TRIM64	2404	1717	1844	1613	2492	3001
TRIM49C	693	981	1692	1757	1257	2135
UBTFL1	3849	5645	2785	4881	5148	10634
NAALAD2	2242	2736	2086	3815	4494	3356
CHORDC1	5299	3136	6725	8120	8125	2418
FAT3	1168	967	346	711	1631	1085
MTNR1B	2862	1951	1216	1507	3107	3797
SLC36A4	107	80	46	80	43	193
CCDC67	1209	2286	838	3008	2350	1529
SMCO4	767	778	264	608	423	971
CEP295	509	813	1659	2194	739	290
TAF1D	1204	2244	1659	1238	985	840
C11orf54	5783	3304	2867	3681	2329	4079
MED17	5802	5218	7197	13708	10715	12803
VSTM5	2272	3525	3484	3103	4865	5483
HEPHL1	43	59	55	21	57	57
PANX1	10268	5244	3425	9582	6093	8005
IZUMO1R	3347	3908	2489	2179	4656	4004
GPR83	6574	5552	3800	8049	10261	7572
MRE11A	1298	1742	1703	1827	1055	1137
ANKRD49	3068	2779	1052	4228	4381	4528
C11orf97	398	397	505	569	299	345
FUT4	151	200	101	329	257	350
PIWIL4	2247	1566	2414	4145	3362	3497
AMOTL1	2698	2457	1643	2059	2238	2419
CWC15	360	411	272	588	810	430
KDM4D	2974	2170	3906	4631	2632	4287
KDM4E	16082	10902	7865	22233	12867	13127
SRSF8	196	225	224	254	117	278
ENDOD1	309	162	188	311	452	381
SESN3	69	71	54	50	102	78
FAM76B	6300	5829	4117	7114	7369	3856
CEP57	116	305	161	295	359	113
MTMR2	1860	863	563	1387	1214	783
MAML2	1290	970	1619	1132	2520	947
CCDC82	2129	2337	4102	4541	2903	8454
JRKL	1172	510	1117	385	1409	1517
CNTN5	2156	3705	2335	1828	1564	3380
ARHGAP42	487	164	145	481	498	182
TMEM133	91	46	80	64	56	171
PGR	2278	2398	1697	1971	671	1057
TRPC6	158	407	215	444	336	316
ANGPTL5	1724	1944	1227	2737	3100	2666
CEP126	4889	3540	3017	3992	3582	6063
C11orf70	785	890	890	1078	338	1199
YAP1	2240	3444	3571	3245	6794	9930
BIRC3	3395	6580	5404	4728	6147	5625
BIRC2	423	812	311	702	939	1186
TMEM123	637	371	574	1407	1002	814
MMP7	523	1000	963	751	667	1326
MMP20	4824	3165	6012	17128	6008	4706
MMP27	10712	3050	2286	6560	3453	4511
MMP8	867	1214	1931	1506	1507	3273
MMP10	414	407	880	1059	945	258
MMP1	2925	1346	1097	1525	2549	3162
MMP3	2488	2515	3071	3209	2396	2530
MMP12	85	192	183	225	62	76
MMP13	555	501	602	587	464	795
DCUN1D5	7678	6582	4330	5809	12579	10898
DYNC2H1	701	705	1602	1310	1755	880
PDGFD	837	666	1109	1961	832	1902
DDI1	1353	4183	3230	6747	1864	2797
CASP4	5720	10239	6852	8123	13468	4153
CASP5	145	242	205	230	222	132
CASP1	538	1481	2956	2155	1503	822
CARD16	1496	2562	2035	3399	2370	2382
CARD17	7624	5410	3659	4105	12573	10367
CARD18	2483	3484	2842	5794	3081	3027
GRIA4	1551	1668	1874	3164	1899	2169
MSANTD4	5479	5285	8083	4553	5019	9205
KBTBD3	83	121	115	128	31	120
AASDHPPT	316	361	690	575	546	562
GUCY1A2	602	1507	603	1529	1761	3310
CWF19L2	7555	3985	2137	5256	5807	4173
ALKBH8	181	91	192	170	80	315
ELMOD1	2150	1886	2016	3574	2188	1933
SLN	2512	1330	1929	3205	1522	3664
SLC35F2	221	225	153	413	168	281
RAB39A	152	185	150	415	143	393
CUL5	773	985	1034	1347	808	1542
ACAT1	1311	1496	1139	1370	2225	740
NPAT	175	130	132	506	247	304
ATM	6806	6595	6559	10266	9542	19671
C11orf65	58	43	39	70	65	58
KDELC2	11259	7690	6579	8636	8110	17744
EXPH5	663	1429	756	2190	900	1785
DDX10	1591	870	869	2062	489	2576
C11orf87	483	309	585	378	431	316
ZC3H12C	2654	3594	8673	4395	7552	9496
RDX	393	249	325	1094	611	905
FDX1	4762	7783	9735	4248	8732	8491
ARHGAP20	4627	1574	381	4284	5689	1936
C11orf53	200	314	410	271	189	394
COLCA2	205	257	213	219	280	265
POU2AF1	1412	1699	1275	2356	1353	911
BTG4	2126	1996	1896	2082	3272	3006
C11orf88	2291	840	1646	2284	2486	2052
LAYN	750	587	807	1632	530	1116
SIK2	309	646	448	930	929	356
PPP2R1B	2357	1598	4385	5402	5412	4759
ALG9	4632	5561	5198	10579	9408	8220
RP11-108O10.8	827	605	605	431	565	1087
FDXACB1	1266	1051	791	2090	2336	1288
C11orf1	4307	2547	4048	4959	5207	6848
CRYAB	28	44	21	33	37	53
HSPB2	4185	7906	7700	10126	10825	5453
HSPB2-C11orf52	1208	1123	1028	2478	3213	2981
C11orf52	1415	1752	3501	4900	2579	3494
DIXDC1	1555	850	1398	1295	1857	2775
DLAT	1541	3212	1334	2795	2597	994
PIH1D2	1960	3460	2113	3754	5434	3452
C11orf57	5411	3416	9481	5447	12017	4958
TIMM8B	493	194	656	474	215	366
SDHD	643	729	590	1416	1493	699
AP002884.2	232	608	403	446	464	380
IL18	333	167	215	619	423	309
TEX12	920	751	193	1562	1336	1319
BCO2	2363	3504	3069	3116	2251	2361
PTS	1378	1290	1425	533	1118	3143
PLET1	9415	5174	4106	6282	8934	9127
NCAM1	875	774	2016	3520	2284	2276
TTC12	1803	1482	1971	1041	2025	1358
ANKK1	6524	1445	2758	7993	2583	2259
DRD2	4097	2079	1532	4119	3854	2067
TMPRSS5	2032	1127	2692	3068	1124	1950
ZW10	538	388	296	506	396	528
CLDN25	510	519	292	583	1066	588
USP28	52	44	41	44	30	84
HTR3B	5884	974	2125	3701	5372	2294
HTR3A	847	1105	864	1000	936	823
ZBTB16	1024	792	893	1595	1212	961
NNMT	744	874	684	2016	616	1226
C11orf71	2878	1726	1774	3144	3926	1347
RBM7	810	4362	1267	2210	2227	1463
RP11-212D19.4	596	721	336	578	488	526
REXO2	1302	1310	1717	2689	4652	3649
NXPE1	2729	1709	744	1289	3789	2709
NXPE4	3030	2339	1171	4609	3083	2493
NXPE2	6179	3570	3057	6768	3813	4328
CADM1	1247	3241	1359	2786	1670	3755
BUD13	1157	866	808	1576	1564	998
ZPR1	485	459	580	819	861	390
APOA5	2211	1567	2382	995	1783	2001
APOA4	1357	877	606	608	821	835
APOC3	180	369	240	174	439	467
APOA1	3514	1993	1814	2324	1711	1419
SIK3	1960	1242	1011	1848	776	685
PAFAH1B2	6484	14688	13511	7057	8768	12821
SIDT2	4821	4500	3254	5792	6048	6837
TAGLN	636	814	379	2603	859	2707
PCSK7	3185	1780	3502	4435	3985	4951
RNF214	6167	2197	1518	3103	4599	3919
BACE1	32	131	176	245	109	140
CEP164	2712	3876	2735	3094	4071	5731
DSCAML1	1973	4084	3238	3023	5657	2359
FXYD2	1222	1068	1553	990	373	1415
FXYD6-FXYD2	6909	3175	4162	9811	6749	7826
FXYD6	308	461	191	308	241	163
TMPRSS13	2708	977	3577	5175	3307	3758
IL10RA	897	674	470	444	855	663
TMPRSS4-AS1	814	435	794	895	587	670
AP002962.1	2775	3910	6358	6617	6284	10777
TMPRSS4	1085	382	804	916	984	1061
SCN4B	11872	8099	10697	8384	3955	6692
SCN2B	1363	683	869	890	830	547
JAML	9058	7018	7665	9816	14402	11411
MPZL3	1467	1485	1518	857	4720	1604
MPZL2	251	281	116	153	243	239
CD3E	3135	695	1881	1884	5012	5103
CD3D	5028	3177	4123	3398	5412	2078
CD3G	992	894	798	784	700	1028
UBE4A	396	1945	957	1022	1781	2330
ATP5L	1302	1824	1136	958	641	517
KMT2A	6789	4405	2006	3272	5074	4698
TTC36	3647	4862	3701	9862	5536	6624
TMEM25	78	17	19	40	19	60
IFT46	2278	1858	2147	1652	1840	2568
ARCN1	775	632	549	1656	537	827
PHLDB1	1041	2366	791	2447	3696	1930
TREH	3571	6685	6850	2375	4622	4204
DDX6	477	1097	1135	1516	1668	1280
CXCR5	3166	3369	2111	1718	2238	1959
BCL9L	795	639	596	708	718	388
UPK2	3708	2734	2038	4406	7768	8259
FOXR1	2483	5253	3912	4739	7296	10589
CCDC84	1535	682	1358	1795	1439	2191
RPS25	101	103	210	104	181	147
TRAPPC4	1216	653	1074	606	1166	1314
SLC37A4	4749	7655	8330	10809	10556	7420
HYOU1	789	297	188	587	433	224
VPS11	2860	4909	2905	2900	6951	8358
HMBS	8520	9384	7604	4685	11751	7769
H2AFX	388	558	478	421	868	416
DPAGT1	948	1174	3028	882	1477	2678
C2CD2L	0	0	0	2	1	1
HINFP	272	161	162	499	326	195
ABCG4	1153	1182	1700	1768	1895	1080
NLRX1	1228	999	902	1916	2941	3112
PDZD3	4543	8342	8457	7729	2774	9749
CCDC153	1249	1812	1317	1456	2536	1883
CBL	265	194	68	403	260	445
MCAM	1039	1127	1279	970	787	957
RNF26	31	16	16	41	42	27
C1QTNF5	7431	5839	7600	4070	8001	8241
MFRP	790	960	746	1153	1851	980
USP2	1519	1685	1053	2780	3785	1569
THY1	1975	1656	2766	2916	3173	3185
NECTIN1	4550	8405	5071	4894	6255	8505
TRIM29	1156	550	637	873	773	732
OAF	1407	2156	655	1604	1731	3780
POU2F3	1825	2384	2959	4783	1796	1838
TMEM136	4579	5873	3691	6393	4379	8891
ARHGEF12	1969	940	3521	1732	1849	287
GRIK4	96	143	29	119	130	55
TBCEL	2873	3960	2623	7221	4101	4471
TECTA	1482	706	2224	2108	3032	2196
SC5D	3013	3381	2764	2218	3598	4626
SORL1	2	25	6	12	20	12
BLID	1755	1031	754	692	1404	1480
UBASH3B	18	26	19	29	39	63
CRTAM	523	593	567	904	229	441
C11orf63	2222	3070	5042	4392	5362	5033
BSX	1507	627	700	1049	1918	875
HSPA8	3054	3587	1633	2564	1944	1458
CLMP	636	853	395	873	1161	892
GRAMD1B	2986	1296	1573	2688	2256	1502
SCN3B	2294	3173	1257	2097	5799	5385
ZNF202	1170	997	3209	2164	2923	2063
OR6X1	1467	10771	6379	10671	13027	7161
OR6M1	2471	3876	4558	1755	5770	3421
TMEM225	2289	813	2015	1004	2274	847
OR8D4	3869	5366	2641	6463	4474	6918
OR4D5	161	118	215	273	283	370
OR6T1	1088	605	528	672	1135	1275
OR10S1	3792	4045	2073	1678	2692	4695
OR10G6	1084	1021	1511	1572	932	1478
OR10G4	1481	1290	545	1386	3442	920
OR10G9	914	1393	1247	2321	1866	1568
OR10G8	9853	15543	11429	20703	11104	11665
OR10G7	1152	2829	3301	2507	941	2423
VWA5A	2510	2209	2213	1981	4801	2253
OR10D3	874	1164	1053	1133	2468	703
OR8G1	636	582	366	802	526	1026
OR8G5	1517	1799	1680	1022	3025	1963
OR8D1	92	122	103	208	214	136
OR8B2	2859	1781	2029	2618	2297	2630
OR8B3	1474	8810	6506	8234	3633	4670
OR8B4	472	396	370	905	266	316
OR8B8	2594	1978	2348	901	4674	1388
OR8B12	972	798	974	657	2316	1477
OR8A1	2077	944	1175	645	2101	1087
PANX3	1773	1311	1186	1288	1825	3053
TBRG1	2330	3664	2114	3406	4838	4072
SIAE	2049	1980	5218	2378	5244	3905
SPA17	828	1297	1755	1036	1663	1133
NRGN	260	184	126	278	150	220
VSIG2	8074	14021	10905	15362	8117	18158
ESAM	2117	4771	9514	2392	11775	10665
MSANTD2	2329	1886	1164	1336	2512	2863
AP000866.1	4074	4571	2223	7273	3488	2191
ROBO3	971	662	915	1214	460	574
ROBO4	2714	2513	5142	7235	7942	2615
HEPACAM	1114	1374	1893	4278	1860	3561
HEPN1	102	135	95	80	101	47
CCDC15	1269	1817	1250	1435	1853	1280
SLC37A2	1099	1187	1066	1633	951	1017
TMEM218	2570	1916	2345	2250	1878	1875
PKNOX2	4999	16828	2924	12266	5535	6337
FEZ1	501	1591	535	1234	726	618
EI24	1773	3479	1429	3277	2215	2505
STT3A	655	1511	909	1559	625	2042
CHEK1	3866	2843	3187	1998	1973	2801
ACRV1	3797	4982	6989	6010	2711	6161
PATE1	6267	4821	4248	3642	7786	3900
PATE2	316	123	257	271	179	318
PATE3	1596	2572	2867	3043	3088	8823
PATE4	274	166	335	87	264	306
HYLS1	219	162	80	106	148	123
PUS3	5538	10355	9113	10623	13729	7797
DDX25	504	249	127	268	626	306
CDON	1039	1639	2012	796	1126	1663
RPUSD4	280	448	404	746	579	442
FAM118B	294	194	267	307	255	455
SRPRA	1146	965	993	2263	1604	4284
FOXRED1	529	350	425	654	384	667
TIRAP	2204	2272	1558	2776	2394	1853
DCPS	104	51	136	131	212	222
ST3GAL4	4925	3983	1804	2107	9067	8710
KIRREL3	196	192	214	208	319	176
ETS1	1042	623	932	1450	2364	1601
FLI1	3716	2067	3144	4580	8834	5196
KCNJ1	4062	1477	2263	3347	5907	4559
KCNJ5	3635	3811	3435	4815	4392	4065
C11orf45	116	97	204	112	99	128
TP53AIP1	1577	959	462	1451	1534	2299
ARHGAP32	7514	3663	1986	6229	3501	9419
BARX2	774	590	750	1237	1025	766
TMEM45B	2814	4095	3004	4433	1528	3516
NFRKB	3028	3538	2453	5282	2973	2268
PRDM10	2856	1674	1856	4194	2182	2596
APLP2	1175	484	537	846	984	345
ST14	818	432	914	829	1076	670
ZBTB44	7055	4396	7142	10303	7812	2235
ADAMTS8	101	84	30	162	126	119
ADAMTS15	1285	324	579	668	841	570
SNX19	3647	2851	2904	5878	2696	7104
NTM	228	307	273	325	794	342
OPCML	4022	5954	7248	6207	9857	5311
SPATA19	2307	1383	1865	3583	2438	3558
IGSF9B	1494	849	1733	1406	2165	1892
JAM3	481	729	509	702	377	197
NCAPD3	389	213	297	159	350	292
VPS26B	676	1860	508	413	929	541
THYN1	146	170	132	142	156	367
ACAD8	1574	1342	1398	2129	2052	1669
GLB1L3	2590	2803	1949	4372	3797	4146
GLB1L2	797	547	923	1086	870	893
B3GAT1	1670	6448	2017	6824	5953	6086
TUBB8	2147	843	1859	4461	2721	3237
ZMYND11	1742	1071	1252	1835	602	2134
DIP2C	1897	1252	928	887	910	2024
PRR26	2952	2557	1380	2063	5609	5439
LARP4B	4635	6448	3475	7926	7370	10009
GTPBP4	6202	5362	2206	9820	5280	7593
IDI2	999	519	804	364	992	462
IDI1	594	519	1181	866	695	1410
WDR37	1665	1040	785	1639	973	1161
ADARB2	981	2706	4285	4081	3573	6125
PFKP	2479	4500	3156	2247	4117	4408
PITRM1	3290	3835	4863	4546	5693	6000
KLF6	1035	2721	1258	1705	2154	2755
AKR1E2	858	1355	412	1518	759	1555
AKR1C1	97	75	67	115	106	44
AKR1C2	1917	1967	958	1391	1994	633
AKR1C3	1916	1464	2146	2942	1132	3352
AKR1C4	1118	838	1556	1176	1135	2922
UCN3	3328	2350	3001	2524	3331	2298
TUBAL3	761	477	797	310	769	824
NET1	3507	3060	1289	4487	1630	8065
CALML5	84	127	208	206	269	166
CALML3	6391	4239	1490	8240	4207	2793
ASB13	6672	5119	6218	6470	6550	5870
FAM208B	2773	1275	2318	1102	2681	1670
GDI2	1280	866	478	1019	1076	1493
ANKRD16	2498	2957	1552	3434	2733	2798
FBXO18	9539	6821	9757	4333	9596	7921
IL15RA	6083	8020	2955	4131	4608	4972
IL2RA	2527	3849	3231	1744	3574	4210
RBM17	1175	964	1607	1191	1685	1321
PFKFB3	1263	3781	1448	2638	2011	1532
PRKCQ	1367	1312	1365	1632	1671	1147
SFMBT2	13546	12432	7812	9874	14449	13463
ITIH5	691	586	353	384	507	720
ITIH2	1807	2647	1465	1980	3309	2059
KIN	6031	3039	4869	10412	4346	4312
ATP5C1	502	593	2061	2146	1266	1454
TAF3	5545	2713	2322	7657	6760	6071
GATA3	196	728	218	586	687	636
CELF2	2252	725	1754	2435	3188	1724
USP6NL	668	777	1313	1480	2589	568
ECHDC3	1464	995	969	1083	1941	2152
PROSER2	184	155	276	209	243	81
UPF2	135	174	340	212	143	384
DHTKD1	2291	1462	2836	4454	4260	6716
SEC61A2	6097	8719	13928	11180	10886	3102
NUDT5	365	430	377	327	568	312
CDC123	699	1387	1012	1156	691	1645
CAMK1D	2563	8512	8501	8124	4453	8142
CCDC3	6682	10053	4128	8571	7891	8758
OPTN	7712	3443	3714	10117	12366	7877
MCM10	3552	7964	4667	8539	3629	10025
UCMA	22088	8550	9853	12063	24192	25992
PHYH	10	12	6	18	30	9
SEPHS1	3307	4360	6447	4992	8616	5541
BEND7	2783	2590	3446	4199	4173	1942
PRPF18	5344	3320	3935	11765	5598	4841
RP11-295P9.13	1038	785	1744	5784	6543	2491
FRMD4A	3460	3248	8005	8304	11942	9239
FAM107B	953	2135	1234	1340	2242	2675
CDNF	2174	4952	8012	5898	2746	7739
HSPA14	2502	4630	2770	2356	5655	4994
SUV39H2	1599	946	2196	6855	2698	3724
DCLRE1C	8163	8291	10334	7382	9077	8340
MEIG1	323	470	838	928	563	1183
OLAH	192	196	221	212	100	199
ACBD7	235	479	742	823	824	801
RPP38	975	2254	699	2636	1608	2154
NMT2	963	480	401	1143	959	640
FAM171A1	2007	3474	2385	3899	4946	3020
ITGA8	1064	849	652	514	1118	1626
FAM188A	1454	900	1829	1448	2352	1617
PTER	1131	1249	1003	1443	1008	1612
C1QL3	1391	2703	1239	2394	3401	2913
RSU1	557	155	467	812	454	500
CUBN	3530	1997	1515	1512	1116	2569
TRDMT1	1274	1706	1338	1509	5029	583
VIM	2764	3421	2469	2260	7260	4459
ST8SIA6	2973	4411	2395	2890	5303	5046
HACD1	506	403	859	648	638	434
STAM	1572	1469	2652	3381	3244	3060
TMEM236	650	573	603	890	1513	1303
MRC1	296	345	95	342	118	196
SLC39A12	4309	3794	2283	5548	1710	2680
CACNB2	647	2088	1092	2336	1233	1966
NSUN6	800	719	1034	1234	1693	1565
ARL5B	1215	1604	3067	2077	3998	3171
MALRD1	1501	2232	3330	1562	2865	2778
PLXDC2	577	244	769	1649	906	1119
NEBL	600	684	1170	736	847	1426
C10orf113	5052	903	5677	6925	4034	4313
CASC10	2341	1888	1599	1481	1525	2287
SKIDA1	1129	1321	288	1045	4014	2471
MLLT10	583	1618	1903	3496	1775	1880
DNAJC1	5716	4651	4417	8771	7525	9426
EBLN1	1851	816	990	3536	2503	1714
COMMD3	1416	1993	1347	2038	2461	3485
COMMD3-BMI1	947	1410	1088	902	1873	984
BMI1	1868	5907	6176	5798	5168	3429
SPAG6	15416	7241	6704	11507	9148	10559
PIP4K2A	2297	2045	1271	4537	3800	3277
ARMC3	3379	1671	2102	1400	2501	3505
MSRB2	4434	1901	2973	5892	6697	2268
PTF1A	1459	4104	1722	2613	4759	4867
C10orf67	6228	8806	7502	10412	8319	9110
OTUD1	2326	3294	4248	2525	4521	2536
KIAA1217	782	917	887	1179	997	629
ARHGAP21	5016	2304	4567	5812	4163	3517
PRTFDC1	681	1772	2400	4593	3760	2605
ENKUR	1933	927	974	768	886	2632
THNSL1	2803	2618	1751	1950	2128	1909
GPR158	1274	523	994	1324	2372	1576
MYO3A	918	410	428	817	660	490
GAD2	3011	1124	1858	1958	3667	2060
APBB1IP	915	841	549	1326	1346	1010
PDSS1	1073	1824	1017	1554	986	1071
ABI1	528	515	631	890	703	513
ANKRD26	1825	980	2826	1505	2128	4265
YME1L1	10782	12903	8586	8328	16044	9816
MASTL	852	1838	1499	3599	1161	2331
ACBD5	149	246	178	164	235	246
PTCHD3	1304	1591	3031	2780	2118	1227
RAB18	443	446	806	705	1645	561
MKX	2099	2728	1825	2364	3342	1640
ARMC4	4692	4479	7118	3802	4930	5697
MPP7	5266	3063	3610	2687	5132	2563
WAC	2911	1143	870	2002	1968	2496
BAMBI	1251	1104	1836	3054	547	1088
LYZL1	398	381	276	463	346	196
SVIL	4615	7858	7418	3573	11341	8855
KIAA1462	8268	5072	7196	3899	6300	7972
MTPAP	1506	2175	713	647	2576	1500
MAP3K8	21	34	31	24	54	35
LYZL2	177	233	299	138	153	200
ZNF438	3074	4200	6012	10229	3615	5972
ZEB1	3583	4124	4331	7582	5126	8443
ARHGAP12	1089	1579	1744	2154	917	1841
KIF5B	3709	5437	1763	2043	3462	2475
EPC1	1390	2965	2631	2785	2855	4626
CCDC7	1137	1588	1433	2678	2109	1709
AL356053.1	2011	1246	523	2347	1342	835
ITGB1	2459	2586	2747	2382	4282	1752
NRP1	781	746	490	709	727	1842
PARD3	263	476	311	317	251	516
CUL2	2442	4517	1520	5331	2396	1879
CREM	80	53	110	106	152	109
CCNY	1298	1555	2162	2321	2178	3033
GJD4	4658	2968	3842	1307	5986	2748
FZD8	167	78	123	164	161	163
ANKRD30A	9117	2870	4591	7147	8074	10786
MTRNR2L7	388	679	77	317	500	442
AL135791.1	4733	2859	3243	2652	5326	3819
ZNF248	1461	456	679	871	896	753
ZNF25	761	1688	806	1961	805	551
ZNF33A	616	934	953	1800	433	761
ZNF37A	3216	1362	2389	3625	1291	2433
ZNF33B	23746	7606	27862	19010	13967	16904
BMS1	1885	872	1104	1555	1070	1378
RET	302	416	136	420	328	293
CSGALNACT2	111	79	81	57	97	65
RASGEF1A	61	68	28	40	15	54
FXYD4	1712	665	443	2006	2390	984
HNRNPF	2540	2235	3949	1403	1108	2300
ZNF487	8977	10958	3930	15548	6798	12524
ZNF239	5280	2516	5912	6896	2454	3180
ZNF485	3984	3141	2831	2718	4993	14485
ZNF32	5996	3757	1948	2654	5088	2459
C10orf142	1060	726	1113	920	1415	1085
CXCL12	474	191	425	539	1055	309
TMEM72	1600	2361	2752	1390	2403	765
RASSF4	897	746	644	1934	712	954
C10orf10	4052	2593	2338	4488	6080	1444
ZNF22	7199	5238	5318	6501	6549	8943
OR13A1	1084	1014	1852	1524	2360	1140
ALOX5	419	557	380	977	592	418
MARCH8	323	231	437	351	487	889
ZFAND4	1123	2784	1784	1905	2547	2355
FAM21C	107	102	112	163	162	299
AGAP4	2156	2012	2828	3306	4138	2360
TIMM23	2915	5566	1727	1868	4447	4971
NCOA4	502	184	316	287	298	237
MSMB	105	54	32	96	99	38
ANTXRL	307	293	356	505	591	839
AGAP14P	68	142	75	128	200	248
ANXA8L1	1384	975	414	1269	1084	1124
NPY4R	2206	3238	3710	1952	3730	2821
GPRIN2	1776	1716	3215	2148	5196	2634
SYT15	2081	2522	2629	2639	4518	3661
PTPN20	7377	6840	9500	5853	6071	13930
GDF10	74	175	211	307	243	223
GDF2	3263	5774	1934	2573	4084	2234
RBP3	27	88	133	215	125	237
