#gene	sample4	sample5	sample6
PHLDA2	5011	4996	3042
NAP1L4	346	407	289
CARS	2090	345	418
OSBPL5	2769	1252	1851
MRGPRG	656	1190	760
MRGPRE	2070	3733	2743
ZNF195	266	590	472
ART5	653	1516	888
ART1	2662	2178	3412
CHRNA10	1023	678	1502
NUP98	54	52	88
PGAP2	550	1116	1138
RHOG	8	4	9
STIM1	694	817	829
RRM1	9855	5465	9922
TRIM21	796	944	656
OR52K2	2006	1207	1881
OR52K1	795	1164	1161
OR52M1	326	577	537
C11orf40	15648	10517	13720
OR52I2	2610	6333	2798
OR52I1	827	433	732
TRIM68	6887	1070	4303
OR51D1	8059	9609	5455
OR51E1	497	629	439
OR51E2	1125	527	800
MMP26	2859	1385	1287
OR51F2	1609	2869	1432
OR51S1	811	393	673
OR51H1	878	819	1180
OR51T1	719	1067	416
OR51A7	3955	6344	5136
OR51G2	325	813	930
OR51A4	831	1702	2115
OR51A2	6283	7249	7694
OR51L1	194	117	214
OR52J3	260	281	172
OR52E2	866	1587	660
OR52A5	5504	11166	8699
OR52A1	5178	6590	3155
OR51V1	1557	601	1003
HBB	1015	1000	438
HBD	250	473	207
HBG1	622	263	806
HBG2	2738	1492	2092
AC104389.2	1641	3351	2758
AC104389.1	211	265	281
HBE1	139	213	107
OR51B4	136	402	353
OR51B5	3422	2849	2437
OR51B6	1645	1264	2725
OR51M1	3795	1461	1954
OR51J1	4428	3016	10313
OR51Q1	375	441	664
OR51I1	2081	3359	975
OR51I2	2426	4779	3516
OR52D1	660	255	237
UBQLN3	914	788	1807
UBQLNL	337	216	271
OR52H1	828	448	682
OR52B6	3387	5701	4544
TRIM6	2419	1177	1950
TRIM6-TRIM34	6387	11614	6972
TRIM34	3157	2746	6564
TRIM5	86	186	218
TRIM22	1156	1059	1062
OR56B1	1090	1945	6070
OR52N4	8432	3930	11290
OR52N5	6463	6544	4441
OR52N1	1087	749	671
OR52N2	5269	3067	4308
OR52E6	614	798	902
OR52E8	4698	9908	7084
OR52E4	3099	2746	2230
OR52E5	3787	4982	5714
OR56A3	8806	4488	5422
OR56A5	4663	2384	4959
OR52L1	3538	2539	2272
OR56A4	1927	706	1140
OR56A1	248	376	194
OR56B4	2365	869	976
OR52B2	30	39	97
OR52W1	900	877	1068
C11orf42	2048	908	1358
FAM160A2	1614	1323	807
CNGA4	309	312	428
CCKBR	3280	1330	3139
PRKCDBP	3264	1933	1278
SMPD1	2535	2100	1472
APBB1	2476	1720	1221
HPX	5870	4424	10519
TRIM3	7535	4841	11947
ARFIP2	678	1175	740
TIMM10B	6344	3069	6666
DNHD1	662	750	454
RRP8	14873	7191	8894
ILK	4412	5473	3612
TAF10	308	225	138
TPP1	1493	524	1052
DCHS1	1334	731	1999
MRPL17	365	424	286
OR2AG2	1295	1229	1604
OR2AG1	47	76	18
OR6A2	4676	3542	5187
OR10A5	2569	2858	4558
OR10A2	982	1865	2113
OR10A4	897	473	518
OR2D2	1810	2717	912
OR2D3	3315	3893	2796
ZNF215	1190	1057	1300
ZNF214	4010	3146	4085
NLRP14	4119	5557	8595
RBMXL2	527	1706	1256
SYT9	353	894	301
OLFML1	4865	3059	2772
PPFIBP2	2474	3525	3207
CYB5R2	2155	2877	1374
OVCH2	2515	2394	1263
OR5P2	3628	6036	3844
OR5P3	3294	1592	1192
OR10A3	1563	662	1089
NLRP10	3996	2230	3286
EIF3F	321	298	178
TUB	8650	10474	11019
RIC3	8359	7189	3434
LMO1	475	573	463
STK33	1287	985	1956
TRIM66	298	83	121
RPL27A	167	379	253
ST5	3484	4029	1947
AKIP1	2289	1328	2384
C11orf16	2423	1772	2603
ASCL3	702	661	553
TMEM9B	1758	927	1027
NRIP3	706	992	1684
SCUBE2	1713	1345	3298
DENND5A	85	211	116
TMEM41B	209	144	604
IPO7	344	388	345
ZNF143	3319	4137	9007
WEE1	3865	3143	1849
SWAP70	4055	5762	4736
SBF2	1340	1064	530
ADM	506	170	346
AMPD3	1647	1904	1801
MTRNR2L8	1651	897	975
RNF141	3170	11787	12468
LYVE1	1710	2206	3214
MRVI1	21873	19801	12939
CTR9	151	483	408
EIF4G2	409	866	345
ZBED5	2117	2438	1954
GALNT18	4667	1673	5909
CSNK2A3	536	504	509
USP47	12481	4448	3294
DKK3	258	202	113
MICAL2	1072	729	1330
MICALCL	757	1599	1041
PARVA	2742	5454	4352
TEAD1	3326	4731	2345
RASSF10	500	565	359
ARNTL	4108	4810	8320
BTBD10	368	1047	681
PTH	1372	2820	1862
FAR1	10201	8534	17951
SPON1	512	488	1095
RRAS2	272	60	284
COPB1	1554	1546	3078
RP11-140L24.4	1529	1575	576
PSMA1	23	46	74
PDE3B	65	279	248
CYP2R1	537	867	1109
CALCB	3775	900	3834
CALCA	60	94	116
INSC	784	1171	690
SOX6	2520	3923	5775
C11orf58	2304	2996	4229
PLEKHA7	2194	1383	913
RPS13	3940	3792	8439
PIK3C2A	589	987	846
NUCB2	1825	1436	1128
NCR3LG1	4544	2865	3408
KCNJ11	5789	6623	11250
ABCC8	2014	1259	1067
USH1C	800	1570	1940
OTOG	161	367	279
MYOD1	452	569	371
KCNC1	11722	7488	6177
SERGEF	3178	1980	1888
TPH1	2580	1498	3235
SAAL1	4552	4171	8120
MRGPRX3	4074	5259	3934
MRGPRX4	320	572	274
SAA4	913	682	828
SAA2-SAA4	3658	4525	4280
SAA2	1854	1037	1036
SAA1	4039	7548	3997
HPS5	1475	4501	1652
GTF2H1	449	1195	587
LDHA	8486	17062	6963
LDHC	7916	6668	7651
LDHAL6A	5400	6394	17032
TSG101	4299	3685	4004
UEVLD	214	186	140
SPTY2D1-AS1	58	49	8
SPTY2D1	1397	5760	5591
TMEM86A	470	646	759
IGSF22	592	1233	2570
PTPN5	3752	3127	1707
MRGPRX1	6817	10405	7048
MRGPRX2	5309	6341	5421
ZDHHC13	1163	1469	998
CSRP3	160	105	117
E2F8	1015	513	1292
NAV2	3094	4240	2882
DBX1	132	156	145
HTATIP2	3205	3874	5758
PRMT3	1196	896	874
SLC6A5	1920	1856	1551
NELL1	260	215	348
ANO5	3387	3565	3694
SLC17A6	127	290	149
FANCF	991	704	659
GAS2	6389	4461	9808
SVIP	784	2159	2437
CCDC179	458	649	376
LUZP2	1333	798	789
ANO3	3209	7462	3552
MUC15	547	507	619
SLC5A12	157	217	443
FIBIN	6620	5556	9025
BBOX1	3683	5998	4277
CCDC34	4221	6652	7204
LGR4	1902	1671	963
LIN7C	3447	3374	2241
BDNF	2067	1112	2012
KIF18A	2451	4652	2372
METTL15	18838	8025	10966
KCNA4	2115	849	4686
FSHB	725	870	241
ARL14EP	624	1535	773
MPPED2	514	867	570
DCDC1	4591	1639	1625
DNAJC24	6226	8167	16193
IMMP1L	7506	4325	5867
ELP4	188	355	710
PAX6	599	780	457
RCN1	3110	2638	1951
WT1	27	31	18
EIF3M	50	115	114
CCDC73	616	1485	1830
PRRG4	1476	1479	578
QSER1	3939	4685	10028
DEPDC7	3178	2448	3897
TCP11L1	8575	3605	8209
AC131263.1	2401	2173	2327
CSTF3	1053	2728	2426
HIPK3	3257	1579	3540
KIAA1549L	3531	4092	5520
C11orf91	7364	6281	2599
CD59	218	197	207
FBXO3	2977	1880	4371
LMO2	11613	7225	6679
CAPRIN1	4496	5986	4751
NAT10	1327	1523	2114
ABTB2	7078	13688	13294
CAT	5345	6550	4869
ELF5	4281	3640	4470
EHF	4111	5822	5661
APIP	14317	20020	11385
PDHX	2554	2748	1917
CD44	61	157	159
SLC1A2	26	49	37
PAMR1	1725	1350	2405
FJX1	462	514	250
TRIM44	64	53	53
LDLRAD3	1502	1304	3619
COMMD9	291	290	293
PRR5L	10531	5891	9028
TRAF6	11436	9850	6386
RAG1	2381	1156	1845
RAG2	2542	1812	5406
C11orf74	5669	2908	5354
LRRC4C	3308	2343	3180
API5	1040	1869	4347
TTC17	814	761	844
HSD17B12	1796	905	1506
ALKBH3	4158	3768	2361
C11orf96	2864	1877	2312
ACCSL	5257	5041	3816
ACCS	1661	827	1605
EXT2	5811	2504	2473
ALX4	3355	2729	4230
CD82	1714	816	1397
TSPAN18	1002	823	946
TP53I11	4146	4850	2660
PRDM11	3206	8021	6520
SYT13	3762	1012	2134
CHST1	178	133	157
SLC35C1	2291	3138	4163
CRY2	1321	1653	3609
MAPK8IP1	15198	13816	14316
C11orf94	7045	7373	7244
PEX16	1655	1028	1518
LARGE2	2548	2454	2524
PHF21A	4857	3196	6681
CREB3L1	998	510	726
DGKZ	1363	1072	1493
MDK	1712	1027	1468
CHRM4	983	1128	1336
AMBRA1	1854	5649	984
HARBI1	1103	516	745
ATG13	935	1041	696
ARHGAP1	10	3	12
ZNF408	1148	1182	897
F2	496	577	611
CKAP5	1482	1669	1466
LRP4	1102	1713	1383
C11orf49	775	701	650
ARFGAP2	691	572	981
PACSIN3	2701	1973	2373
DDB2	4892	7336	1628
ACP2	861	5236	3392
NR1H3	16089	6845	11488
MADD	1960	6996	2875
MYBPC3	74	60	76
SPI1	343	396	72
SLC39A13	1081	666	538
PSMC3	2476	1819	831
RAPSN	8116	7585	5327
CELF1	7903	6580	6318
NDUFS3	3611	4663	4973
PTPMT1	542	784	637
KBTBD4	3194	2394	1856
FAM180B	773	298	556
C1QTNF4	2151	2888	3791
MTCH2	4271	4645	5759
AGBL2	3992	5962	2706
FNBP4	2741	1250	1664
NUP160	3149	1659	1073
PTPRJ	1336	1909	853
OR4B1	438	432	466
OR4X1	787	513	581
OR4S1	5970	5178	8481
OR4C3	5860	6666	5151
OR4C5	1429	1650	820
OR4A47	912	399	875
TRIM49B	1507	2703	1293
TRIM64C	2842	1192	1743
FOLH1	75	49	89
OR4C13	1253	625	987
OR4C12	171	187	231
OR4C46	4146	1559	2952
OR4A5	959	447	1035
TRIM48	273	558	250
OR4A16	1190	526	914
OR4A15	5764	4685	3098
OR4C15	3518	2046	1293
OR4C11	9766	4463	9971
OR4P4	317	219	157
OR4S2	430	619	585
OR4C6	347	236	339
OR5D14	2058	3265	2817
OR5D18	59	79	81
OR5L2	3487	3451	2381
OR5D16	4112	5019	5039
TRIM51	1887	2050	1885
OR5W2	8791	9832	5943
OR5I1	2531	2386	1993
OR10AG1	3	2	8
OR5F1	1860	2020	2156
OR5AS1	1889	2920	1839
OR8I2	108	504	523
OR8H2	2352	3811	5850
OR8H3	297	307	718
OR8J3	7973	5210	3958
OR8K5	2734	1933	2479
OR5J2	51	191	144
OR5T2	587	1220	1473
OR5T3	1128	1009	1246
OR5T1	394	196	396
OR8H1	458	560	237
OR8K1	1285	1144	600
OR8J1	4977	2296	3620
OR8U1	2980	2824	4283
OR5M9	47	48	90
OR5M3	282	496	1024
OR5M8	421	1319	733
OR5M11	277	294	308
OR5M10	676	515	255
OR5M1	505	437	695
OR5AP2	2459	1932	3113
OR9G1	605	302	464
OR9G4	233	28	199
OR5AK2	221	335	355
LRRC55	838	1940	665
APLNR	3593	4595	3247
TNKS1BP1	1797	2332	1490
SSRP1	7603	9063	17728
P2RX3	7161	10786	5863
PRG3	989	1552	2908
PRG2	1706	1183	1297
RP11-872D17.8	2582	2908	3176
SLC43A3	17684	4305	14288
RTN4RL2	1511	4709	3535
SLC43A1	1851	1289	965
TIMM10	892	897	1727
SMTNL1	1264	1217	1735
UBE2L6	4121	3374	3299
SERPING1	4521	2075	2250
YPEL4	169	111	327
CLP1	850	375	592
ZDHHC5	2	0	2
MED19	2903	3448	3461
TMX2	3239	5051	4128
TMX2-CTNND1	63	166	187
C11orf31	10	5	7
RP11-691N7.6	899	600	428
BTBD18	8257	5456	5380
CTNND1	2937	2431	1565
OR9Q1	1601	803	2935
OR6Q1	2590	2364	2305
OR9I1	4888	6480	5172
OR9Q2	1017	560	1361
OR1S2	6310	8173	8185
OR10Q1	3413	2910	2997
OR10W1	229	183	381
OR5B17	4457	1060	5559
OR5B3	6672	7973	12625
OR5B2	3506	4935	2693
OR5B12	1326	1975	1967
OR5B21	605	367	802
LPXN	15	16	16
ZFP91	2204	1892	1479
ZFP91-CNTF	487	1040	487
CNTF	2014	1441	1008
GLYAT	192	402	181
GLYATL2	9216	3648	4960
GLYATL1	807	735	876
GLYATL1P3	5060	4385	6210
FAM111B	661	449	836
FAM111A	935	308	970
DTX4	42	131	109
MPEG1	2282	4174	5264
OR5AN1	1161	719	436
OR5A2	3720	5108	2542
OR5A1	1078	931	827
OR4D6	234	280	382
OR4D10	3623	767	2036
OR4D11	4763	6826	6670
OR4D9	5732	6091	5038
OSBP	1682	2503	2112
PATL1	3304	2981	3800
OR10V1	4522	3140	6197
STX3	1308	2750	1096
MRPL16	1564	954	1211
GIF	2294	3814	4272
TCN1	4618	2541	2233
OOSP2	206	269	541
MS4A3	280	375	503
MS4A2	14749	15622	20022
MS4A6A	1342	904	1205
MS4A4E	5480	3385	5077
MS4A4A	585	1130	303
MS4A6E	3245	4637	3358
MS4A7	5321	8512	8232
MS4A14	2427	1911	2574
MS4A5	59	32	34
MS4A1	939	998	803
MS4A12	2089	2453	1609
MS4A13	2506	9797	6015
MS4A8	2883	2548	9403
MS4A18	5776	4247	2788
MS4A15	4197	1790	4191
MS4A10	3506	3694	2208
CCDC86	413	467	2050
PTGDR2	857	473	297
ZP1	1671	1412	4401
PRPF19	1117	474	453
TMEM109	2829	2491	2884
TMEM132A	1430	1163	2177
SLC15A3	2439	1389	2127
CD6	2734	5421	4161
CD5	1749	776	805
VPS37C	4896	5283	7836
PGA3	4731	2236	3776
PGA4	4159	2882	6088
PGA5	737	1342	772
VWCE	346	499	615
DDB1	662	165	203
TKFC	146	149	145
CYB561A3	189	205	523
TMEM138	1870	5757	5437
TMEM216	1279	2181	2313
CPSF7	298	121	191
RP11-286N22.8	999	836	1114
SDHAF2	507	1533	1225
PPP1R32	1580	3372	2162
LRRC10B	2547	1236	852
SYT7	484	760	219
DAGLA	6181	2459	4942
MYRF	516	497	344
TMEM258	2438	4258	2058
FEN1	2539	2886	6069
FADS2	618	639	639
FADS1	4370	4995	5358
FADS3	5298	3079	3423
RAB3IL1	11235	13635	13492
BEST1	1433	1229	2736
FTH1	4071	4860	2481
INCENP	3012	3067	3919
SCGB1D1	5772	6914	8034
SCGB2A1	1155	4106	941
SCGB1D2	400	424	450
SCGB2A2	1285	1413	1558
SCGB1D4	296	627	680
ASRGL1	4095	8183	5663
SCGB1A1	3929	5085	5984
AHNAK	666	869	558
EEF1G	793	1634	1920
RP11-864I4.1	4359	6952	4524
TUT1	1106	816	1935
MTA2	652	1610	935
EML3	668	883	815
ROM1	5002	5838	4889
B3GAT3	3074	6064	6910
GANAB	2228	2128	3326
INTS5	4729	3020	3699
RP11-831H9.11	1693	1192	2161
C11orf98	1835	2629	3980
LBHD1	1075	1302	2024
METTL12	757	1278	1621
UQCC3	1088	2159	1008
UBXN1	5350	3753	1727
LRRN4CL	2720	4436	3083
HNRNPUL2-BSCL2	4675	5107	2571
BSCL2	1110	1528	1885
GNG3	895	544	486
HNRNPUL2	1522	1733	1825
TTC9C	1221	806	817
ZBTB3	2069	4420	2850
POLR2G	1077	1044	1652
TAF6L	368	707	153
TMEM223	507	203	824
TMEM179B	369	296	151
NXF1	10776	8920	9243
STX5	1029	1154	2234
RP11-727F15.14	94	102	66
WDR74	1130	2927	4440
SLC3A2	3887	5564	5642
CHRM1	8795	5940	13637
SLC22A6	1792	4529	1868
SLC22A8	686	1129	778
SLC22A24	221	551	523
SLC22A10	7645	4064	3747
SLC22A25	1235	634	992
SLC22A9	4705	3150	5319
HRASLS5	2286	596	1229
LGALS12	7365	6417	11584
RARRES3	822	1514	820
HRASLS2	5009	3153	1757
PLA2G16	950	1932	2750
ATL3	837	1188	484
RTN3	1264	1433	2031
C11orf95	5914	3383	4118
C11orf84	2564	1919	3192
MARK2	6617	3162	4805
RCOR2	10603	9256	7927
NAA40	135	225	92
COX8A	1345	2329	1935
AP000721.4	27	10	26
OTUB1	10270	8611	10453
MACROD1	3297	1973	5712
FLRT1	3901	4224	3290
STIP1	3768	6639	6229
FERMT3	742	1074	1483
TRPT1	979	630	1115
NUDT22	312	196	317
DNAJC4	949	1222	1047
VEGFB	5722	3508	4009
FKBP2	1805	4021	2745
PPP1R14B	3755	6583	5546
PLCB3	202	173	269
BAD	839	2687	4060
GPR137	1269	1591	1051
KCNK4	616	270	500
TEX40	521	342	635
ESRRA	2977	1861	1935
TRMT112	2506	4161	2217
PRDX5	1884	2100	1974
CCDC88B	3187	1989	3065
RPS6KA4	6970	4806	5162
SLC22A11	5027	1616	2000
SLC22A12	2451	4846	2135
NRXN2	696	804	1186
RASGRP2	3479	8708	5197
PYGM	779	563	559
SF1	2915	4934	2864
MAP4K2	11006	5073	3376
MEN1	4467	5555	3038
CDC42BPG	506	1503	1277
EHD1	5161	562	1374
ATG2A	2423	2145	1323
PPP2R5B	43	34	40
GPHA2	376	591	1281
MAJIN	1473	1543	2758
BATF2	431	405	656
ARL2	10613	6108	15646
ARL2-SNX15	228	316	504
SNX15	3897	5106	5691
SAC3D1	105	58	71
NAALADL1	3997	4130	5169
CDCA5	2216	1409	1507
ZFPL1	1100	993	754
TMEM262	558	593	327
VPS51	19532	21995	3535
TM7SF2	3776	10178	12631
ZNHIT2	733	628	667
FAU	3407	3732	3963
SYVN1	235	353	596
MRPL49	9893	7297	6445
SPDYC	400	276	212
CAPN1	385	384	350
POLA2	415	584	447
CDC42EP2	439	625	566
DPF2	526	958	489
TIGD3	1358	1861	1279
SLC25A45	4577	3130	2924
FRMD8	42	124	71
AP000769.1	6426	6373	5566
SCYL1	1551	1937	1585
LTBP3	2919	1174	2980
SSSCA1	2710	1492	1404
FAM89B	1037	855	1731
EHBP1L1	972	1591	624
KCNK7	436	538	380
MAP3K11	934	2548	1460
PCNX3	1822	8436	4320
SIPA1	1198	791	887
RELA	1536	1181	1314
KAT5	1171	1877	1552
RNASEH2C	2789	3301	3163
AP5B1	3144	2295	1947
OVOL1	1562	1419	1502
CFL1	1621	1127	805
SNX32	1371	1294	2330
MUS81	366	610	382
EFEMP2	1612	2178	1069
CTSW	1473	1201	452
FIBP	4928	4339	2735
CCDC85B	1736	4132	2344
FOSL1	672	1003	639
C11orf68	1569	4137	4375
DRAP1	1239	3862	1268
TSGA10IP	3433	5153	2417
SART1	11656	9052	5217
EIF1AD	2258	598	592
BANF1	2501	2719	3674
CST6	191	401	265
CATSPER1	204	136	306
GAL3ST3	1232	6577	4710
SF3B2	2767	2554	3253
PACS1	2153	3940	2375
KLC2	1013	2667	1216
RAB1B	820	630	1468
CNIH2	7291	13433	11093
YIF1A	179	77	119
TMEM151A	1253	454	591
CD248	2131	3160	5901
RIN1	8287	6926	7680
BRMS1	3726	5549	4937
B4GAT1	991	1736	1394
SLC29A2	748	669	1514
NPAS4	195	93	282
MRPL11	2341	2052	2027
PELI3	4757	2657	3692
DPP3	2251	4979	4712
CTD-3074O7.11	443	782	417
BBS1	945	509	497
ZDHHC24	1090	1715	1798
ACTN3	6197	6389	2688
CTSF	2472	3163	1749
CCDC87	1994	3633	2291
CCS	8473	3204	3476
RBM14	259	443	194
RBM14-RBM4	275	380	270
RBM4	5337	4004	2975
RBM4B	572	284	267
SPTBN2	1222	1773	1294
C11orf80	1408	1872	1339
RCE1	0	0	0
PC	7116	4994	2181
LRFN4	1679	1769	2241
C11orf86	1887	2380	3691
SYT12	4095	3933	7662
RHOD	261	580	365
KDM2A	2537	2597	1468
GRK2	3018	4577	3578
ANKRD13D	1225	1141	872
SSH3	885	1063	661
RAD9A	1857	774	4059
POLD4	2559	3015	2466
AP003419.11	3491	1024	2686
CLCF1	1262	1865	1444
PPP1CA	488	569	415
TBC1D10C	1041	2032	2466
CARNS1	4418	4729	2340
RPS6KB2	7191	4856	7246
CORO1B	2483	1383	1208
PTPRCAP	706	7327	5491
GPR152	3867	2803	3346
CABP4	2449	1301	1172
TMEM134	1820	1187	2071
AIP	6481	5383	11725
PITPNM1	1046	1755	1548
CDK2AP2	1323	2409	1371
CABP2	1016	1693	946
GSTP1	966	434	990
NDUFV1	1970	712	2009
NUDT8	6371	20578	9844
TBX10	6403	4635	4643
ACY3	220	238	168
ALDH3B2	508	721	543
UNC93B1	1580	840	1022
ALDH3B1	4279	6541	2132
NDUFS8	1632	923	1288
TCIRG1	1743	2159	1205
CHKA	462	459	356
KMT5B	6015	12136	7266
C11orf24	792	852	527
LRP5	106	123	51
PPP6R3	1368	868	1917
GAL	3124	3962	2922
TESMIN	990	2059	3040
CPT1A	806	1643	654
MRPL21	901	1613	1302
IGHMBP2	5023	5197	5714
MRGPRD	434	346	476
MRGPRF	245	323	159
TPCN2	6406	16118	6019
MYEOV	4901	946	1440
CCND1	2226	2929	6455
ORAOV1	3457	7017	6027
AP001888.1	1233	772	822
FGF19	286	332	758
FGF4	2720	2170	944
FGF3	6113	4691	3472
ANO1	6378	4239	4767
FADD	5216	10267	1836
PPFIA1	2451	1716	3615
CTTN	2617	2819	4897
SHANK2	1980	2056	1392
DHCR7	718	3215	1711
NADSYN1	6285	7588	4177
KRTAP5-7	14171	10818	35450
KRTAP5-8	9287	6494	5835
KRTAP5-9	440	700	387
KRTAP5-10	1498	2007	1964
KRTAP5-11	6149	5099	3642
FAM86C1	2441	3416	2594
DEFB108B	1822	2209	2800
RP11-849H4.2	3755	2713	2388
CTD-2313N18.7	164	256	126
RNF121	6215	7605	4816
IL18BP	765	346	989
NUMA1	2709	894	918
LRTOMT	1133	2593	2509
LAMTOR1	5108	11119	6768
ANAPC15	2097	938	1067
FOLR3	4203	5944	5148
FOLR1	2562	4427	5673
FOLR2	2325	2718	1849
INPPL1	801	1845	1451
PHOX2A	1052	301	814
CLPB	3843	3984	2337
PDE2A	8270	2556	6974
ARAP1	1266	1002	1854
STARD10	1377	1511	643
ATG16L2	137	132	214
FCHSD2	7977	7718	4464
P2RY2	396	314	193
P2RY6	5586	1650	5628
ARHGEF17	1	1	0
RELT	4489	7507	9205
FAM168A	602	314	520
PLEKHB1	537	1201	1698
RAB6A	971	2811	2900
MRPL48	821	1153	371
COA4	3753	4741	1338
PAAF1	10657	2795	7266
DNAJB13	6031	4329	4763
UCP2	368	232	642
UCP3	917	578	372
C2CD3	465	696	1420
PPME1	914	1305	1594
P4HA3	3948	2488	5938
PGM2L1	1252	1993	1477
KCNE3	114	198	261
LIPT2	1233	1989	500
POLD3	2121	3898	2943
CHRDL2	2580	3427	1903
RNF169	1204	610	816
XRRA1	1196	463	1105
SPCS2	403	403	566
NEU3	1024	569	513
OR2AT4	3857	2908	2990
SLCO2B1	1239	1889	2217
TPBGL	11614	4218	7421
ARRB1	9273	7761	5274
RPS3	5458	4451	5035
KLHL35	1319	1596	1641
GDPD5	1629	3236	1140
SERPINH1	5813	3553	4899
MAP6	8957	6150	19483
MOGAT2	1799	710	632
DGAT2	5596	14102	8627
UVRAG	483	536	624
WNT11	5411	1627	1375
THAP12	864	950	683
RP11-111M22.2	347	625	245
EMSY	4611	1163	2593
LRRC32	1143	1554	1178
TSKU	574	935	640
ACER3	4	14	7
B3GNT6	3688	2227	3010
CAPN5	783	622	306
OMP	433	240	310
MYO7A	6544	9363	8940
GDPD4	4618	1799	1533
PAK1	9081	10387	5096
CLNS1A	2576	1448	3460
AQP11	2574	1462	2125
RSF1	3880	1061	8217
AAMDC	275	383	967
INTS4	159	114	216
KCTD14	1416	5858	1871
NDUFC2-KCTD14	2778	3213	2594
THRSP	5795	5764	6729
NDUFC2	3401	4312	5060
ALG8	494	823	408
KCTD21	7093	2696	5199
USP35	1029	1127	850
GAB2	2290	1766	2603
NARS2	986	3574	3858
TENM4	2667	4683	3351
FAM181B	1787	1541	971
PRCP	3553	6659	4053
DDIAS	2412	1556	3027
RAB30	938	1120	752
PCF11	9760	5825	7197
ANKRD42	175	132	234
CCDC90B	3956	3719	2928
DLG2	3701	3081	5701
TMEM126B	1813	950	1140
TMEM126A	1459	2524	2779
CREBZF	993	2321	430
CCDC89	8250	5250	8365
SYTL2	1477	3728	2604
CCDC83	1636	1053	2026
PICALM	2364	1877	2011
EED	1773	1805	2318
HIKESHI	1092	1144	641
CCDC81	456	456	563
ME3	2527	4794	6051
PRSS23	7431	4109	6533
FZD4	2652	1999	2920
TMEM135	493	197	692
RAB38	3007	10298	7901
CTSC	2446	1216	1571
GRM5	198	486	589
TYR	4512	4004	4813
NOX4	2108	1902	2825
TRIM77	755	588	693
TRIM49	2379	1047	2482
TRIM64B	490	508	716
TRIM49D1	5560	6493	1595
TRIM49D2	3687	2844	6576
TRIM64	1613	2492	3001
TRIM49C	1757	1257	2135
UBTFL1	4881	5148	10634
NAALAD2	3815	4494	3356
CHORDC1	8120	8125	2418
FAT3	711	1631	1085
MTNR1B	1507	3107	3797
SLC36A4	80	43	193
CCDC67	3008	2350	1529
SMCO4	608	423	971
CEP295	2194	739	290
TAF1D	1238	985	840
C11orf54	3681	2329	4079
MED17	13708	10715	12803
VSTM5	3103	4865	5483
HEPHL1	21	57	57
PANX1	9582	6093	8005
IZUMO1R	2179	4656	4004
GPR83	8049	10261	7572
MRE11A	1827	1055	1137
ANKRD49	4228	4381	4528
C11orf97	569	299	345
FUT4	329	257	350
PIWIL4	4145	3362	3497
AMOTL1	2059	2238	2419
CWC15	588	810	430
KDM4D	4631	2632	4287
KDM4E	22233	12867	13127
SRSF8	254	117	278
ENDOD1	311	452	381
SESN3	50	102	78
FAM76B	7114	7369	3856
CEP57	295	359	113
MTMR2	1387	1214	783
MAML2	1132	2520	947
CCDC82	4541	2903	8454
JRKL	385	1409	1517
CNTN5	1828	1564	3380
ARHGAP42	481	498	182
TMEM133	64	56	171
PGR	1971	671	1057
TRPC6	444	336	316
ANGPTL5	2737	3100	2666
CEP126	3992	3582	6063
C11orf70	1078	338	1199
YAP1	3245	6794	9930
BIRC3	4728	6147	5625
BIRC2	702	939	1186
TMEM123	1407	1002	814
MMP7	751	667	1326
MMP20	17128	6008	4706
MMP27	6560	3453	4511
MMP8	1506	1507	3273
MMP10	1059	945	258
MMP1	1525	2549	3162
MMP3	3209	2396	2530
MMP12	225	62	76
MMP13	587	464	795
DCUN1D5	5809	12579	10898
DYNC2H1	1310	1755	880
PDGFD	1961	832	1902
DDI1	6747	1864	2797
CASP4	8123	13468	4153
CASP5	230	222	132
CASP1	2155	1503	822
CARD16	3399	2370	2382
CARD17	4105	12573	10367
CARD18	5794	3081	3027
GRIA4	3164	1899	2169
MSANTD4	4553	5019	9205
KBTBD3	128	31	120
AASDHPPT	575	546	562
GUCY1A2	1529	1761	3310
CWF19L2	5256	5807	4173
ALKBH8	170	80	315
ELMOD1	3574	2188	1933
SLN	3205	1522	3664
SLC35F2	413	168	281
RAB39A	415	143	393
CUL5	1347	808	1542
ACAT1	1370	2225	740
NPAT	506	247	304
ATM	10266	9542	19671
C11orf65	70	65	58
KDELC2	8636	8110	17744
EXPH5	2190	900	1785
DDX10	2062	489	2576
C11orf87	378	431	316
ZC3H12C	4395	7552	9496
RDX	1094	611	905
FDX1	4248	8732	8491
ARHGAP20	4284	5689	1936
C11orf53	271	189	394
COLCA2	219	280	265
POU2AF1	2356	1353	911
BTG4	2082	3272	3006
C11orf88	2284	2486	2052
LAYN	1632	530	1116
SIK2	930	929	356
PPP2R1B	5402	5412	4759
ALG9	10579	9408	8220
RP11-108O10.8	431	565	1087
FDXACB1	2090	2336	1288
C11orf1	4959	5207	6848
CRYAB	33	37	53
HSPB2	10126	10825	5453
HSPB2-C11orf52	2478	3213	2981
C11orf52	4900	2579	3494
DIXDC1	1295	1857	2775
DLAT	2795	2597	994
PIH1D2	3754	5434	3452
C11orf57	5447	12017	4958
TIMM8B	474	215	366
SDHD	1416	1493	699
AP002884.2	446	464	380
IL18	619	423	309
TEX12	1562	1336	1319
BCO2	3116	2251	2361
