#gene	sample1	sample2	sample3	sample7	sample8	sample9
RPL36A	258	467	1116	946	940	1127
RPL36A-HNRNPH2	900	1713	1536	2009	2654	2321
GLA	204	268	251	295	654	212
HNRNPH2	3411	6473	4495	8601	7647	13824
ARMCX4	1531	2579	2502	4068	3324	6492
ARMCX1	2165	2366	1489	2354	1657	683
ARMCX6	2055	4924	3263	3230	2924	8152
ARMCX3	11397	11922	10970	5113	14465	10228
ARMCX2	10955	6061	8491	11315	8725	9514
NXF5	1598	1634	823	1343	979	1132
ZMAT1	1763	1226	5417	3792	2304	5854
TCEAL2	171	270	801	317	447	301
TCEAL6	472	566	391	298	307	1283
BEX5	17404	8592	13112	5656	17210	4334
NXF2	23	18	32	12	33	23
NXF2B	743	784	1054	412	732	686
TCP11X2	1300	550	938	845	2193	730
TMSB15A	173	626	287	541	970	410
ARMCX5	8005	8326	11645	2376	6526	4786
GPRASP1	1837	934	2751	1654	2570	1726
GPRASP2	2572	4257	3236	1563	3479	2108
BHLHB9	468	507	734	739	1331	562
RAB40AL	9152	3469	3410	4727	4081	8009
BEX1	399	712	424	233	639	299
NXF3	13335	9123	10051	11920	26667	19179
BEX4	832	1185	1386	2019	2423	1100
TCEAL8	13671	14856	5148	18603	7847	15053
TCEAL5	2311	4004	1347	2253	1530	3673
BEX2	6056	7827	5449	11775	5932	5837
TCEAL7	1795	1582	483	895	2386	2134
TCEAL9	1825	1013	699	1301	759	1186
BEX3	3049	2339	2252	3102	4474	2585
RAB40A	7	13	16	11	11	9
TCEAL4	416	439	535	158	442	355
TCEAL3	792	2016	1175	1378	634	1741
TCEAL1	175	270	279	275	444	301
MORF4L2	1292	1026	741	1385	593	1214
GLRA4	66	13	48	40	46	42
TMEM31	28	21	22	30	30	18
PLP1	528	593	794	703	360	810
RAB9B	3504	1736	3532	7601	2020	5529
TMSB15B	1070	3058	3139	3882	7270	3398
H2BFWT	8738	9000	7358	13875	13240	3079
H2BFM	1097	463	355	574	574	955
RP11-722G7.1	420	247	182	403	178	230
SLC25A53	2675	1876	721	1833	2393	2605
ZCCHC18	5040	4762	3161	2754	3070	7317
FAM199X	1737	3833	1483	2470	1920	2482
ESX1	1361	1303	1175	3570	1830	1171
IL1RAPL2	2215	2391	3392	5688	1954	2100
TEX13A	1769	2282	2171	3220	2743	2762
NRK	292	248	452	535	259	537
SERPINA7	1180	1692	1269	830	1314	1678
MUM1L1	584	372	920	540	766	1109
CXorf57	463	462	366	552	421	426
RNF128	6603	8695	8361	7150	11646	14155
TBC1D8B	1155	2722	2490	1665	3291	3011
MORC4	5060	4749	1845	7319	3828	3050
RIPPLY1	3554	7731	4265	10722	6938	4999
CLDN2	1857	1855	1636	3135	4262	1218
RBM41	3690	3333	2404	1296	2646	3048
NUP62CL	14	13	15	21	14	14
PIH1D3	2128	3122	2920	4092	2019	5511
FRMPD3	5571	9036	8440	9699	12665	5298
PRPS1	1357	978	996	1223	3299	1467
TSC22D3	1254	573	846	814	1890	801
NCBP2L	4801	5959	6026	4939	3618	4199
MID2	7304	12666	10953	15127	14363	7565
TEX13B	1368	1844	2038	2146	1258	3245
VSIG1	1881	1909	2814	3945	4113	1828
PSMD10	3425	2512	2968	6328	6000	8954
ATG4A	19	69	94	49	41	49
COL4A6	4895	3901	3855	9894	5929	6158
COL4A5	981	1816	825	1222	1341	2319
RP6-24A23.6	4588	5673	3251	9109	4274	2499
IRS4	1898	2222	1090	2086	2778	1949
GUCY2F	5494	1131	2853	3402	6726	5091
NXT2	2755	3456	2949	3023	9020	2382
KCNE5	642	736	1172	901	1372	1658
ACSL4	1884	3521	2748	2033	1720	2684
TMEM164	35	133	80	86	218	97
AMMECR1	339	234	276	699	633	934
RGAG1	638	1493	1528	2057	1049	1432
CHRDL1	1046	1406	1554	2082	2072	1369
PAK3	3140	1602	3646	1498	2250	1658
CAPN6	787	1840	2284	1504	2399	965
DCX	62	95	227	151	129	93
LINC00890	2757	2894	1412	6727	4232	4591
ALG13	779	1041	1277	494	1277	1305
TRPC5	1097	2643	1346	3877	1616	2275
TRPC5OS	1110	1482	2226	911	2420	1501
ZCCHC16	5384	5339	3937	6538	9523	8630
LHFPL1	814	839	327	692	1359	935
AMOT	1464	1626	1621	2558	4035	3075
HTR2C	10912	11681	11469	21292	16178	13302
IL13RA2	2051	1661	975	4199	6312	4046
LRCH2	2794	2184	2726	2849	1756	3882
RBMXL3	1957	2067	1345	5600	2696	4233
LUZP4	9	2	6	4	5	4
PLS3	1084	502	1042	2400	1021	1029
AGTR2	2071	1206	1928	2986	5556	6698
SLC6A14	16	48	16	33	30	25
CT83	2200	2463	3065	4053	4968	2619
KLHL13	693	549	1238	680	952	1198
WDR44	553	663	472	555	981	344
DOCK11	880	1080	710	826	1167	1067
IL13RA1	663	769	1399	605	916	850
ZCCHC12	1069	753	1466	602	952	2248
LONRF3	427	328	516	188	467	308
RP13-347D8.7	1213	1933	1168	2171	2343	2008
KIAA1210	3057	1968	1205	2525	1276	2078
PGRMC1	605	783	424	785	1017	771
SLC25A43	9952	9591	16421	13022	6084	14195
SLC25A5	716	765	1212	1080	2116	1547
CXorf56	237	264	85	151	162	187
UBE2A	1694	5309	3405	2727	4361	3812
NKRF	643	668	378	1117	891	482
SEPT6	1178	1479	1766	1205	2205	923
SOWAHD	6289	9307	8350	23276	6315	13390
RPL39	323	960	807	568	608	845
UPF3B	5127	14518	5876	10309	14145	14954
RNF113A	2268	1422	2298	2480	2457	1105
NDUFA1	864	686	1315	1198	888	1540
AKAP14	1407	1523	2680	1937	2811	2764
NKAP	1337	1539	2376	3414	1865	1892
RHOXF2B	1018	2299	1439	1837	1756	2115
RHOXF1	350	873	899	1046	1235	643
RHOXF2	1600	2290	1593	1921	1367	1640
ZBTB33	2003	1054	1875	2119	3220	1201
TMEM255A	1916	2599	905	2013	1530	1295
ATP1B4	1976	2180	1720	2849	1900	2462
LAMP2	459	628	1185	1070	991	1320
CUL4B	2518	1625	1170	1307	3228	2671
MCTS1	1050	1298	1502	1291	921	1026
C1GALT1C1	7260	3571	8870	7886	7011	6009
CT47B1	263	394	497	414	582	290
RP1-321E8.5	1975	4024	2096	2528	1604	991
CT47A12	2086	2523	1969	1804	1867	1810
CT47A11	2051	1723	1959	5947	2923	3124
CT47A10	132	318	469	246	333	291
CT47A9	36	68	55	54	65	24
CT47A8	1370	572	721	747	1356	1199
CT47A7	4045	2490	1597	4681	2333	3689
CT47A6	184	184	275	352	168	61
CT47A5	1028	1039	410	1144	1148	1688
CT47A4	1807	1291	2427	2424	724	1684
CT47A3	9090	6039	4919	6083	5649	5379
CT47A2	200	175	219	353	591	300
CT47A1	898	1959	2793	3052	1966	3721
GLUD2	903	1909	1577	3301	2167	4281
GRIA3	2659	2314	930	1184	3937	2484
THOC2	1821	1339	1700	1621	1678	1047
XIAP	444	723	666	974	1557	1196
STAG2	414	535	519	408	1339	728
SH2D1A	142	95	188	414	287	317
TEX13D	2197	1515	2081	2844	1663	2964
TENM1	292	252	245	305	597	424
TEX13C	5910	4921	3219	6408	1189	4140
DCAF12L2	143	342	251	333	595	256
DCAF12L1	1076	1175	615	1023	1888	1563
PRR32	613	506	558	1166	1023	899
ACTRT1	220	800	327	532	469	404
SMARCA1	424	370	273	492	351	474
OCRL	959	3542	1011	2840	2196	1670
APLN	3260	1902	2956	3312	5016	3127
XPNPEP2	1605	2300	3653	4388	8227	4384
SASH3	220	156	88	128	104	146
ZDHHC9	4075	3090	3695	8828	8804	9423
UTP14A	1679	3723	1925	2319	2943	3166
BCORL1	2827	2015	1620	4951	2530	2748
ELF4	1106	824	612	2195	1553	1659
AIFM1	4649	3570	5716	5734	5332	7586
RAB33A	663	1685	1167	2831	1649	2122
ZNF280C	2562	2318	2624	3716	1371	4218
SLC25A14	4	8	7	16	15	12
GPR119	4631	3207	3234	6099	4587	2543
RBMX2	668	1568	993	550	483	826
ENOX2	2562	2560	1529	3362	1607	1782
ARHGAP36	573	854	1548	2043	1903	2364
IGSF1	2850	1309	1611	2860	1545	3716
OR13H1	11063	18320	5605	10991	13244	4909
STK26	4056	4716	4755	8560	1831	3954
FRMD7	1331	2587	2248	2419	1604	1725
RAP2C	1120	2253	1579	3255	4020	4049
MBNL3	3073	2009	4071	4509	4413	5138
HS6ST2	1564	2515	1485	3000	2978	2364
USP26	1058	1355	1408	2596	1860	441
TFDP3	1084	987	361	683	733	904
GPC4	4687	2477	3735	3546	10540	4109
GPC3	4157	5808	1163	1763	2315	4706
CCDC160	1162	2229	1425	2791	1082	1206
PHF6	865	1067	363	432	1361	890
HPRT1	569	282	323	344	222	926
PLAC1	1381	485	458	1291	2784	1191
FAM122B	4295	2615	2175	2362	3907	3286
FAM122C	6789	3047	2863	4300	3918	5497
MOSPD1	1764	1994	2061	2573	3187	1884
SMIM10	2876	1861	3075	2626	3256	2993
FAM127C	625	440	1565	823	1514	1187
FAM127A	3621	2725	3060	2800	3480	4112
FAM127B	972	2377	2310	3615	2872	766
SMIM10L2B	1250	1830	1829	2398	2011	1548
LINC00633	636	723	549	564	679	569
CT55	510	1020	1270	1159	1037	1037
ZNF75D	6436	2609	3378	1991	3755	4182
RP13-210D15.4	879	962	1194	1103	2383	1543
RP13-210D15.9	3208	3013	2518	2548	2431	2908
ZNF449	3112	3152	3773	2590	1501	3815
SMIM10L2A	1038	1316	1568	4265	2547	1353
INTS6L	7009	7790	5221	6229	8491	5834
CT45A1	192	203	139	247	415	618
CT45A3	1195	1190	1508	1443	1573	943
CT45A5	516	152	405	351	291	329
CT45A6	768	576	1209	1069	1927	1314
CT45A2	1063	689	1947	1300	766	1015
CT45A7	1810	1840	4039	2636	3046	1775
CT45A8	1425	1803	664	2127	6588	3791
CT45A9	5416	2415	4299	4262	5434	2513
CT45A10	1679	1454	1101	1028	1979	1984
SAGE1	9655	7513	8313	14425	14722	10103
MMGT1	1138	472	686	592	2015	626
SLC9A6	2012	3406	3543	3180	1329	4473
FHL1	1291	1455	997	2477	2662	1476
MAP7D3	896	883	1728	817	937	641
ADGRG4	6157	5809	7672	13308	8292	6057
BRS3	612	926	969	826	846	1077
HTATSF1	3264	2337	1601	1963	2741	3308
VGLL1	2149	3684	2026	4486	1252	1752
CD40LG	1013	1638	2969	3103	3935	3046
ARHGEF6	1146	1049	920	1593	3049	1766
RBMX	5050	4174	2510	1039	2657	3110
GPR101	13934	14311	12466	14366	13124	8683
ZIC3	2798	2158	3379	3949	8652	2214
FGF13	4987	3381	5973	10229	6547	4287
Z83313.1	531	239	123	601	684	986
F9	4687	7451	2814	6956	9410	9481
MCF2	1807	1452	1061	1129	1076	1874
ATP11C	9138	9403	5776	12084	9466	7118
CXorf66	1811	865	739	1551	1154	2103
SOX3	404	259	119	77	406	250
CDR1	948	490	704	417	1549	1755
SPANXB1	49	24	49	104	29	65
LDOC1	3438	3762	2706	6420	4357	3449
SPANXC	8520	14400	11131	10578	19049	8064
SPANXA1	3527	3626	2476	2081	2730	1780
SPANXA2	602	417	337	762	1558	550
SPANXD	1901	1004	1386	2174	2057	4022
MAGEC3	565	520	176	572	349	1004
MAGEC1	2518	2353	953	3677	1420	3928
MAGEC2	1272	849	755	829	613	748
SPANXN4	646	602	549	351	876	896
SPANXN3	1839	612	1230	1252	735	2932
SLITRK4	2334	3695	2754	2060	3198	538
SPANXN2	294	57	83	144	120	166
SPANXN1	1931	557	1117	1752	1580	1156
SLITRK2	602	239	263	271	405	688
TMEM257	5247	7520	3922	11406	9082	9189
CXorf51B	6392	3729	14101	9488	4488	9216
CXorf51A	2683	3513	5619	5375	4919	3440
FMR1	237	488	475	435	1231	453
FMR1NB	1682	1684	3240	2923	1722	823
AFF2	5770	9168	5545	5199	4733	6225
IDS	1080	1228	1482	1515	1923	681
AF011889.5	430	589	890	739	783	1064
CXorf40A	46	141	114	114	221	109
RP5-937E21.8	411	1011	1498	560	562	991
MAGEA9B	5302	3332	2456	7299	6201	5567
HSFX2	1775	1673	2177	2017	942	3207
TMEM185A	2900	1282	1366	2461	1459	788
MAGEA11	1271	867	1780	1580	3678	1446
HSFX1	5560	4370	3609	1883	5345	2007
MAGEA9	2231	2752	4748	2471	1605	3719
MAGEA8	4908	1582	1666	5087	4569	3041
CXorf40B	725	605	1109	499	1207	509
XX-FW81066F1.2	3123	922	2790	2816	1314	892
MAMLD1	328	735	357	186	643	574
MTM1	1403	2346	2333	3061	1530	2071
MTMR1	1878	1775	1495	1396	1603	2684
CD99L2	3570	3865	8799	11739	5174	6216
HMGB3	2938	4406	3768	5771	5582	5336
GPR50	6150	5079	3935	595	5893	2745
VMA21	1234	1956	2261	2089	1751	1524
PASD1	3556	8290	5071	8020	3482	12127
PRRG3	9445	5753	6508	6446	2512	10394
FATE1	862	896	313	596	1634	1175
CNGA2	2182	3342	1289	1684	4106	3466
MAGEA4	5134	3220	1743	4860	1424	2427
GABRE	785	585	1815	2663	909	3629
MAGEA10	179	274	162	321	240	236
GABRA3	1036	410	281	863	552	1227
GABRQ	4137	5075	3316	4271	2691	9107
MAGEA3	1151	932	1326	1329	962	1310
MAGEA2B	1444	1721	2774	1707	2158	1715
CSAG1	2826	1217	1919	2416	3514	3493
MAGEA12	700	677	1120	2384	1685	1639
MAGEA2	895	808	462	562	813	1150
MAGEA6	1457	1495	5750	3502	5544	3065
CETN2	6632	7050	3692	9797	10616	5780
NSDHL	5204	8633	1390	7278	12611	1442
ZNF185	2142	2856	1757	3092	2388	2747
PNMA5	548	373	511	351	744	845
PNMA3	6741	10649	7432	5679	19167	10575
PNMA6A	755	1181	1205	2882	1696	1183
MAGEA1	361	248	203	358	348	341
LL0XNC01-16G2.1	1158	927	1016	1228	1680	1237
ZNF275	1568	4119	2444	4815	3379	1818
U82695.5	4276	5919	7571	12673	10936	5937
ZFP92	631	317	924	464	1058	934
TREX2	285	202	209	159	331	183
HAUS7	1551	1097	2345	1882	2351	2227
BGN	2738	3785	3979	5036	6792	6403
ATP2B3	1231	1167	2011	2488	590	1681
FAM58A	305	856	1325	1284	847	2138
DUSP9	2164	2425	973	2036	2296	2809
PNCK	5789	8565	18504	6446	13259	10926
SLC6A8	4349	2816	3074	3425	4271	2650
BCAP31	257	102	241	184	251	387
ABCD1	3786	5508	3110	4330	5205	6715
PLXNB3	879	471	1021	1642	2021	490
SRPK3	1535	1092	1147	2367	1654	1007
IDH3G	72	25	40	88	27	65
SSR4	122	456	736	923	512	658
PDZD4	2918	2391	7619	6268	10685	6439
L1CAM	1327	850	1474	1039	937	1897
AVPR2	11942	12283	7485	9013	9913	9253
ARHGAP4	3079	1332	4092	5515	12525	3872
NAA10	5835	9067	4998	14079	11103	7827
RENBP	1741	1978	4055	2321	2905	3707
HCFC1	6087	4175	2697	3225	4442	2746
TMEM187	1657	1135	804	2314	1957	2693
IRAK1	105	27	66	57	128	34
MECP2	475	355	217	661	620	607
OPN1LW	139	74	147	327	161	302
OPN1MW	3952	6608	2995	5121	4983	8079
OPN1MW2	324	204	152	353	222	271
OPN1MW3	510	1263	837	693	1042	904
TEX28	2892	2879	1754	1963	5047	5632
TKTL1	3042	2128	1886	2026	2526	2216
FLNA	487	480	770	531	1144	542
EMD	2337	4451	4431	4548	5843	4836
RPL10	7231	6683	6994	8849	10171	12475
DNASE1L1	1794	1452	1383	1572	1337	1906
TAZ	302	476	383	771	343	283
ATP6AP1	4480	7004	4523	6636	10162	7192
GDI1	368	719	536	809	403	865
FAM50A	5720	5687	6952	6267	7291	11812
PLXNA3	1249	1591	794	653	2076	2401
LAGE3	38	25	39	50	42	28
UBL4A	428	417	275	352	497	456
SLC10A3	8679	10137	13959	8391	8466	13871
FAM3A	3996	9655	5125	3814	9053	3816
G6PD	2577	3318	2183	3024	2461	1825
IKBKG	1479	1130	1839	2753	2860	3306
CTAG1A	321	485	909	485	843	749
CTAG1B	2187	1873	1955	2726	3891	1280
CTAG2	3498	4443	1745	4422	5743	1886
GAB3	455	825	528	633	805	372
DKC1	1963	3406	2454	1783	2860	2386
MPP1	333	524	224	703	627	584
SMIM9	4450	5839	2173	2064	7651	4003
F8	1209	1792	1188	1935	2735	1820
H2AFB1	4203	3683	2663	3504	3460	7894
F8A1	1968	3084	2532	4197	1077	3652
FUNDC2	1448	4664	2852	4445	3777	1253
CMC4	69	141	98	130	86	263
MTCP1	1558	2142	646	1724	1287	1735
BRCC3	2770	1892	3181	3173	3516	3497
VBP1	5020	4683	4764	6140	7725	13279
RAB39B	3009	2860	4742	4165	6176	3911
CLIC2	1497	1303	5855	2823	2667	2830
H2AFB2	2592	1493	661	1362	1729	2575
F8A2	7777	26041	6666	11855	6774	5140
F8A3	8300	7901	5284	6436	7901	6828
H2AFB3	7005	1940	4869	4038	5801	2319
TMLHE	47	180	81	87	187	78
SPRY3	1582	719	990	894	2107	2000
VAMP7	106	238	152	143	128	153
IL9R	446	948	554	1036	1550	228
OR4F21	2320	1978	2593	3382	2063	2195
ZNF596	3421	10181	3155	5661	6327	4736
FBXO25	721	936	307	676	645	501
TDRP	851	1281	997	1395	772	545
ERICH1	115	127	98	168	133	64
DLGAP2	614	727	536	708	1564	880
CLN8	3383	1649	4321	697	4736	1751
KBTBD11-OT1	950	2661	979	2101	1175	905
ARHGEF10	1896	2908	1678	2294	2805	2688
KBTBD11	639	707	1123	437	815	438
MYOM2	2137	1455	2479	2992	1321	1706
CSMD1	4850	6371	1576	5831	8079	10227
MCPH1	2701	1937	5930	5547	3363	2904
ANGPT2	7581	6626	8014	3950	8778	7822
AGPAT5	3977	2701	2814	5063	4494	6190
XKR5	688	1372	1607	2245	3005	1010
DEFB1	3839	5484	3171	4316	5822	4867
DEFA6	1365	2237	2392	2524	2367	2996
DEFA4	687	597	747	848	1071	1198
DEFA1	961	1188	483	1213	1262	1565
DEFA1B	3168	2541	1981	3329	4937	3501
DEFA3	4356	2873	6182	5320	7508	7409
DEFA5	1536	1097	3110	2530	3584	4604
USP17L1	1002	824	1713	2124	457	1159
USP17L4	124	150	161	165	171	420
ZNF705G	303	209	332	469	357	148
DEFB4B	4554	2523	7900	6207	5354	7631
DEFB103B	2426	4865	6346	6199	10400	2350
SPAG11B	1282	1188	665	811	689	862
DEFB104B	335	178	381	254	471	188
DEFB106B	1545	1017	2274	3958	2699	3617
DEFB105B	1460	2982	1180	2106	5685	1194
DEFB107B	1924	2522	2767	4298	4065	5224
PRR23D1	2045	2302	2431	4671	3020	5562
PRR23D2	1317	586	1485	1642	1906	4163
DEFB107A	6059	9698	12697	4103	12190	16404
DEFB105A	5220	3081	4230	2056	3093	3993
DEFB106A	7981	2588	2771	5518	5498	7994
DEFB104A	116	137	164	239	30	143
SPAG11A	44	17	7	30	13	15
DEFB103A	2007	4303	3982	3399	4962	3647
DEFB4A	812	1424	1238	1472	1160	1899
ZNF705B	682	382	319	619	679	482
USP17L8	449	200	775	352	691	313
USP17L3	288	135	290	334	274	213
SGK223	1137	628	1219	1172	1418	1281
CLDN23	528	1502	1715	1806	2049	1583
MFHAS1	301	269	386	476	488	632
ERI1	922	532	1459	1127	614	772
PPP1R3B	4700	10007	3846	7910	8119	17122
TNKS	1441	650	1035	925	650	1543
MSRA	5129	4862	2909	8589	1543	3642
PRSS51	4409	7768	5455	4516	6740	8552
PRSS55	3793	2266	2408	3900	535	2970
RP1L1	9471	8905	7239	5086	6535	9428
C8orf74	4	1	5	2	4	5
SOX7	4060	2771	5954	2573	6738	4713
CTD-2135J3.4	565	258	558	667	493	370
PINX1	4219	1530	4670	1959	3489	5442
XKR6	574	605	822	749	373	419
AF131216.1	1166	683	3729	2202	5627	3547
MTMR9	3096	1867	2958	3578	2829	4247
SLC35G5	3332	1344	2641	3728	1305	2792
FAM167A	1378	804	470	1700	1874	1395
BLK	1389	1425	723	1034	1261	1004
GATA4	1272	1084	549	1421	1616	2398
NEIL2	486	395	737	438	592	632
FDFT1	453	383	341	446	647	549
CTSB	999	1184	3485	2274	2822	1531
DEFB136	2301	1440	1892	1711	1468	2168
DEFB135	1430	1943	3196	3504	2185	4653
DEFB134	13704	4080	5465	7553	10374	8691
RP11-1236K1.1	1139	3241	2405	4001	7083	3641
ZNF705D	5630	13891	5930	12043	13230	10984
USP17L7	2801	876	1103	3317	1674	4210
USP17L2	441	1113	874	896	1722	1604
FAM86B1	1873	2664	2023	1597	1191	3634
DEFB130	1487	5141	3124	3078	6953	5017
FAM86B2	2739	3968	5317	3618	3850	3182
LONRF1	19279	11844	10616	9197	9489	28504
KIAA1456	561	398	306	288	421	303
DLC1	638	1129	121	566	637	757
C8orf48	543	374	649	219	650	185
SGCZ	2953	6475	2338	3350	5488	1232
TUSC3	943	2075	2314	1266	848	4753
MSR1	2973	3406	2788	6277	6053	6174
FGF20	724	473	1034	589	810	969
MICU3	3906	3254	2541	1802	1485	5203
ZDHHC2	351	386	377	256	900	670
CNOT7	1831	1044	1448	2601	2569	3156
VPS37A	7722	7514	4181	11816	5713	4730
MTMR7	5938	2537	1629	1808	5801	5103
SLC7A2	1014	1619	1656	1798	1064	1093
PDGFRL	574	1135	611	649	1051	609
MTUS1	1864	2410	3136	1886	3960	2173
FGL1	279	1018	386	727	676	468
PCM1	2755	13875	5708	4928	9523	13054
ASAH1	7559	9054	6731	8788	8597	4554
NAT1	9707	13011	6956	9509	8821	7597
NAT2	9812	7464	4374	3483	5463	2098
PSD3	3858	1867	2179	3061	3392	2738
SH2D4A	6953	2413	4875	5261	5801	5989
CSGALNACT1	1475	239	1031	1497	1898	592
INTS10	469	614	404	499	761	1015
LPL	8042	7555	8744	6606	15890	8373
SLC18A1	2614	1307	1940	4915	1522	3424
ATP6V1B2	965	1961	1116	1510	1297	1861
LZTS1	1015	1576	608	1906	1209	2734
GFRA2	2272	1727	1099	1683	3230	1033
DOK2	373	222	244	654	480	470
XPO7	241	392	609	421	194	415
NPM2	3689	1524	2107	3081	2029	3483
FGF17	2380	5834	2955	3406	4241	5290
DMTN	1396	452	1477	885	1178	998
FAM160B2	954	2360	2754	5948	8146	3416
NUDT18	184	117	61	249	400	98
HR	3598	2202	5932	2876	3786	4139
REEP4	4411	3790	2612	3529	5539	5056
LGI3	659	224	120	463	516	414
SFTPC	139	160	108	145	99	114
BMP1	7558	14512	16711	11010	25639	12858
PHYHIP	2672	896	2270	523	1251	1364
POLR3D	1184	2764	608	3400	2865	1583
PIWIL2	148	174	102	158	222	297
SLC39A14	6245	8777	3330	4786	6097	6281
PPP3CC	1608	1009	959	3957	1926	3445
SORBS3	1823	1230	2302	1872	3452	2480
PDLIM2	1647	2911	1323	1907	1618	2661
AC037459.4	767	1133	1074	1323	905	519
C8orf58	304	362	369	286	194	380
CCAR2	2194	3743	1695	2830	3128	1126
BIN3	3656	1882	1801	3960	4276	4568
EGR3	350	352	120	404	281	251
PEBP4	448	2132	785	2257	1529	2047
RHOBTB2	1500	821	628	1746	1641	2400
TNFRSF10B	1230	1894	1920	1736	2480	1694
TNFRSF10C	841	432	343	410	1085	1322
TNFRSF10D	1414	1106	2292	1908	3733	1289
TNFRSF10A	3869	3503	1273	6931	4136	4066
CHMP7	5896	4551	3105	2742	3942	5761
R3HCC1	1106	4911	1603	3560	8312	5044
LOXL2	507	350	225	1050	488	325
ENTPD4	683	532	1058	507	314	760
SLC25A37	10322	11319	28228	11527	14549	23026
NKX3-1	3201	2974	4853	7051	2489	4438
NKX2-6	5657	8447	5043	4988	6640	17583
STC1	174	352	180	297	305	207
ADAM28	1232	1540	1966	1509	1606	1960
ADAMDEC1	2621	6145	3104	2041	4344	2423
ADAM7	33	59	47	59	48	94
NEFM	539	908	817	607	1326	654
NEFL	875	1397	1401	1835	1268	701
DOCK5	1720	1253	1627	2825	1979	1704
GNRH1	2041	2751	2071	1952	2456	3782
KCTD9	3534	3273	1189	2801	4558	4250
CDCA2	3504	2356	3144	3455	4073	3427
EBF2	198	126	74	284	87	435
PPP2R2A	1713	1884	1978	2720	2032	4233
BNIP3L	3232	2920	1155	3048	3521	4585
PNMA2	1187	2018	2661	884	1183	2086
DPYSL2	1728	3319	3603	4127	2815	3742
ADRA1A	1102	1783	2025	2038	4587	1814
STMN4	1354	926	724	674	1248	687
TRIM35	269	505	259	338	378	574
PTK2B	3383	1733	3583	1670	4233	2218
CHRNA2	691	462	197	624	1550	548
EPHX2	180	863	612	393	608	506
CLU	1820	1643	1215	4150	3339	681
SCARA3	488	628	259	949	1028	1163
CCDC25	798	727	1215	844	748	731
ESCO2	371	387	276	200	508	494
PBK	555	492	677	1196	1158	990
SCARA5	14145	11331	16572	12822	20867	10903
NUGGC	316	239	386	468	556	529
ELP3	314	454	364	361	582	545
PNOC	334	517	270	500	248	476
ZNF395	3389	7387	5700	2304	5811	5192
FBXO16	3314	6549	5370	4191	3721	3585
FZD3	1151	1298	928	3110	1424	1720
EXTL3	246	222	234	745	482	846
INTS9	1461	2948	1772	1398	1960	2553
HMBOX1	181	238	241	140	93	163
KIF13B	105	222	221	668	225	443
DUSP4	4316	4370	1975	4932	4177	4199
SARAF	87	288	275	296	663	743
LEPROTL1	1366	1743	1276	2133	3313	3294
MBOAT4	388	677	549	923	1251	339
DCTN6	1667	5603	2205	3068	1571	3692
RBPMS	43	73	56	161	97	98
GTF2E2	881	452	446	865	887	454
SMIM18	3000	3207	2771	926	2536	3752
GSR	546	325	470	278	380	581
UBXN8	7579	11354	8998	9975	5612	9032
PPP2CB	665	581	675	1611	2135	1432
TEX15	3255	2275	5132	4393	5465	6543
PURG	1409	3043	592	5195	4595	7427
WRN	2178	2574	603	2809	2081	1965
NRG1	775	1542	1636	2142	1863	919
FUT10	1667	2277	761	1989	960	1367
TTI2	1019	1355	984	1112	1311	2403
MAK16	2720	4688	1525	5801	6724	4717
RNF122	2188	1288	1260	1420	2147	2382
DUSP26	2306	1932	3485	1166	5873	4461
UNC5D	1625	2504	1533	2961	1642	3101
KCNU1	225	98	209	306	124	202
ZNF703	1154	939	1822	1658	1870	2420
ERLIN2	5796	2918	3176	4132	4023	5641
PROSC	414	434	494	404	936	643
ADGRA2	1563	818	897	1569	622	1419
BRF2	476	343	231	377	232	658
RAB11FIP1	5212	8699	8222	15347	5484	7842
GOT1L1	107	88	50	199	488	389
ADRB3	2994	2907	2145	4829	1327	1221
EIF4EBP1	11525	6020	7283	12219	3970	9918
ASH2L	1253	1552	2086	2378	1218	2837
STAR	444	1038	797	1763	967	740
LSM1	5551	8194	14921	5953	16250	17268
BAG4	228	328	315	252	635	472
DDHD2	2656	2765	1382	2615	3573	1837
PLPP5	930	440	495	514	1789	1027
WHSC1L1	646	952	1008	2480	1421	2294
LETM2	1387	4938	5090	3158	10973	4837
FGFR1	227	786	487	581	594	246
C8orf86	1198	2074	1769	1925	500	3008
TACC1	350	266	1293	528	468	294
PLEKHA2	2165	708	2922	2314	3935	2675
HTRA4	7241	4137	9095	8603	7801	5781
TM2D2	3516	2878	2623	3724	1231	2266
ADAM9	2553	1230	784	2839	1665	1772
ADAM32	2746	1088	858	2950	2131	2512
ADAM18	1766	1804	3907	1194	2771	2293
ADAM2	2046	6754	5516	1624	3776	4253
IDO1	3305	2759	3180	1743	4862	1633
IDO2	3653	1958	3056	918	2114	2785
C8orf4	1001	3064	4007	3236	1694	3311
ZMAT4	72	91	151	116	93	56
SFRP1	2768	2357	1401	1742	2805	2853
GOLGA7	480	733	660	497	1161	1029
GINS4	558	241	321	304	474	135
GPAT4	3635	1198	2728	2526	6306	6881
NKX6-3	131	297	185	299	612	272
ANK1	1463	1109	1140	1493	2416	981
KAT6A	9475	8356	13673	11505	5125	8121
AP3M2	2618	1156	1640	5599	3966	6033
PLAT	2492	1493	3345	4001	1731	1621
IKBKB	2644	9289	5845	7349	3041	8140
POLB	635	1005	1635	2187	2474	2433
DKK4	2325	2158	1933	1898	1460	4159
