#gene	sample1	sample2	sample3
CREB3	6370	3303	3313
GBA2	440	468	420
RGP1	658	1764	866
MSMP	820	1650	1124
NPR2	235	254	662
SPAG8	20435	6877	5789
HINT2	502	172	409
TMEM8B	905	526	305
FAM221B	3280	1279	1092
OR13J1	2473	1095	994
HRCT1	1509	2574	3436
LINC00961	6869	11097	11465
OR2S2	2546	4814	4287
RECK	1695	3168	3849
GLIPR2	867	345	750
CCIN	390	229	566
CLTA	1243	1083	1355
GNE	3804	6605	4162
RNF38	2714	986	2482
MELK	4720	2010	2619
PAX5	9936	8488	3344
ZCCHC7	453	287	645
GRHPR	264	349	380
ZBTB5	2072	3704	1514
POLR1E	1152	3794	2286
FBXO10	4472	1794	3092
RP11-613M10.8	3141	2998	4591
TOMM5	3165	2834	3920
RP11-613M10.9	658	779	2199
FRMPD1	1428	2582	1077
TRMT10B	2728	1809	1303
EXOSC3	1498	2871	3042
DCAF10	1681	2425	2902
SLC25A51	2040	1651	1701
SHB	9104	11462	5986
ALDH1B1	2840	3867	4382
IGFBPL1	376	1046	413
RP11-392E22.9	2010	857	1634
ANKRD18A	3453	2000	2780
RP13-198D9.4	1199	1507	1953
CNTNAP3	4283	6578	7185
SPATA31A1	1588	6340	1885
ANKRD20A2	58	127	69
FOXD4L6	194	325	375
CBWD7	4135	4286	6185
CNTNAP3B	68	66	98
SPATA31A6	73	146	84
FP325317.1	4239	5586	5774
SPATA31A5	1544	2080	1006
SPATA31A7	1269	1558	750
CH17-296N19.1	713	668	895
ANKRD20A4	593	948	1212
FOXD4L5	5765	6208	4822
CBWD5	936	654	403
FOXD4L4	1136	1212	253
ANKRD20A3	776	598	1678
ZNF658	6154	9042	8168
SPATA31A3	1	2	3
ANKRD20A1	2343	985	1179
CBWD3	2505	1934	1565
FOXD4L3	100	259	501
PGM5	818	703	494
TMEM252	483	937	1849
PIP5K1B	174	245	311
FAM122A	114	135	366
PRKACG	14710	5541	8939
FXN	572	437	360
TJP2	152	416	472
AL358113.1	2360	1396	5044
FAM189A2	3662	6516	6876
APBA1	6696	7643	3894
PTAR1	2102	2054	1820
C9orf135	543	529	163
MAMDC2	761	391	578
SMC5	3444	2327	1499
KLF9	4568	5494	9941
TRPM3	770	1077	734
TMEM2	291	105	59
ABHD17B	1410	2385	1633
AL138751.1	1595	1345	2141
C9orf85	4584	3547	4793
C9orf57	4145	1681	3920
GDA	1784	1334	4460
ZFAND5	35	19	69
TMC1	108	110	124
ALDH1A1	5084	3556	2716
ANXA1	914	868	1640
RORB	1349	4281	3653
TRPM6	1418	1964	1141
C9orf40	2041	2174	2068
CARNMT1	5671	3952	1992
NMRK1	3394	5291	2047
OSTF1	394	385	537
PCSK5	1181	1050	779
RFK	1088	1866	1242
GCNT1	184	364	411
PRUNE2	93	67	61
FOXB2	1967	1098	1923
VPS13A	306	472	454
GNA14	243	152	475
GNAQ	318	400	284
CEP78	4696	1676	2898
PSAT1	3008	3146	3324
TLE4	2234	4805	4972
TLE1	1646	1149	1577
SPATA31D4	11501	10963	14049
SPATA31D3	2619	1587	2282
SPATA31D1	1290	1462	2614
RASEF	3959	3064	5695
FRMD3	4133	2904	3724
IDNK	4950	7578	9213
UBQLN1	3594	3425	6069
GKAP1	275	559	244
KIF27	2210	2081	2227
C9orf64	5110	3539	2905
HNRNPK	1194	644	1124
RMI1	347	588	363
SLC28A3	2180	2671	3365
NTRK2	3433	4144	2456
AGTPBP1	24	75	50
NAA35	907	628	633
GOLM1	1139	512	904
C9orf153	521	262	663
ISCA1	84	83	115
ZCCHC6	118	48	82
GAS1	5980	9166	3672
DAPK1	5524	3068	4477
CTSL	2623	5461	5883
SPATA31E1	4299	4072	4692
RP11-350E12.6	376	213	535
CDK20	995	339	1116
SPIN1	2676	6703	9915
NXNL2	271	202	359
C9orf47	2864	3711	3008
S1PR3	1859	2633	3033
SHC3	4143	3376	4362
CKS2	1121	1697	1173
SECISBP2	352	183	416
SEMA4D	2178	4700	1921
GADD45G	626	617	612
DIRAS2	326	743	387
SYK	1570	5213	2218
AUH	1691	1137	1971
NFIL3	5103	4028	4133
ROR2	4779	3539	4457
SPTLC1	2578	1861	6044
IARS	552	414	905
AL136097.1	2035	2373	3878
NOL8	782	1370	977
CENPP	9029	14427	8962
OGN	9567	8473	8113
OMD	8705	4272	6339
ASPN	2889	1599	1416
ECM2	6250	3942	3786
IPPK	3167	7695	3638
BICD2	829	1336	1137
ZNF484	974	1576	665
FGD3	1364	1158	1862
SUSD3	4921	11587	11424
CARD19	1510	2390	3047
NINJ1	496	2759	2487
WNK2	971	410	831
C9orf129	1802	1308	2174
FAM120AOS	7708	15391	5332
FAM120A	7099	4775	2452
PHF2	238	569	444
BARX1	2106	1585	1559
PTPDC1	1632	1346	963
ZNF169	427	342	328
NUTM2F	6875	10405	7581
MFSD14B	5118	2713	4711
FBP2	1447	1099	1221
FBP1	546	735	680
C9orf3	460	253	622
FANCC	2885	5724	3671
PTCH1	995	695	436
ERCC6L2	15009	8099	2282
HSD17B3	965	657	1266
SLC35D2	6254	3444	2097
ZNF367	4624	4852	4898
HABP4	1727	1538	1914
CDC14B	247	1058	456
AAED1	2731	1846	1961
ZNF510	5824	2879	1136
ZNF782	5464	1786	3807
MFSD14C	1393	1026	1026
NUTM2G	147	129	148
CTSV	563	554	247
CCDC180	1166	1240	589
TDRD7	2003	3167	2729
TMOD1	1444	1528	1477
TSTD2	5137	14667	9112
NCBP1	867	448	401
XPA	1399	2898	1466
FOXE1	3079	2962	4546
TRMO	5668	3007	3541
HEMGN	700	1176	732
ANP32B	1139	2025	1433
NANS	2137	1657	1148
TRIM14	5013	3118	3143
CORO2A	931	1122	1299
TBC1D2	900	632	860
GABBR2	178	353	177
ANKS6	175	58	256
GALNT12	1475	780	1239
COL15A1	2066	2687	2004
TGFBR1	2712	8345	14107
ALG2	5376	3870	1522
SEC61B	85	257	139
NR4A3	9613	5008	5009
STX17	8450	5792	7962
ERP44	4369	10299	6068
INVS	2161	1288	1019
TEX10	1684	3580	2990
MSANTD3	3682	5530	1228
MSANTD3-TMEFF1	4842	3285	2384
TMEFF1	11393	4742	14100
MURC	565	830	240
PLPPR1	1413	2443	1468
BAAT	1254	2789	2859
MRPL50	229	173	204
ZNF189	154	155	94
ALDOB	1789	1323	5414
TMEM246	2372	6476	3247
RNF20	249	305	221
GRIN3A	331	445	770
PPP3R2	1717	1756	1862
CYLC2	4668	2824	2518
SMC2	5495	4841	3699
OR13F1	1273	1298	1321
OR13C4	267	545	745
OR13C3	4844	4022	4461
OR13C8	3426	2407	4241
OR13C5	5500	6659	9128
OR13C2	2041	1894	2623
OR13C9	1357	1303	2525
OR13D1	2080	825	819
NIPSNAP3A	1664	1689	1172
NIPSNAP3B	1974	3668	1654
ABCA1	4832	6236	6454
SLC44A1	621	942	474
FSD1L	1730	5223	2013
FKTN	646	1541	752
TAL2	2020	1233	1778
TMEM38B	416	1100	659
ZNF462	1276	778	757
RAD23B	2096	2289	2838
KLF4	3721	2459	1556
ACTL7B	3152	2771	1638
ACTL7A	10060	15334	13062
IKBKAP	3167	1356	1313
FAM206A	316	761	471
CTNNAL1	14658	8697	4860
TMEM245	2776	4208	3309
FRRS1L	3159	2117	2520
EPB41L4B	931	982	1732
PTPN3	2207	3269	1726
PALM2	35	127	47
PALM2-AKAP2	3997	4034	6271
AKAP2	887	1006	637
C9orf152	18	11	21
TXN	2021	4216	4015
TXNDC8	4627	6838	8133
SVEP1	116	85	36
MUSK	7812	4021	7596
LPAR1	2862	1542	2688
OR2K2	2039	483	1259
KIAA0368	191	103	144
ZNF483	465	501	578
AL135787.1	487	490	537
PTGR1	1573	984	2252
DNAJC25	216	330	356
DNAJC25-GNG10	682	1414	542
GNG10	5497	5282	5568
C9orf84	665	1240	682
UGCG	2705	1268	3900
SUSD1	1341	4346	2732
PTBP3	2048	1958	2093
HSDL2	100	83	74
KIAA1958	1753	862	1165
INIP	2835	2163	3122
SNX30	5158	2225	4910
SLC46A2	1068	2266	518
ZNF883	631	438	463
ZFP37	2135	1980	864
SLC31A2	1084	1894	1399
FKBP15	2209	1346	2530
SLC31A1	484	935	161
CDC26	21	29	38
PRPF4	3082	2159	3454
RNF183	560	537	440
WDR31	483	300	196
BSPRY	1892	1390	2556
HDHD3	1398	3298	573
ALAD	2581	3992	5764
POLE3	2156	2740	2570
C9orf43	2748	3858	7862
RGS3	2057	3079	2159
ZNF618	762	379	475
AMBP	862	1332	1005
KIF12	526	392	863
COL27A1	4936	4685	7308
ORM1	2872	3084	2507
ORM2	1070	1138	1259
AKNA	1047	387	515
WHRN	1108	986	943
ATP6V1G1	197	383	267
C9orf91	1236	2726	2127
RP11-402G3.5	4058	3137	7694
RP11-402G3.3	3590	1944	5609
TNFSF15	1674	1299	766
TNFSF8	3073	4057	2856
TNC	458	662	1117
DEC1	229	82	226
PAPPA	762	1864	1447
ASTN2	816	664	403
TRIM32	5079	4993	10383
TLR4	11	15	6
BRINP1	4644	823	2382
CDK5RAP2	436	392	234
MEGF9	9102	7012	6715
FBXW2	2417	927	1420
PSMD5	8986	8447	9504
PHF19	707	509	772
TRAF1	775	963	722
C5	388	209	253
CNTRL	4209	7342	2302
RAB14	3035	5616	7688
GSN	7241	8759	7988
AL513122.1	18	42	30
AL513122.2	1077	1571	1409
STOM	1836	875	858
DAB2IP	1623	917	3322
TTLL11	357	369	919
NDUFA8	4267	3771	5144
MORN5	4552	3853	1617
LHX6	2258	6669	3281
RBM18	3987	2072	4999
MRRF	1358	2347	2214
PTGS1	655	393	945
OR1J1	2684	2315	1225
OR1J2	983	1100	1492
OR1J4	3160	3267	4616
OR1N1	1350	764	2100
OR1N2	1733	3014	1588
OR1L8	4816	8153	3213
OR1Q1	625	958	988
OR1L1	27	19	37
OR1L3	1171	1831	570
OR1L4	1074	655	1507
OR1L6	567	327	250
OR5C1	2032	3172	1465
PDCL	3906	4462	2581
OR1K1	4305	4166	6106
RC3H2	3090	813	2114
ZBTB6	638	749	872
ZBTB26	97	229	293
RABGAP1	3121	3665	3299
GPR21	35	155	74
STRBP	1813	1998	2205
CRB2	9682	10813	6121
DENND1A	1164	1149	1206
LHX2	2394	1703	4418
NEK6	4404	5869	6536
PSMB7	2776	1146	6582
ADGRD2	117	76	75
NR5A1	26	57	39
NR6A1	4483	6151	10101
OLFML2A	215	116	128
WDR38	605	1004	1240
RPL35	687	645	732
ARPC5L	5333	3272	2252
GOLGA1	311	300	258
SCAI	5312	2541	2598
PPP6C	3108	2578	2426
RABEPK	255	230	350
HSPA5	366	202	834
GAPVD1	549	750	1263
MAPKAP1	3992	3276	4476
PBX3	3275	3962	1780
MVB12B	524	551	658
LMX1B	2290	2505	3263
ZBTB43	3733	4778	3722
ZBTB34	2180	1593	1391
RALGPS1	1679	734	2885
ANGPTL2	2248	4185	2641
GARNL3	2912	890	2175
SLC2A8	923	1966	1034
ZNF79	2070	3601	2873
RPL12	288	1263	1378
LRSAM1	3430	5355	3024
FAM129B	3728	2585	4200
STXBP1	3635	4136	2849
PTRH1	477	273	604
CFAP157	132	298	699
TTC16	4198	7828	4314
TOR2A	829	571	712
SH2D3C	45	32	36
AL162426.1	6053	6409	7748
CDK9	386	495	839
FPGS	1585	2494	2663
ENG	2207	1732	1919
AK1	2176	2258	2572
ST6GALNAC6	3066	4769	1557
ST6GALNAC4	1702	4050	1042
PIP5KL1	67	55	50
DPM2	813	1307	1370
FAM102A	1229	869	371
NAIF1	5012	2707	4573
SLC25A25	596	904	859
PTGES2	1544	3095	5760
LCN2	1782	4869	2903
C9orf16	4830	2966	1384
CIZ1	9760	11719	7446
DNM1	1996	3210	4483
GOLGA2	681	413	378
SWI5	10081	4803	2641
TRUB2	136	122	106
COQ4	1276	582	1377
SLC27A4	1907	1287	2721
URM1	441	406	400
CERCAM	2266	2487	1222
ODF2	1118	1473	1675
GLE1	602	1194	3196
SPTAN1	398	258	417
WDR34	6983	4016	5597
SET	1081	830	1000
PKN3	244	153	156
ZDHHC12	1268	2624	1259
ZER1	1512	1702	2038
TBC1D13	1679	791	1244
ENDOG	6973	2711	2030
C9orf114	1470	997	2178
KYAT1	744	1207	1294
LRRC8A	3416	1627	3331
PHYHD1	854	515	1095
RP11-101E3.5	308	491	493
DOLK	1104	678	703
NUP188	67	120	125
SH3GLB2	3216	2989	2350
FAM73B	2538	4801	4353
DOLPP1	2849	4235	1816
CRAT	3930	4979	4555
PTPA	1999	2693	1578
IER5L	1475	408	1886
NTMT1	1043	764	972
C9orf50	1264	2189	669
ASB6	159	550	504
PRRX2	457	910	476
PTGES	2480	4503	2583
TOR1B	1708	878	1803
TOR1A	7658	5413	5236
C9orf78	3598	3273	2329
USP20	1051	1068	1404
FNBP1	2248	5250	5330
GPR107	626	1291	598
NCS1	702	512	2031
HMCN2	1113	777	696
ASS1	1072	1370	1286
FUBP3	4897	3651	2590
PRDM12	637	1450	534
EXOSC2	10829	11388	7190
ABL1	1367	1156	1757
QRFP	1309	630	850
FIBCD1	8000	5777	4022
LAMC3	19295	22335	3598
AIF1L	2219	3340	1019
NUP214	1639	1389	1291
FAM78A	2770	2063	1728
PLPP7	1825	1729	2620
PRRC2B	511	389	331
POMT1	3845	2364	3244
UCK1	7411	7062	7807
RP11-40A7.2	5235	2153	2086
RAPGEF1	4302	3511	2995
MED27	2296	4401	3693
NTNG2	340	618	524
SETX	318	482	284
TTF1	4107	2804	2047
CFAP77	5546	3551	2814
BARHL1	715	2056	2483
DDX31	463	253	661
GTF3C4	1355	2415	1985
AK8	539	328	634
SPACA9	1433	1155	953
TSC1	358	292	196
GFI1B	128	352	176
GTF3C5	536	434	412
CEL	1672	2781	2123
RALGDS	203	311	244
GBGT1	3886	7615	4205
OBP2B	1091	2500	981
ABO	654	441	552
SURF6	3732	1901	2890
MED22	5725	5152	3426
RPL7A	185	270	476
SURF1	4981	4461	6217
SURF2	10545	8050	10896
SURF4	730	1973	4295
STKLD1	603	365	348
REXO4	1016	961	1335
ADAMTS13	2458	1475	1738
CACFD1	1955	1369	723
SLC2A6	2158	994	1787
TMEM8C	14351	12290	20238
ADAMTSL2	757	721	145
FAM163B	1121	859	582
DBH	66	48	63
SARDH	2887	6050	7420
VAV2	413	1648	1102
LINC00094	18	20	12
BRD3	835	652	1871
WDR5	101	195	112
RXRA	872	1029	477
COL5A1	3095	8879	6467
FCN2	3792	2426	4765
FCN1	358	519	699
OLFM1	196	303	294
PPP1R26	1439	1719	1509
C9orf116	756	698	717
MRPS2	1867	1673	3607
LCN1	7114	6478	5312
OBP2A	2081	1479	1131
PAEP	5741	3653	3321
RP11-98L5.5	6	7	12
GLT6D1	1216	2780	1829
LCN9	1036	862	1041
SOHLH1	1767	656	1512
KCNT1	22658	8494	13790
CAMSAP1	3848	2153	5985
UBAC1	523	619	451
NACC2	72	103	38
C9orf69	680	344	504
LHX3	6575	7294	5083
QSOX2	1398	1134	866
CR392000.1	774	686	1680
CCDC187	914	502	1005
GPSM1	2559	1108	896
DNLZ	2402	1110	1699
CARD9	2853	4223	5716
SNAPC4	1052	1443	1265
SDCCAG3	2422	1754	2809
PMPCA	302	654	659
INPP5E	501	487	1058
SEC16A	628	1709	1467
NOTCH1	9239	8938	5590
EGFL7	59	54	10
AGPAT2	224	140	241
FAM69B	181	476	211
RP11-216L13.16	393	505	602
LCN10	2549	4400	4794
LCN6	354	745	487
LCN8	229	449	164
LCN15	1765	1874	833
TMEM141	8691	5704	4120
RP11-216L13.17	1194	1663	884
CCDC183	443	318	407
RABL6	2219	1210	1210
C9orf172	611	928	993
PHPT1	2953	3800	3173
MAMDC4	1797	3487	1055
EDF1	450	1149	1029
TRAF2	1026	902	693
FBXW5	259	386	789
C8G	483	422	328
LCN12	1933	3403	1818
PTGDS	1495	1403	1787
LCNL1	7026	3403	8248
C9orf142	1465	2024	1882
CLIC3	714	461	544
ABCA2	30	19	5
FUT7	825	1177	443
RP11-229P13.27	680	658	757
NPDC1	4	6	1
ENTPD2	666	1124	1546
SAPCD2	483	135	626
UAP1L1	2156	4345	1699
MAN1B1	4515	9543	7982
DPP7	2901	4849	2447
GRIN1	306	234	343
LRRC26	1501	1051	850
RP11-350O14.18	2664	3457	1882
TMEM210	1896	1434	5295
ANAPC2	379	455	1004
SSNA1	2801	2705	2701
TPRN	1018	1382	1572
TMEM203	2773	4981	2402
NDOR1	1193	935	1058
RNF208	814	771	645
CYSRT1	79	201	95
RNF224	5138	4107	9772
SLC34A3	2202	1571	1700
TUBB4B	8139	13173	7169
FAM166A	145	211	643
STPG3	6056	6004	4940
NELFB	5520	5919	7630
TOR4A	1093	1601	2095
NRARP	643	1156	552
EXD3	1104	2524	1088
NOXA1	601	483	413
ENTPD8	876	713	945
NSMF	5784	5233	2709
PNPLA7	2810	3090	2830
MRPL41	419	885	819
DPH7	2501	2833	8886
ZMYND19	896	507	767
ARRDC1	5960	8408	4108
EHMT1	6103	7420	7926
CACNA1B	57	43	66
BET1L	1884	1954	1229
SCGB1C1	4243	5097	4212
ODF3	12472	14228	6921
RIC8A	147	183	196
SIRT3	1638	819	1416
PSMD13	7355	7310	7797
NLRP6	2346	1866	3622
ATHL1	1632	1037	1607
IFITM5	604	346	900
IFITM2	759	360	656
IFITM1	671	295	538
IFITM3	146	231	196
B4GALNT4	2246	4639	3038
PKP3	6323	13207	4345
SIGIRR	7122	3246	2981
ANO9	1941	2585	2093
PTDSS2	591	564	618
RNH1	3016	5073	2925
HRAS	7913	6673	6767
LRRC56	3933	7257	4165
LMNTD2	6036	7611	2594
RASSF7	393	238	740
PHRF1	255	88	333
IRF7	4162	2455	2824
CDHR5	966	1590	2790
SCT	1787	1111	1324
DRD4	3891	3610	2581
DEAF1	296	198	286
EPS8L2	975	584	892
TMEM80	558	540	830
TALDO1	1050	2015	1227
PDDC1	1390	1187	987
CEND1	1422	4209	1384
SLC25A22	166	53	198
PANO1	877	486	367
PIDD1	1275	508	1181
RPLP2	97	44	40
PNPLA2	1679	3418	3253
CRACR2B	1003	1249	1000
CD151	1161	1531	1165
POLR2L	2455	2331	1571
TSPAN4	827	472	944
CHID1	4451	3017	6524
AP2A2	5366	5113	7797
MUC6	2383	4664	7175
MUC5AC	1144	1203	2366
MUC5B	1313	862	594
TOLLIP	1138	1221	571
BRSK2	637	285	393
MOB2	774	513	248
DUSP8	7437	7144	3483
AP006285.2	1381	1370	1145
KRTAP5-1	1806	1227	2026
KRTAP5-2	63	39	61
KRTAP5-3	2494	6510	3143
KRTAP5-4	708	306	707
KRTAP5-5	2520	1378	1665
KRTAP5-6	428	102	452
IFITM10	3760	4362	2671
RP11-295K3.1	278	131	183
CTSD	2658	2126	1327
SYT8	1857	976	2114
TNNI2	550	512	627
LSP1	3155	3957	1334
TNNT3	1102	657	407
MRPL23	1736	2120	2667
IGF2	289	261	512
INS-IGF2	887	802	747
INS	5283	6732	4676
TH	266	289	162
ASCL2	2005	1596	1177
C11orf21	667	1455	720
TSPAN32	250	157	244
CD81	2515	3565	2481
TSSC4	290	683	481
TRPM5	887	1467	1365
KCNQ1	1243	1101	1287
CDKN1C	2504	1851	6093
SLC22A18AS	21002	16293	18818
SLC22A18	177	202	115
PHLDA2	3550	3190	4749
NAP1L4	343	393	640
CARS	604	499	1133
OSBPL5	1020	1853	1098
MRGPRG	362	339	483
MRGPRE	2885	1500	1632
ZNF195	548	395	1135
ART5	783	1028	748
ART1	1677	2361	1886
CHRNA10	688	582	667
NUP98	72	70	66
PGAP2	771	399	528
RHOG	19	8	6
STIM1	826	555	596
RRM1	3835	3920	6600
TRIM21	722	1145	1256
OR52K2	1075	1640	1427
OR52K1	842	290	358
OR52M1	859	929	732
C11orf40	12508	9359	7245
OR52I2	4808	3581	2185
OR52I1	177	331	144
TRIM68	6356	7796	3865
OR51D1	6122	5466	5273
OR51E1	426	268	336
OR51E2	623	1430	758
MMP26	1054	1732	2010
OR51F2	1370	913	1442
OR51S1	604	904	225
OR51H1	733	1048	1327
OR51T1	176	416	622
OR51A7	1776	1241	1671
OR51G2	995	764	535
OR51A4	860	1490	1255
OR51A2	6959	5472	4348
OR51L1	207	196	240
OR52J3	228	401	161
OR52E2	1589	1377	507
OR52A5	5626	8969	2201
OR52A1	1942	3204	2650
OR51V1	915	1648	1170
HBB	651	405	400
HBD	191	168	148
HBG1	773	870	430
HBG2	2187	1978	2417
AC104389.2	2997	3445	3219
AC104389.1	263	207	215
HBE1	119	76	99
OR51B4	333	433	309
OR51B5	1644	1682	2757
OR51B6	2168	1651	1374
OR51M1	3118	2618	2031
OR51J1	1809	4723	4782
OR51Q1	997	672	511
OR51I1	1460	1401	1386
OR51I2	2321	2288	1908
OR52D1	244	322	667
UBQLN3	1614	1357	439
UBQLNL	50	109	83
OR52H1	518	1180	1321
OR52B6	2433	5840	4742
TRIM6	1046	930	1428
TRIM6-TRIM34	3663	5090	4366
TRIM34	2400	4042	2884
TRIM5	99	41	95
TRIM22	788	1268	1116
OR56B1	1766	1363	1919
OR52N4	2448	2466	4857
OR52N5	4969	4967	3824
OR52N1	903	959	621
OR52N2	4341	3102	7940
OR52E6	302	221	667
OR52E8	4117	2736	2498
OR52E4	3116	2196	2293
OR52E5	7833	2609	2721
OR56A3	3535	3153	5623
OR56A5	1703	2923	2044
OR52L1	2695	2604	3497
OR56A4	1670	1101	2313
OR56A1	177	243	154
OR56B4	766	680	1473
OR52B2	52	45	31
OR52W1	507	676	442
C11orf42	1061	1482	1168
FAM160A2	767	427	1106
CNGA4	667	525	500
CCKBR	1301	1291	2398
PRKCDBP	1146	1455	1155
SMPD1	1822	1950	1572
APBB1	1810	1278	1073
HPX	7795	5647	5471
TRIM3	4840	4446	4591
ARFIP2	608	535	263
TIMM10B	8221	5309	7756
DNHD1	783	360	777
RRP8	11342	7265	6957
ILK	2542	6678	2175
TAF10	101	175	234
TPP1	403	303	1025
DCHS1	1634	1503	1126
MRPL17	281	256	529
OR2AG2	767	627	1416
OR2AG1	28	28	20
OR6A2	3716	5234	3677
OR10A5	1708	2422	1783
OR10A2	1105	913	1166
OR10A4	1052	171	411
OR2D2	1757	2380	1383
OR2D3	2377	2554	3055
ZNF215	816	533	474
ZNF214	7431	7569	3048
NLRP14	7945	8010	2221
RBMXL2	1160	1928	3637
SYT9	562	794	591
OLFML1	3358	3230	3053
PPFIBP2	2468	1763	3024
CYB5R2	724	987	1739
OVCH2	785	871	1015
OR5P2	4225	2363	3590
OR5P3	1021	1713	768
OR10A3	536	412	1064
NLRP10	1029	756	1417
EIF3F	133	128	41
TUB	7134	8293	5738
RIC3	1609	4861	5782
LMO1	249	226	177
STK33	760	748	1063
TRIM66	249	147	171
RPL27A	272	241	189
ST5	2939	2266	2684
AKIP1	814	2151	934
C11orf16	1227	1560	2265
ASCL3	1631	697	775
TMEM9B	726	769	1191
NRIP3	1320	818	1030
SCUBE2	1986	2232	3023
DENND5A	79	64	133
TMEM41B	125	339	196
IPO7	107	156	217
ZNF143	2548	2709	1668
WEE1	2734	1007	3238
SWAP70	14954	12718	5953
SBF2	654	1150	485
ADM	123	122	161
AMPD3	1978	1976	1653
MTRNR2L8	865	693	1475
RNF141	7183	7505	9389
LYVE1	1081	3747	1681
MRVI1	14159	21145	9485
CTR9	233	269	517
EIF4G2	1214	661	791
ZBED5	2111	598	2760
GALNT18	4697	2275	2903
CSNK2A3	633	591	373
USP47	4303	2645	10099
DKK3	87	196	178
MICAL2	1664	1426	1846
MICALCL	1097	932	1965
PARVA	2607	3235	3275
TEAD1	4172	2547	1431
RASSF10	174	343	473
ARNTL	5866	2397	1517
BTBD10	373	776	558
PTH	1006	1809	770
FAR1	5772	10248	6705
SPON1	304	358	374
RRAS2	380	160	95
COPB1	1335	2556	1226
RP11-140L24.4	918	1275	1747
PSMA1	25	79	32
PDE3B	110	88	105
CYP2R1	746	1035	485
CALCB	2240	2347	1788
CALCA	52	97	99
INSC	498	803	261
SOX6	3005	3175	2163
C11orf58	1204	2197	1827
PLEKHA7	1034	1408	629
RPS13	2385	4251	2174
PIK3C2A	519	629	284
NUCB2	1042	810	1274
NCR3LG1	2361	3658	2822
KCNJ11	13659	10124	8673
ABCC8	932	2078	1273
USH1C	802	1080	1249
OTOG	135	182	176
MYOD1	346	411	222
KCNC1	7744	5891	5075
SERGEF	1649	1696	1738
TPH1	792	1293	313
SAAL1	1821	4191	2235
MRGPRX3	4398	1715	5801
MRGPRX4	436	150	446
SAA4	927	566	611
SAA2-SAA4	2483	1509	2059
SAA2	851	1035	558
SAA1	3053	2309	4212
HPS5	1964	4111	2280
GTF2H1	410	460	658
LDHA	9199	6320	13158
LDHC	3202	7449	9545
LDHAL6A	13307	7430	10589
TSG101	3406	3495	3260
UEVLD	112	209	188
SPTY2D1-AS1	21	49	28
SPTY2D1	2883	2538	1837
TMEM86A	573	623	305
IGSF22	863	632	1746
PTPN5	2320	1721	2009
MRGPRX1	3039	3642	6923
MRGPRX2	2634	2103	1903
ZDHHC13	854	795	1082
CSRP3	37	148	38
E2F8	1164	946	584
NAV2	283	1025	2064
DBX1	204	214	56
HTATIP2	3833	3408	4336
PRMT3	939	1185	1765
SLC6A5	1388	1445	1543
NELL1	145	284	81
ANO5	2579	1474	3868
SLC17A6	162	250	125
FANCF	543	546	1143
GAS2	848	6465	5245
SVIP	1199	2058	1723
CCDC179	452	445	257
LUZP2	1433	826	1094
ANO3	3717	3650	4915
MUC15	256	706	275
SLC5A12	291	222	227
FIBIN	5448	6666	5533
BBOX1	2147	3026	2709
CCDC34	4728	2684	2443
LGR4	606	1564	1037
LIN7C	4075	3560	894
BDNF	740	892	1164
KIF18A	2272	2609	2071
METTL15	4135	9208	3956
KCNA4	4118	4138	5102
FSHB	707	1020	500
ARL14EP	959	406	757
MPPED2	159	253	205
DCDC1	1927	2598	1829
DNAJC24	3473	6219	6607
IMMP1L	1833	4242	2914
ELP4	263	270	405
PAX6	442	337	217
RCN1	4478	1595	5491
WT1	17	16	14
EIF3M	71	27	96
CCDC73	499	707	711
PRRG4	540	551	629
QSER1	6808	4560	3382
DEPDC7	4012	1111	866
TCP11L1	5613	4768	6583
AC131263.1	2309	2801	2988
CSTF3	1170	2271	1727
HIPK3	2758	2198	2198
KIAA1549L	3668	2386	2344
C11orf91	6627	7963	6600
CD59	195	159	431
FBXO3	1031	1447	1990
LMO2	10750	6520	9855
CAPRIN1	1737	2128	2870
NAT10	1099	1688	1479
ABTB2	20182	24455	18411
CAT	4849	10300	7682
ELF5	3495	1690	2239
EHF	7667	1932	3178
APIP	8560	7755	8416
PDHX	1392	2008	1401
CD44	170	88	129
SLC1A2	15	6	21
PAMR1	1185	2135	2562
FJX1	426	141	153
TRIM44	52	44	76
LDLRAD3	1226	534	1480
COMMD9	356	180	350
PRR5L	6505	7799	6250
TRAF6	6675	5615	3720
RAG1	2203	3339	1493
RAG2	1624	2868	2665
C11orf74	2908	1286	2125
LRRC4C	1837	1825	2823
API5	1952	2489	1773
TTC17	733	412	395
HSD17B12	1875	1850	1296
ALKBH3	3688	4124	3815
C11orf96	1790	1382	1783
ACCSL	3284	2987	3689
ACCS	748	783	482
EXT2	1820	1680	1238
ALX4	1103	1769	2375
CD82	1680	1940	773
TSPAN18	365	939	707
TP53I11	2864	2782	5178
PRDM11	1840	4422	7360
SYT13	826	1489	1677
CHST1	275	188	211
SLC35C1	983	1228	3125
CRY2	896	1059	2805
MAPK8IP1	6590	19394	5376
C11orf94	6351	7382	5387
PEX16	507	823	998
LARGE2	1704	2683	1140
PHF21A	1532	3616	3685
CREB3L1	603	503	596
DGKZ	375	548	878
MDK	3024	2791	2765
CHRM4	644	922	814
AMBRA1	3286	4714	1823
HARBI1	779	930	1153
ATG13	1275	543	1002
ARHGAP1	4	11	9
ZNF408	1129	1202	474
F2	838	753	265
