#gene	sample4	sample5	sample6	sample7	sample8	sample9
OVCH2	2515	2394	1263	3193	812	1308
OR5P2	3628	6036	3844	5333	2504	2177
OR5P3	3294	1592	1192	2516	1158	386
OR10A3	1563	662	1089	1760	642	1475
NLRP10	3996	2230	3286	3797	4251	4488
EIF3F	321	298	178	473	312	137
TUB	8650	10474	11019	9563	6157	7452
RIC3	8359	7189	3434	6081	6790	10194
LMO1	475	573	463	356	457	300
STK33	1287	985	1956	1429	635	1486
TRIM66	298	83	121	118	273	198
RPL27A	167	379	253	311	225	178
ST5	3484	4029	1947	5472	2850	2434
AKIP1	2289	1328	2384	2163	1975	1545
C11orf16	2423	1772	2603	1886	1752	3566
ASCL3	702	661	553	822	1493	914
TMEM9B	1758	927	1027	1978	1232	1274
NRIP3	706	992	1684	832	1160	600
SCUBE2	1713	1345	3298	4120	2444	1885
DENND5A	85	211	116	54	122	95
TMEM41B	209	144	604	355	350	305
IPO7	344	388	345	158	318	309
ZNF143	3319	4137	9007	5997	2299	6157
WEE1	3865	3143	1849	1617	6867	3789
SWAP70	4055	5762	4736	9686	11674	10803
SBF2	1340	1064	530	1407	912	1123
ADM	506	170	346	422	115	508
AMPD3	1647	1904	1801	462	552	2128
MTRNR2L8	1651	897	975	1599	923	2046
RNF141	3170	11787	12468	12624	9528	14133
LYVE1	1710	2206	3214	6775	1734	2108
MRVI1	21873	19801	12939	19831	37802	26952
CTR9	151	483	408	282	313	1037
EIF4G2	409	866	345	939	1109	873
ZBED5	2117	2438	1954	3317	2282	3153
GALNT18	4667	1673	5909	5071	3058	3567
CSNK2A3	536	504	509	768	900	817
USP47	12481	4448	3294	11636	10238	3219
DKK3	258	202	113	131	86	60
MICAL2	1072	729	1330	1474	803	1310
MICALCL	757	1599	1041	1725	628	677
PARVA	2742	5454	4352	3826	6062	4783
TEAD1	3326	4731	2345	2247	3775	2262
RASSF10	500	565	359	851	313	434
ARNTL	4108	4810	8320	4834	9808	2288
BTBD10	368	1047	681	588	558	328
PTH	1372	2820	1862	2135	2928	3406
FAR1	10201	8534	17951	10107	4069	5953
SPON1	512	488	1095	820	530	700
RRAS2	272	60	284	185	179	292
COPB1	1554	1546	3078	546	2668	1321
RP11-140L24.4	1529	1575	576	611	1508	962
PSMA1	23	46	74	42	74	23
PDE3B	65	279	248	311	123	149
CYP2R1	537	867	1109	656	897	997
CALCB	3775	900	3834	2510	4655	4219
CALCA	60	94	116	113	60	72
INSC	784	1171	690	729	979	469
SOX6	2520	3923	5775	3026	4126	1454
C11orf58	2304	2996	4229	1360	3659	3255
PLEKHA7	2194	1383	913	1287	1256	851
RPS13	3940	3792	8439	2925	4051	2871
PIK3C2A	589	987	846	620	1280	1732
NUCB2	1825	1436	1128	2200	1646	1382
NCR3LG1	4544	2865	3408	2998	3545	2737
KCNJ11	5789	6623	11250	8824	5397	18319
ABCC8	2014	1259	1067	1885	1204	2057
USH1C	800	1570	1940	2186	2637	2042
OTOG	161	367	279	271	327	215
MYOD1	452	569	371	430	260	539
KCNC1	11722	7488	6177	6564	3489	4973
SERGEF	3178	1980	1888	2569	1849	1346
TPH1	2580	1498	3235	1454	2066	1640
SAAL1	4552	4171	8120	2846	3588	1787
MRGPRX3	4074	5259	3934	7298	4377	6388
MRGPRX4	320	572	274	498	107	387
SAA4	913	682	828	727	732	798
SAA2-SAA4	3658	4525	4280	4400	5355	4302
SAA2	1854	1037	1036	1123	1146	1137
SAA1	4039	7548	3997	5091	9622	1862
HPS5	1475	4501	1652	3751	1646	1416
GTF2H1	449	1195	587	811	1014	921
LDHA	8486	17062	6963	38123	15132	26823
LDHC	7916	6668	7651	23321	7705	12496
LDHAL6A	5400	6394	17032	9937	5896	12797
TSG101	4299	3685	4004	4356	3831	2657
UEVLD	214	186	140	101	217	141
SPTY2D1-AS1	58	49	8	32	43	51
SPTY2D1	1397	5760	5591	3775	2081	4467
TMEM86A	470	646	759	416	439	362
IGSF22	592	1233	2570	586	1302	277
PTPN5	3752	3127	1707	2740	2760	2123
MRGPRX1	6817	10405	7048	5676	10817	15404
MRGPRX2	5309	6341	5421	1715	7518	3983
ZDHHC13	1163	1469	998	931	1461	891
CSRP3	160	105	117	87	118	89
E2F8	1015	513	1292	311	1503	692
NAV2	3094	4240	2882	3667	1825	3166
DBX1	132	156	145	291	227	92
HTATIP2	3205	3874	5758	7020	3221	2753
PRMT3	1196	896	874	1285	1685	2695
SLC6A5	1920	1856	1551	2505	1712	1568
NELL1	260	215	348	80	215	276
ANO5	3387	3565	3694	2961	3236	7797
SLC17A6	127	290	149	194	92	125
FANCF	991	704	659	1194	581	1342
GAS2	6389	4461	9808	3960	5556	8504
SVIP	784	2159	2437	935	4353	3037
CCDC179	458	649	376	503	817	900
LUZP2	1333	798	789	2550	1215	2056
ANO3	3209	7462	3552	4087	2729	9183
MUC15	547	507	619	558	493	370
SLC5A12	157	217	443	171	319	371
FIBIN	6620	5556	9025	7847	9828	2431
BBOX1	3683	5998	4277	2472	3529	7523
CCDC34	4221	6652	7204	3119	4654	9559
LGR4	1902	1671	963	1580	1954	618
LIN7C	3447	3374	2241	3011	2570	3977
BDNF	2067	1112	2012	290	1542	2154
KIF18A	2451	4652	2372	1719	2555	3109
METTL15	18838	8025	10966	7481	8255	4120
KCNA4	2115	849	4686	3997	9702	5884
FSHB	725	870	241	1063	569	401
ARL14EP	624	1535	773	759	698	1166
MPPED2	514	867	570	183	250	323
DCDC1	4591	1639	1625	1871	2741	1886
DNAJC24	6226	8167	16193	6698	5994	3521
IMMP1L	7506	4325	5867	4292	5658	8541
ELP4	188	355	710	660	154	330
PAX6	599	780	457	211	594	445
RCN1	3110	2638	1951	4600	4774	2318
WT1	27	31	18	35	24	15
EIF3M	50	115	114	60	83	108
CCDC73	616	1485	1830	1274	615	879
PRRG4	1476	1479	578	799	644	602
QSER1	3939	4685	10028	2120	7798	5085
DEPDC7	3178	2448	3897	3100	1560	2838
TCP11L1	8575	3605	8209	9395	8735	11545
AC131263.1	2401	2173	2327	2813	3467	1716
CSTF3	1053	2728	2426	3826	3610	2246
HIPK3	3257	1579	3540	6634	1362	1732
KIAA1549L	3531	4092	5520	7051	4078	3230
C11orf91	7364	6281	2599	6383	5596	2997
CD59	218	197	207	258	227	186
FBXO3	2977	1880	4371	2766	3161	2127
LMO2	11613	7225	6679	4695	5873	8666
CAPRIN1	4496	5986	4751	2722	5320	5965
NAT10	1327	1523	2114	1880	2844	3477
ABTB2	7078	13688	13294	16201	8931	12710
CAT	5345	6550	4869	5756	5457	4752
ELF5	4281	3640	4470	3396	5103	3063
EHF	4111	5822	5661	8248	3955	3189
APIP	14317	20020	11385	12073	15680	10196
PDHX	2554	2748	1917	1110	888	1478
CD44	61	157	159	133	107	156
SLC1A2	26	49	37	7	37	55
PAMR1	1725	1350	2405	868	1754	1924
FJX1	462	514	250	464	444	221
TRIM44	64	53	53	122	119	130
LDLRAD3	1502	1304	3619	2291	1285	1869
COMMD9	291	290	293	443	267	100
PRR5L	10531	5891	9028	8032	10319	4969
TRAF6	11436	9850	6386	6420	4050	3611
RAG1	2381	1156	1845	1703	1243	1911
RAG2	2542	1812	5406	1289	2343	3501
C11orf74	5669	2908	5354	3243	2565	3821
LRRC4C	3308	2343	3180	617	2246	2692
API5	1040	1869	4347	1991	3652	2302
TTC17	814	761	844	807	702	446
HSD17B12	1796	905	1506	1348	1995	2984
ALKBH3	4158	3768	2361	3487	5341	4303
C11orf96	2864	1877	2312	778	1918	1573
ACCSL	5257	5041	3816	6112	2910	2492
ACCS	1661	827	1605	824	3116	1778
EXT2	5811	2504	2473	1884	3749	1166
ALX4	3355	2729	4230	4500	1302	5242
CD82	1714	816	1397	1558	1286	2108
TSPAN18	1002	823	946	490	1311	878
TP53I11	4146	4850	2660	1614	6628	4703
PRDM11	3206	8021	6520	2285	7098	12728
SYT13	3762	1012	2134	810	1049	1547
CHST1	178	133	157	266	113	116
SLC35C1	2291	3138	4163	2584	2491	2193
CRY2	1321	1653	3609	1105	2642	1780
MAPK8IP1	15198	13816	14316	11244	12658	13782
C11orf94	7045	7373	7244	13180	6225	8961
PEX16	1655	1028	1518	2414	1091	367
LARGE2	2548	2454	2524	1464	1823	3176
PHF21A	4857	3196	6681	8221	4634	2629
CREB3L1	998	510	726	1039	983	592
DGKZ	1363	1072	1493	791	748	1662
MDK	1712	1027	1468	2059	1939	1398
CHRM4	983	1128	1336	413	867	1489
AMBRA1	1854	5649	984	2707	2850	3448
HARBI1	1103	516	745	1044	603	916
ATG13	935	1041	696	916	528	804
ARHGAP1	10	3	12	4	6	1
ZNF408	1148	1182	897	683	414	1351
F2	496	577	611	931	602	726
CKAP5	1482	1669	1466	2016	1484	779
LRP4	1102	1713	1383	771	2728	729
C11orf49	775	701	650	353	655	647
ARFGAP2	691	572	981	519	1001	478
PACSIN3	2701	1973	2373	1499	984	880
DDB2	4892	7336	1628	2820	7510	2828
ACP2	861	5236	3392	1696	2548	3253
NR1H3	16089	6845	11488	10514	6545	15964
MADD	1960	6996	2875	2431	6215	2949
MYBPC3	74	60	76	90	123	114
SPI1	343	396	72	370	296	257
SLC39A13	1081	666	538	377	758	1176
PSMC3	2476	1819	831	1890	895	711
RAPSN	8116	7585	5327	6880	3325	3868
CELF1	7903	6580	6318	4264	5448	3588
NDUFS3	3611	4663	4973	5589	2806	3806
PTPMT1	542	784	637	1028	948	2008
KBTBD4	3194	2394	1856	2835	1741	3536
FAM180B	773	298	556	367	600	609
C1QTNF4	2151	2888	3791	2826	2293	2071
MTCH2	4271	4645	5759	2460	3087	8216
AGBL2	3992	5962	2706	3768	6919	7591
FNBP4	2741	1250	1664	2279	4542	2819
NUP160	3149	1659	1073	1809	817	741
PTPRJ	1336	1909	853	1530	1501	1056
OR4B1	438	432	466	407	191	465
OR4X1	787	513	581	239	870	271
OR4S1	5970	5178	8481	6523	3272	5096
OR4C3	5860	6666	5151	6927	12202	9916
OR4C5	1429	1650	820	1343	1613	1512
OR4A47	912	399	875	455	1201	495
TRIM49B	1507	2703	1293	1054	1169	3791
TRIM64C	2842	1192	1743	936	2211	2637
FOLH1	75	49	89	54	26	25
OR4C13	1253	625	987	1039	925	852
OR4C12	171	187	231	306	318	64
OR4C46	4146	1559	2952	1828	3434	1471
OR4A5	959	447	1035	1930	898	1075
TRIM48	273	558	250	369	200	229
OR4A16	1190	526	914	846	886	1378
OR4A15	5764	4685	3098	2766	6291	2319
OR4C15	3518	2046	1293	1900	3854	2289
OR4C11	9766	4463	9971	4849	6253	7365
OR4P4	317	219	157	294	285	428
OR4S2	430	619	585	622	673	376
OR4C6	347	236	339	241	228	522
OR5D14	2058	3265	2817	1609	3398	1635
OR5D18	59	79	81	76	57	94
OR5L2	3487	3451	2381	3524	2691	763
OR5D16	4112	5019	5039	3319	6138	3322
TRIM51	1887	2050	1885	5369	4178	3551
OR5W2	8791	9832	5943	7493	5807	10756
OR5I1	2531	2386	1993	2111	1159	1258
OR10AG1	3	2	8	3	4	7
OR5F1	1860	2020	2156	2297	1335	1707
OR5AS1	1889	2920	1839	3692	3954	3196
OR8I2	108	504	523	298	548	470
OR8H2	2352	3811	5850	2472	4104	4128
OR8H3	297	307	718	401	409	1168
OR8J3	7973	5210	3958	4134	5489	2913
OR8K5	2734	1933	2479	2462	2102	2288
OR5J2	51	191	144	204	56	167
OR5T2	587	1220	1473	465	770	498
OR5T3	1128	1009	1246	1191	1631	1814
OR5T1	394	196	396	510	233	661
OR8H1	458	560	237	439	392	326
OR8K1	1285	1144	600	1137	1138	1521
OR8J1	4977	2296	3620	2173	2626	3785
OR8U1	2980	2824	4283	5071	1930	4683
OR5M9	47	48	90	62	42	64
OR5M3	282	496	1024	959	1289	443
OR5M8	421	1319	733	571	232	491
OR5M11	277	294	308	86	85	427
OR5M10	676	515	255	289	188	315
OR5M1	505	437	695	686	752	989
OR5AP2	2459	1932	3113	1275	5639	1120
OR9G1	605	302	464	374	321	175
OR9G4	233	28	199	128	180	115
OR5AK2	221	335	355	191	294	369
LRRC55	838	1940	665	606	362	365
APLNR	3593	4595	3247	2037	4751	1970
TNKS1BP1	1797	2332	1490	2258	1890	2668
SSRP1	7603	9063	17728	19285	9083	9130
P2RX3	7161	10786	5863	3834	3982	2178
PRG3	989	1552	2908	1496	617	2334
PRG2	1706	1183	1297	1226	1323	558
RP11-872D17.8	2582	2908	3176	3419	3571	5825
SLC43A3	17684	4305	14288	13180	7158	11503
RTN4RL2	1511	4709	3535	3060	2095	5660
SLC43A1	1851	1289	965	1992	818	1767
TIMM10	892	897	1727	1250	713	642
SMTNL1	1264	1217	1735	2624	1509	3308
UBE2L6	4121	3374	3299	3792	3881	1353
SERPING1	4521	2075	2250	3267	4965	2822
YPEL4	169	111	327	168	131	192
CLP1	850	375	592	567	892	551
ZDHHC5	2	0	2	2	0	2
MED19	2903	3448	3461	2435	1135	2274
TMX2	3239	5051	4128	4035	4394	2684
TMX2-CTNND1	63	166	187	73	100	168
C11orf31	10	5	7	17	10	16
RP11-691N7.6	899	600	428	528	567	580
BTBD18	8257	5456	5380	6807	3158	5932
CTNND1	2937	2431	1565	1766	1089	3768
OR9Q1	1601	803	2935	1249	1489	698
OR6Q1	2590	2364	2305	2460	1913	1667
OR9I1	4888	6480	5172	3165	6873	5148
OR9Q2	1017	560	1361	1386	1127	1254
OR1S2	6310	8173	8185	3536	9816	8000
OR10Q1	3413	2910	2997	3177	3220	2212
OR10W1	229	183	381	438	229	147
OR5B17	4457	1060	5559	2346	4873	4444
OR5B3	6672	7973	12625	8521	6405	8491
OR5B2	3506	4935	2693	1845	6276	3164
OR5B12	1326	1975	1967	1281	2325	1492
OR5B21	605	367	802	728	564	539
LPXN	15	16	16	2	10	8
ZFP91	2204	1892	1479	2195	2474	2284
ZFP91-CNTF	487	1040	487	494	425	649
CNTF	2014	1441	1008	2768	1449	2476
GLYAT	192	402	181	337	226	166
GLYATL2	9216	3648	4960	5992	5782	3145
GLYATL1	807	735	876	1253	560	973
GLYATL1P3	5060	4385	6210	5612	3111	4458
FAM111B	661	449	836	683	265	340
FAM111A	935	308	970	1440	854	1857
DTX4	42	131	109	118	31	105
MPEG1	2282	4174	5264	2160	3411	4406
OR5AN1	1161	719	436	569	1235	953
OR5A2	3720	5108	2542	4922	2280	6919
OR5A1	1078	931	827	1307	1874	1616
OR4D6	234	280	382	259	286	174
OR4D10	3623	767	2036	3097	2193	1797
OR4D11	4763	6826	6670	2924	2089	4697
OR4D9	5732	6091	5038	7398	5727	3403
OSBP	1682	2503	2112	2191	1745	1119
PATL1	3304	2981	3800	2467	2163	2494
OR10V1	4522	3140	6197	2749	5168	4907
STX3	1308	2750	1096	2098	2453	2258
MRPL16	1564	954	1211	861	1820	1043
GIF	2294	3814	4272	2749	1648	4845
TCN1	4618	2541	2233	2196	3984	1645
OOSP2	206	269	541	447	527	782
MS4A3	280	375	503	193	536	263
MS4A2	14749	15622	20022	12415	17875	22125
MS4A6A	1342	904	1205	2078	1655	1195
MS4A4E	5480	3385	5077	5077	5401	5693
MS4A4A	585	1130	303	453	499	547
MS4A6E	3245	4637	3358	2860	4361	2511
MS4A7	5321	8512	8232	6966	10313	2773
MS4A14	2427	1911	2574	3265	1669	3174
MS4A5	59	32	34	93	49	20
MS4A1	939	998	803	897	1179	2994
MS4A12	2089	2453	1609	4366	2138	1925
MS4A13	2506	9797	6015	4536	10287	5993
MS4A8	2883	2548	9403	3543	5963	7594
MS4A18	5776	4247	2788	7656	2273	5820
MS4A15	4197	1790	4191	3011	2027	1497
MS4A10	3506	3694	2208	1874	2287	2617
CCDC86	413	467	2050	454	819	1346
PTGDR2	857	473	297	1084	188	421
ZP1	1671	1412	4401	3313	2372	2267
PRPF19	1117	474	453	968	969	552
TMEM109	2829	2491	2884	1708	1747	3180
TMEM132A	1430	1163	2177	934	1862	3711
SLC15A3	2439	1389	2127	3034	3539	3269
CD6	2734	5421	4161	2091	4998	5125
CD5	1749	776	805	1366	563	866
VPS37C	4896	5283	7836	3510	4066	3893
PGA3	4731	2236	3776	8117	4480	5314
PGA4	4159	2882	6088	7300	4910	9048
PGA5	737	1342	772	849	759	773
VWCE	346	499	615	660	993	561
DDB1	662	165	203	169	189	53
TKFC	146	149	145	126	90	155
CYB561A3	189	205	523	106	396	273
TMEM138	1870	5757	5437	5327	5940	4118
TMEM216	1279	2181	2313	2910	1733	2234
CPSF7	298	121	191	193	251	266
RP11-286N22.8	999	836	1114	925	770	744
SDHAF2	507	1533	1225	1095	1627	1034
PPP1R32	1580	3372	2162	2620	1391	3414
LRRC10B	2547	1236	852	681	644	1055
SYT7	484	760	219	908	848	1383
DAGLA	6181	2459	4942	1794	3655	2506
MYRF	516	497	344	1007	636	384
TMEM258	2438	4258	2058	3462	3380	6144
FEN1	2539	2886	6069	2107	1787	3024
FADS2	618	639	639	577	273	753
FADS1	4370	4995	5358	7739	5120	2975
FADS3	5298	3079	3423	7056	4314	7885
RAB3IL1	11235	13635	13492	12257	9481	10594
BEST1	1433	1229	2736	1235	1926	2606
FTH1	4071	4860	2481	2958	2690	3958
INCENP	3012	3067	3919	3165	1461	2256
SCGB1D1	5772	6914	8034	4542	8225	3635
SCGB2A1	1155	4106	941	1457	837	1633
SCGB1D2	400	424	450	529	958	1419
SCGB2A2	1285	1413	1558	1577	2751	2613
SCGB1D4	296	627	680	364	637	267
ASRGL1	4095	8183	5663	7758	3804	5316
SCGB1A1	3929	5085	5984	4526	4225	4389
AHNAK	666	869	558	547	598	277
EEF1G	793	1634	1920	2573	3345	2258
RP11-864I4.1	4359	6952	4524	2387	4175	6065
TUT1	1106	816	1935	476	1410	750
MTA2	652	1610	935	718	922	824
EML3	668	883	815	1521	1515	1294
ROM1	5002	5838	4889	2851	2971	4499
B3GAT3	3074	6064	6910	5979	6515	6877
GANAB	2228	2128	3326	3592	4574	4676
INTS5	4729	3020	3699	5847	5402	8086
RP11-831H9.11	1693	1192	2161	298	828	1109
C11orf98	1835	2629	3980	1585	1513	3142
LBHD1	1075	1302	2024	1708	919	742
METTL12	757	1278	1621	808	787	1088
UQCC3	1088	2159	1008	1224	891	2064
UBXN1	5350	3753	1727	4475	4440	3622
LRRN4CL	2720	4436	3083	2842	588	1004
HNRNPUL2-BSCL2	4675	5107	2571	5090	2744	7864
BSCL2	1110	1528	1885	3047	1967	2482
GNG3	895	544	486	351	686	764
HNRNPUL2	1522	1733	1825	2288	421	1446
TTC9C	1221	806	817	1110	1132	1006
ZBTB3	2069	4420	2850	5820	3786	3714
POLR2G	1077	1044	1652	812	1057	1467
TAF6L	368	707	153	432	506	467
TMEM223	507	203	824	827	626	563
TMEM179B	369	296	151	251	393	495
NXF1	10776	8920	9243	2754	20789	10229
STX5	1029	1154	2234	6507	1890	947
RP11-727F15.14	94	102	66	62	93	72
WDR74	1130	2927	4440	1100	2708	4965
SLC3A2	3887	5564	5642	7517	5698	2404
CHRM1	8795	5940	13637	7592	5262	6581
SLC22A6	1792	4529	1868	2122	3345	2102
SLC22A8	686	1129	778	717	1502	448
SLC22A24	221	551	523	814	443	667
SLC22A10	7645	4064	3747	10037	10056	6600
SLC22A25	1235	634	992	441	460	1101
SLC22A9	4705	3150	5319	4549	2915	4984
HRASLS5	2286	596	1229	1080	894	831
LGALS12	7365	6417	11584	5833	3415	3995
RARRES3	822	1514	820	1557	1498	2211
HRASLS2	5009	3153	1757	3469	7634	2606
PLA2G16	950	1932	2750	1573	2266	1541
ATL3	837	1188	484	712	765	773
RTN3	1264	1433	2031	1665	1086	1529
C11orf95	5914	3383	4118	6016	4347	4988
C11orf84	2564	1919	3192	2368	1486	3755
MARK2	6617	3162	4805	6749	5135	8368
RCOR2	10603	9256	7927	5143	12638	9122
NAA40	135	225	92	185	230	67
COX8A	1345	2329	1935	3444	3209	1528
AP000721.4	27	10	26	50	22	30
OTUB1	10270	8611	10453	7634	8789	3235
MACROD1	3297	1973	5712	2148	3061	1275
FLRT1	3901	4224	3290	4004	6884	2095
STIP1	3768	6639	6229	1741	3228	7322
FERMT3	742	1074	1483	843	808	1108
TRPT1	979	630	1115	3889	2257	3410
NUDT22	312	196	317	190	203	129
DNAJC4	949	1222	1047	523	721	1398
VEGFB	5722	3508	4009	4311	3275	7946
FKBP2	1805	4021	2745	2668	3332	3988
PPP1R14B	3755	6583	5546	5420	4805	10197
PLCB3	202	173	269	215	277	257
BAD	839	2687	4060	3785	2856	1725
GPR137	1269	1591	1051	1580	1870	1456
KCNK4	616	270	500	440	322	389
TEX40	521	342	635	266	308	571
ESRRA	2977	1861	1935	3395	2530	2080
TRMT112	2506	4161	2217	2789	2070	2857
PRDX5	1884	2100	1974	1228	2439	1870
CCDC88B	3187	1989	3065	2047	3682	4712
RPS6KA4	6970	4806	5162	3352	1883	3352
SLC22A11	5027	1616	2000	1198	1146	2779
SLC22A12	2451	4846	2135	2240	1635	1100
NRXN2	696	804	1186	714	1036	1102
RASGRP2	3479	8708	5197	4258	4145	5672
PYGM	779	563	559	428	837	661
SF1	2915	4934	2864	3580	2603	3175
MAP4K2	11006	5073	3376	5937	3864	3522
MEN1	4467	5555	3038	3905	4037	7664
CDC42BPG	506	1503	1277	1160	1564	1197
EHD1	5161	562	1374	2155	2561	1790
ATG2A	2423	2145	1323	1526	3005	2065
PPP2R5B	43	34	40	91	104	47
GPHA2	376	591	1281	656	800	1227
MAJIN	1473	1543	2758	430	1372	2593
BATF2	431	405	656	614	307	397
ARL2	10613	6108	15646	8042	18385	8007
ARL2-SNX15	228	316	504	166	367	369
SNX15	3897	5106	5691	3637	4174	3545
SAC3D1	105	58	71	55	53	36
NAALADL1	3997	4130	5169	3959	2571	5478
CDCA5	2216	1409	1507	2035	1645	1535
ZFPL1	1100	993	754	2011	2721	719
TMEM262	558	593	327	736	403	395
VPS51	19532	21995	3535	26356	11377	11107
TM7SF2	3776	10178	12631	15804	13066	7110
ZNHIT2	733	628	667	885	773	777
FAU	3407	3732	3963	5189	2885	761
SYVN1	235	353	596	613	219	336
MRPL49	9893	7297	6445	9832	6147	8354
SPDYC	400	276	212	448	215	374
CAPN1	385	384	350	281	158	240
POLA2	415	584	447	773	780	1358
CDC42EP2	439	625	566	637	391	904
DPF2	526	958	489	796	310	897
TIGD3	1358	1861	1279	1041	1161	1612
SLC25A45	4577	3130	2924	2584	2964	4146
FRMD8	42	124	71	68	40	50
AP000769.1	6426	6373	5566	3437	2657	6701
SCYL1	1551	1937	1585	2149	1656	3176
LTBP3	2919	1174	2980	2443	2272	4084
SSSCA1	2710	1492	1404	1519	1347	3191
FAM89B	1037	855	1731	1103	666	951
EHBP1L1	972	1591	624	2102	1490	1353
KCNK7	436	538	380	431	779	858
MAP3K11	934	2548	1460	1213	943	1079
PCNX3	1822	8436	4320	3089	1597	2165
SIPA1	1198	791	887	1694	1172	1696
RELA	1536	1181	1314	1347	1771	2094
KAT5	1171	1877	1552	3255	2128	2664
RNASEH2C	2789	3301	3163	5469	4144	1334
AP5B1	3144	2295	1947	2760	867	2923
OVOL1	1562	1419	1502	1713	998	914
CFL1	1621	1127	805	910	810	1034
SNX32	1371	1294	2330	1345	793	2415
MUS81	366	610	382	344	494	349
EFEMP2	1612	2178	1069	1380	887	1407
CTSW	1473	1201	452	1718	2492	3637
FIBP	4928	4339	2735	6899	2516	7509
CCDC85B	1736	4132	2344	2017	2170	2318
FOSL1	672	1003	639	515	1295	907
C11orf68	1569	4137	4375	4344	3046	2346
DRAP1	1239	3862	1268	2464	775	2000
TSGA10IP	3433	5153	2417	2637	3235	3520
SART1	11656	9052	5217	6889	8663	8601
EIF1AD	2258	598	592	564	932	1312
BANF1	2501	2719	3674	4071	3315	2877
CST6	191	401	265	221	421	312
CATSPER1	204	136	306	235	156	233
GAL3ST3	1232	6577	4710	4167	2229	4461
SF3B2	2767	2554	3253	4421	1158	4575
PACS1	2153	3940	2375	4040	2037	3746
KLC2	1013	2667	1216	1113	1613	658
RAB1B	820	630	1468	1799	1062	1019
CNIH2	7291	13433	11093	4064	2704	7470
YIF1A	179	77	119	36	177	120
TMEM151A	1253	454	591	674	930	507
CD248	2131	3160	5901	3487	2429	3049
RIN1	8287	6926	7680	4665	3097	5697
BRMS1	3726	5549	4937	2215	2906	6532
B4GAT1	991	1736	1394	2047	923	1120
SLC29A2	748	669	1514	812	763	413
NPAS4	195	93	282	99	251	119
MRPL11	2341	2052	2027	1806	2067	2161
PELI3	4757	2657	3692	4008	2684	2877
DPP3	2251	4979	4712	3018	2518	3066
CTD-3074O7.11	443	782	417	674	449	742
BBS1	945	509	497	305	1153	504
ZDHHC24	1090	1715	1798	2165	1227	1841
ACTN3	6197	6389	2688	7878	5147	5865
CTSF	2472	3163	1749	1974	4564	3088
CCDC87	1994	3633	2291	1845	3948	2243
CCS	8473	3204	3476	5350	4720	4870
RBM14	259	443	194	207	315	536
RBM14-RBM4	275	380	270	248	218	238
RBM4	5337	4004	2975	5392	6622	2791
RBM4B	572	284	267	435	477	400
SPTBN2	1222	1773	1294	1433	1657	1342
C11orf80	1408	1872	1339	1238	1563	2906
RCE1	0	0	0	0	0	0
PC	7116	4994	2181	5771	8852	2875
LRFN4	1679	1769	2241	1985	1510	2685
C11orf86	1887	2380	3691	2397	4416	3960
SYT12	4095	3933	7662	4927	7114	3917
RHOD	261	580	365	287	187	387
KDM2A	2537	2597	1468	1006	1664	1694
GRK2	3018	4577	3578	2034	3022	3501
ANKRD13D	1225	1141	872	633	1175	1207
SSH3	885	1063	661	1432	1557	1380
RAD9A	1857	774	4059	5281	2472	3495
POLD4	2559	3015	2466	2094	3444	2261
AP003419.11	3491	1024	2686	2581	1510	480
CLCF1	1262	1865	1444	2921	3312	2903
PPP1CA	488	569	415	633	694	439
TBC1D10C	1041	2032	2466	1776	1343	1256
CARNS1	4418	4729	2340	3914	2850	3515
RPS6KB2	7191	4856	7246	8365	12194	12025
CORO1B	2483	1383	1208	1925	1899	1972
PTPRCAP	706	7327	5491	4108	6660	2852
GPR152	3867	2803	3346	6255	7898	6849
CABP4	2449	1301	1172	3340	2913	3031
TMEM134	1820	1187	2071	1619	1410	2402
AIP	6481	5383	11725	10858	3114	6493
PITPNM1	1046	1755	1548	2205	2574	1385
CDK2AP2	1323	2409	1371	1245	1779	1530
CABP2	1016	1693	946	791	900	1564
GSTP1	966	434	990	761	453	1031
NDUFV1	1970	712	2009	1226	1007	1723
NUDT8	6371	20578	9844	16778	12274	12181
TBX10	6403	4635	4643	8370	3375	6217
ACY3	220	238	168	247	451	460
ALDH3B2	508	721	543	453	915	1118
UNC93B1	1580	840	1022	1520	863	1475
ALDH3B1	4279	6541	2132	3966	6099	7026
NDUFS8	1632	923	1288	849	911	1960
TCIRG1	1743	2159	1205	1889	1249	913
CHKA	462	459	356	279	490	646
KMT5B	6015	12136	7266	14831	7696	4843
C11orf24	792	852	527	810	703	1017
LRP5	106	123	51	94	214	164
PPP6R3	1368	868	1917	1283	597	757
GAL	3124	3962	2922	6051	2179	5833
TESMIN	990	2059	3040	4799	2352	3900
CPT1A	806	1643	654	891	559	685
MRPL21	901	1613	1302	1876	2106	2480
IGHMBP2	5023	5197	5714	1726	6866	1279
MRGPRD	434	346	476	681	949	201
MRGPRF	245	323	159	393	162	158
TPCN2	6406	16118	6019	14017	10608	6351
MYEOV	4901	946	1440	1436	2841	1111
CCND1	2226	2929	6455	2992	3108	1910
ORAOV1	3457	7017	6027	5274	4277	5545
AP001888.1	1233	772	822	1774	785	937
FGF19	286	332	758	465	543	428
FGF4	2720	2170	944	906	1186	1232
FGF3	6113	4691	3472	9654	4180	7480
ANO1	6378	4239	4767	7218	9911	11096
FADD	5216	10267	1836	5328	5450	6179
PPFIA1	2451	1716	3615	3552	4889	2565
CTTN	2617	2819	4897	5697	2952	3566
